,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Distribution,FlippingMomentum
90,../shapes/Computer/D01067.obj,5026,[0.61430208 0.12560911 0.65955503],[0.61430208 0.12560911 0.65955503],[1. 1. 1.],0.3368389748614181,1.4880274964344578,[0.025    0.975    0.025    0.699188 0.025    0.950849],[0. 0. 0.],9528,Computer,Triangle,"[[ 0.35359539  0.92735753 -0.1223859 ]
 [ 0.40083338 -0.032002    0.91559187]
 [-0.84516443  0.37280542  0.38303161]]",[0.06376445 0.05031756 0.01539062],493.2713722684595,"[np.float64(4056.5897794304924), np.float64(382.0911980922025), np.float64(4550.0507386961035)]"
91,../shapes/Computer/D01128.obj,17301,[0.50246781 0.17571502 0.72706124],[0.50246781 0.17571502 0.72706124],[1. 1. 1.],0.3330203078080511,1.4066278908300516,[0.025    0.929395 0.025    0.533106 0.025    0.975   ],[0. 0. 0.],34133,Computer,Triangle,"[[ 0.91388712 -0.35892006  0.18970169]
 [-0.31674712 -0.33811961  0.88619772]
 [ 0.25393228  0.86997214  0.42269005]]",[0.07605418 0.04438984 0.00996533],6573.006779122116,"[np.float64(10934.187189317647), np.float64(1752.2522493172214), np.float64(19351.149463082405)]"
92,../shapes/Computer/m1765.obj,28,[0.32826136 0.1861655  0.47043243],[0.32826136 0.1861655  0.47043243],[1. 1. 1.],0.42674721069725824,1.2679079509112638,[0.025    0.62896  0.025    0.608372 0.025    0.975   ],[0. 0. 0.],30,Computer,Triangle,"[[-9.99982022e-01 -5.98525281e-03 -3.64056900e-04]
 [-3.46777294e-03  5.27709397e-01  8.49417899e-01]
 [ 4.89186462e-03 -8.49403891e-01  5.27720665e-01]]",[0.07606346 0.12238513 0.01779089],6.905235858246592,"[np.float64(4.2250353388492226), np.float64(1.986560757091889), np.float64(8.324644090925114)]"
93,../shapes/Computer/m1770.obj,2986,[0.50936761 0.16149114 0.42414581],[0.50936761 0.16149114 0.42414581],[1. 1. 1.],0.29544060605109307,1.3028037052775832,[0.025    0.662817 0.025    0.647886 0.025    0.975   ],[0. 0. 0.],5666,Computer,Triangle,"[[-0.64005394  0.73832315  0.21262614]
 [ 0.66863421  0.67157647 -0.3192387 ]
 [ 0.37849603  0.06216088  0.92351328]]",[0.05742216 0.01126995 0.03397457],432.9623145256696,"[np.float64(1684.6903699746226), np.float64(302.96127676532427), np.float64(1220.4127500302582)]"
94,../shapes/Computer/m1776.obj,270,[0.5375475  0.34501664 0.59284   ],[0.5375475  0.34501664 0.59284   ],[1. 1. 1.],0.4636869899172894,1.5395089644149527,[0.025    0.909483 0.025    0.852815 0.025    0.975   ],[0. 0. 0.],538,Computer,Triangle,"[[-0.62008303  0.63458278  0.46130439]
 [ 0.68658268  0.15443116  0.71046129]
 [-0.37960673 -0.75726859  0.53145368]]",[0.16554851 0.01885315 0.04538923],65.66707512940484,"[np.float64(187.36077947072957), np.float64(109.16093436451257), np.float64(202.01636411848045)]"
95,../shapes/ComputerKeyboard/D00127.obj,706,[0.05224481 0.21947999 0.02874231],[0.05224481 0.21947999 0.02874231],[1. 1. 1.],0.12080527728148377,0.45426896225584246,[0.       0.1143   0.       0.43815  0.       0.036337],[0. 0. 0.],3360,ComputerKeyboard,Triangle,"[[ 8.16109974e-03  9.93718236e-01  1.11613012e-01]
 [ 9.99966234e-01 -8.21756594e-03  4.58813923e-05]
 [-9.62780460e-04 -1.11608868e-01  9.93751746e-01]]",[1.73265301e-02 1.11215630e-03 1.05919548e-05],61.26215747922243,"[np.float64(12.724962656248419), np.float64(213.10196114545627), np.float64(2.806407399542004)]"
96,../shapes/ComputerKeyboard/D00420.obj,11072,[ 0.34447982 -0.11938613  0.02267925],[ 0.34447982 -0.11938613  0.02267925],[1. 1. 1.],0.18965409614817186,0.7452010697509767,"[ 0.00000e+00  6.98511e-01 -2.42249e-01  0.00000e+00 -5.00000e-04
  9.28940e-02]",[0. 0. 0.],45807,ComputerKeyboard,Triangle,"[[ 0.99381821 -0.10942402 -0.0187548 ]
 [-0.11039406 -0.99192351 -0.06245714]
 [ 0.01176901 -0.06414146  0.99787142]]",[0.03988723 0.00319938 0.00024938],24366.51286826208,"[np.float64(3279.320482475776), np.float64(-671.153683285756), np.float64(23.00031314825557)]"
97,../shapes/ComputerKeyboard/D00627.obj,6564,[0.21671859 0.08128444 0.0328025 ],[0.21671859 0.08128444 0.0328025 ],[1. 1. 1.],0.11680152353704863,0.4829299819487293,[ 0.        0.45     -0.002354  0.166113  0.        0.048376],[0. 0. 0.],38160,ComputerKeyboard,Triangle,"[[ 0.99973215 -0.02309138  0.00155713]
 [-0.02244675 -0.98381211 -0.17779164]
 [-0.00563738 -0.17770907  0.98406692]]",[1.58810445e-02 1.31793471e-03 2.65419167e-05],929.1677933171615,"[np.float64(2403.223085340594), np.float64(300.1367093668397), np.float64(43.296664301449226)]"
98,../shapes/ComputerKeyboard/D00676.obj,7956,[2.6253547  1.60613884 0.0620946 ],[2.6253547  1.60613884 0.0620946 ],[1. 1. 1.],1.6369753616492264,6.303074297729481,[ 0.        5.6      -0.180873  2.68959  -0.182521  0.176906],[0. 0. 0.],42939,ComputerKeyboard,Triangle,"[[ 0.99963536  0.02620125  0.00652986]
 [ 0.02636132 -0.99932031 -0.02576829]
 [-0.00585026 -0.02593103  0.99964662]]",[2.60340559 0.52156174 0.00940643],4860.974217182218,"[np.float64(414000.82269826066), np.float64(136923.87286214222), np.float64(224.38741704570845)]"
99,../shapes/ComputerKeyboard/D00905.obj,1282,[-1.48104919  2.18283882  1.20813755],[-1.48104919  2.18283882  1.20813755],[1. 1. 1.],0.2050794774717685,0.7585496722832328,[-1.610966 -1.349154  1.814205  2.525576  1.184175  1.212519],[0. 0. 0.],7680,ComputerKeyboard,Triangle,"[[ 6.86753331e-02 -9.97637236e-01  1.90895272e-03]
 [-9.97638693e-01 -6.86768277e-02 -7.28692150e-04]
 [-8.58071239e-04  1.85440192e-03  9.99997912e-01]]",[4.63108889e-02 5.47939875e-03 4.11116363e-05],638.3274247503273,"[np.float64(-16884.419058360352), np.float64(37001.70529382556), np.float64(11201.581528867458)]"
100,../shapes/Cup/D00550.obj,13747,[-0.40427398 -0.02961076 -0.00745819],[-0.40427398 -0.02961076 -0.00745819],[1. 1. 1.],0.5027975509444561,1.8876601874908523,[-0.714203  0.774792 -0.516739  0.344814 -0.396915  0.380183],[0. 0. 0.],24928,Cup,Triangle,"[[ 0.99213571 -0.12462784  0.01160304]
 [-0.1249104  -0.99177051  0.02808304]
 [-0.00800762  0.02931153  0.99953825]]",[0.24110339 0.04000467 0.03964993],203.15649415632672,"[np.float64(-6436.169691089965), np.float64(-278.1193979295006), np.float64(-63.42107300725921)]"
101,../shapes/Cup/D00638.obj,6786,[0.07534505 0.09354071 0.00113403],[0.07534505 0.09354071 0.00113403],[1. 1. 1.],0.5481818714704411,1.9835823095173037,[-0.540268  0.960222 -0.392506  0.524391 -0.463908  0.453931],[0. 0. 0.],13568,Cup,Triangle,"[[ 0.99883892  0.0396795   0.02731953]
 [ 0.04709952 -0.68518339 -0.72684618]
 [ 0.01012201 -0.72728898  0.68625672]]",[0.27074552 0.04824444 0.04821411],24.00148907136064,"[np.float64(1865.727212722383), np.float64(429.30535636627735), np.float64(-3.102776055341633)]"
102,../shapes/Cup/D00642.obj,1686,[ 0.0149758  -0.04025763 -0.01109251],[ 0.0149758  -0.04025763 -0.01109251],[1. 1. 1.],0.5222378677496993,1.9627685524569625,[-0.835482  0.97391  -0.301635  0.236074 -0.282773  0.255214],[0. 0. 0.],3036,Cup,Triangle,"[[ 0.99990118 -0.01294073 -0.00549312]
 [-0.01382685 -0.97587143 -0.21790769]
 [ 0.00254069 -0.21796211  0.97595392]]",[0.33051515 0.01564419 0.01469267],17.703263386511964,"[np.float64(41.91751302773373), np.float64(-28.81420129383321), np.float64(-7.959219888681902)]"
103,../shapes/Cup/m500.obj,71,[0.49232003 0.46093097 0.60824507],[0.49232003 0.46093097 0.60824507],[1. 1. 1.],0.3825051016089421,1.5925436498394636,[0.025    0.95964  0.025    0.896862 0.025    0.975   ],[0. 0. 0.],138,Cup,Triangle,"[[ 1.00000000e+00 -1.59017761e-07  9.11117654e-17]
 [-1.46287080e-14 -9.25671151e-08 -1.00000000e+00]
 [-1.59017761e-07 -1.00000000e+00  9.25671146e-08]]",[0.04366405 0.09821374 0.04304633],7.24236496410867,"[np.float64(38.536967710511355), np.float64(33.806085523178005), np.float64(63.121076716986664)]"
104,../shapes/Cup/m502.obj,752,[0.34915729 0.53203587 0.34941098],[0.34915729 0.53203587 0.34941098],[1. 1. 1.],0.3636578721611834,1.3219372905315894,[0.025    0.675007 0.025    0.975    0.025    0.675007],[0. 0. 0.],1500,Cup,Triangle,"[[ 0.00304887  0.97903688  0.20366023]
 [ 0.99998737 -0.00379876  0.00329123]
 [-0.00399589 -0.20364763  0.9790361 ]]",[0.09657656 0.02840372 0.02860205],35.05310984221093,"[np.float64(224.69307160316404), np.float64(567.4786711325055), np.float64(224.54314382460637)]"
105,../shapes/DeskLamp/D00090.obj,6516,[0.04763536 0.09011369 0.00587937],[0.04763536 0.09011369 0.00587937],[1. 1. 1.],0.5255303337750383,2.261859355412489,[-0.875     0.735197 -0.686618  0.781815 -0.296137  0.30965 ],[0. 0. 0.],11216,DeskLamp,Triangle,"[[-9.71949201e-01  2.35190637e-01  3.38271268e-04]
 [ 2.35190229e-01  9.71948889e-01 -9.55193111e-04]
 [ 5.53434859e-04  8.48841084e-04  9.99999487e-01]]",[0.19759788 0.09936342 0.00402104],99.52592916198644,"[np.float64(326.48903822446874), np.float64(691.0012452857951), np.float64(5.460225995358124)]"
106,../shapes/DeskLamp/D00693.obj,655,[-0.4194411   0.05568591 -0.00737292],[-0.4194411   0.05568591 -0.00737292],[1. 1. 1.],0.47686625286123585,2.060098492469717,[-1.07987   0.780756 -0.23138   0.4341   -0.309121  0.273299],[0. 0. 0.],1224,DeskLamp,Triangle,"[[ 0.9992329  -0.03912249  0.0017465 ]
 [-0.03913778 -0.99608475  0.07926787]
 [ 0.00136149  0.07927542  0.99685182]]",[0.30516515 0.02318664 0.01473038],130.35706135768186,"[np.float64(-356.63430823371607), np.float64(22.06393983681787), np.float64(-2.956468035319889)]"
107,../shapes/DeskLamp/D00698.obj,615,[ 0.2523218  -0.08332941 -0.03739529],[ 0.2523218  -0.08332941 -0.03739529],[1. 1. 1.],0.4617599009539398,1.9644026694580723,[-0.887514  0.766981 -0.490664  0.360029 -0.27815   0.3526  ],[0. 0. 0.],1044,DeskLamp,Triangle,"[[ 0.99302665  0.10341086 -0.05660619]
 [ 0.11695656 -0.80386005  0.5832068 ]
 [-0.01480646  0.58576037  0.81034904]]",[0.24453625 0.0240214  0.02135688],123.6190650325904,"[np.float64(146.9498957558703), np.float64(-18.295903393618914), np.float64(-4.06550541281223)]"
108,../shapes/DeskLamp/m604.obj,1316,[0.28121857 0.42446956 0.09070442],[0.28121857 0.42446956 0.09070442],[1. 1. 1.],0.30820060009367534,1.1721913490279647,[0.025    0.69906  0.025    0.975    0.025    0.156056],[0. 0. 0.],2333,DeskLamp,Triangle,"[[ 9.99652239e-01 -2.63616237e-02 -6.81946947e-04]
 [-2.63628013e-02 -9.99650857e-01 -1.77961417e-03]
 [ 6.34795331e-04 -1.79697332e-03  9.99998184e-01]]",[0.02334357 0.08866092 0.00269099],1256.9669476428473,"[np.float64(247.04362909669268), np.float64(587.397557695897), np.float64(25.073118701313174)]"
109,../shapes/DeskLamp/m608.obj,699,[0.39319988 0.43808957 0.4707244 ],[0.39319988 0.43808957 0.4707244 ],[1. 1. 1.],0.4175455086952439,1.49088096652818,[0.025    0.759984 0.025    0.90819  0.025    0.975   ],[0. 0. 0.],1314,DeskLamp,Triangle,"[[ 0.00304955  0.99999477  0.0010767 ]
 [ 0.9582353  -0.00261429 -0.285969  ]
 [ 0.28596469 -0.0019038   0.95823827]]",[0.11747105 0.04275797 0.02237337],123.57265964044392,"[np.float64(252.06798666398433), np.float64(371.9584032798423), np.float64(319.81098369720655)]"
110,../shapes/DeskLamp/m616.obj,14129,[0.36348322 0.51521497 0.23877499],[0.36348322 0.51521497 0.23877499],[1. 1. 1.],0.37833630842104404,1.2795539794916821,[0.025    0.773417 0.025    0.975    0.025    0.442888],[0. 0. 0.],28358,DeskLamp,Triangle,"[[ 2.68416694e-01 -9.63058199e-01 -2.17113529e-02]
 [-9.63281939e-01 -2.68491356e-01  5.45724752e-04]
 [ 6.35487529e-03 -2.07676725e-02  9.99764132e-01]]",[0.12257813 0.02208545 0.00195031],3329.6174947706186,"[np.float64(4572.993345459029), np.float64(10750.927942760623), np.float64(1669.3594010905404)]"
111,../shapes/DeskPhone/D00154.obj,17247,[-0.16242347 -0.1486949  -0.0134425 ],[-0.16242347 -0.1486949  -0.0134425 ],[1. 1. 1.],0.4150899941063843,1.9381891508611846,[-0.633179  0.967745 -0.637106  0.42905  -0.131654  0.106948],[0. 0. 0.],22944,DeskPhone,Triangle,"[[ 0.86971116 -0.49277019 -0.02792932]
 [-0.49317193 -0.86987956 -0.00953886]
 [ 0.01959468 -0.02207001  0.99956439]]",[0.12990412 0.06406625 0.00101701],32824.51985043781,"[np.float64(-1814.1841708532147), np.float64(-1633.502018849001), np.float64(-3.0584554597498697)]"
112,../shapes/DeskPhone/D00403.obj,27361,[ 0.14802755 -0.1564917  -0.06891992],[ 0.14802755 -0.1564917  -0.06891992],[1. 1. 1.],0.408087828650798,2.2833997668711015,[-1.14834   0.542027 -0.4665    0.579623 -0.300472  0.823005],[0. 0. 0.],54523,DeskPhone,Triangle,"[[ 0.94117584 -0.33293484  0.0578138 ]
 [-0.32059945 -0.93384407 -0.15859146]
 [-0.10678969 -0.13072738  0.9856502 ]]",[0.15485546 0.03401775 0.01089089],10636.204046866289,"[np.float64(2909.0081069969265), np.float64(-2454.679220195689), np.float64(-791.0182025575373)]"
113,../shapes/DeskPhone/D00486.obj,1699,[-0.15314527 -0.12220899 -0.02001298],[-0.15314527 -0.12220899 -0.02001298],[1. 1. 1.],0.4327226130235833,2.1672638873189856,[-0.754318  0.968448 -0.637186  0.494299 -0.378441  0.291523],[0. 0. 0.],3314,DeskPhone,Triangle,"[[ 0.99355237  0.10528701  0.04205158]
 [ 0.10421687 -0.99419119  0.02688351]
 [-0.0446378   0.02232769  0.99875369]]",[0.19394985 0.07823865 0.00328164],1145.4443350965435,"[np.float64(-85.48716941835771), np.float64(-160.2550437069895), np.float64(-5.0917453669765464)]"
114,../shapes/DeskPhone/D00576.obj,13619,[-0.00229517  0.05038184  0.05530879],[-0.00229517  0.05038184  0.05530879],[1. 1. 1.],0.3610955952398826,1.8750334785120504,[-0.755345  0.819921 -0.473597  0.471047 -0.179611  0.197132],[0. 0. 0.],26647,DeskPhone,Triangle,"[[ 0.98550981 -0.15522723  0.06837334]
 [-0.15623448 -0.98767328  0.0096065 ]
 [-0.06603933  0.02014957  0.99761355]]",[0.11072289 0.05104885 0.00340264],346398.56568955234,"[np.float64(-91.9152073590872), np.float64(694.2216588836359), np.float64(155.64220600113904)]"
115,../shapes/DeskPhone/D00829.obj,3870,[-0.04043425  0.00761558 -0.03322124],[-0.04043425  0.00761558 -0.03322124],[1. 1. 1.],0.3994486108847327,2.5642000909870513,[-0.90569   0.924361 -0.910352  0.795984 -0.438572  0.122189],[0. 0. 0.],7692,DeskPhone,Triangle,"[[ 0.53824196 -0.84212203 -0.03355718]
 [-0.84199935 -0.53558567 -0.06469221]
 [-0.03650599 -0.06307518  0.99734088]]",[0.11843079 0.08832434 0.00527579],349.98065439881566,"[np.float64(-126.88768510281503), np.float64(-152.0782702291224), np.float64(-38.620714776409315)]"
116,../shapes/DeskPhone/D00897.obj,27510,[ 0.18238933 -0.05322525 -0.05344969],[ 0.18238933 -0.05322525 -0.05344969],[1. 1. 1.],0.4932171977704722,2.1513100262686455,[-1.01916   0.870804 -0.589814  0.353758 -0.242044  0.165194],[0. 0. 0.],53857,DeskPhone,Triangle,"[[ 0.99983811  0.01621097  0.00780818]
 [ 0.00970206 -0.12024761 -0.99269652]
 [ 0.01515366 -0.99261156  0.12038542]]",[0.22914673 0.00528756 0.05118211],1045.0424251770928,"[np.float64(7114.271046207129), np.float64(-1328.777851186098), np.float64(-388.739159575211)]"
117,../shapes/Door/D01029.obj,456,[0.23421428 0.52202714 0.17691127],[0.23421428 0.52202714 0.17691127],[1. 1. 1.],0.12338091453356584,1.1131863801870736,[0.025    0.545253 0.025    0.975    0.025    0.281945],[0. 0. 0.],894,Door,Triangle,"[[-0.61370539 -0.7894815   0.00920133]
 [ 0.01480978 -0.02316292 -0.999622  ]
 [-0.7893962   0.61333714 -0.02590726]]",[0.00343882 0.00701207 0.01497442],72.82956941216567,"[np.float64(51.867261893515874), np.float64(255.44237392953931), np.float64(31.925185991214114)]"
118,../shapes/Door/D01058.obj,858,[0.26472824 0.72728588 0.09531002],[0.26472824 0.72728588 0.09531002],[1. 1. 1.],0.3634223333150005,1.0758468230905365,[0.025    0.521695 0.025    0.975    0.025    0.115777],[0. 0. 0.],1617,Door,Triangle,"[[ 0.06088109  0.99813488  0.00449975]
 [ 0.99746206 -0.06067207 -0.03726051]
 [ 0.036918   -0.00675679  0.99929546]]",[0.11656027 0.0399178  0.00051135],796.2419575898889,"[np.float64(171.64862245564262), np.float64(996.9292948132421), np.float64(15.53723088157477)]"
119,../shapes/Door/D01194.obj,18,[0.03280911 0.5358721  0.26965089],[0.03280911 0.5358721  0.26965089],[1. 1. 1.],0.47532679453966065,1.0750386784927508,[0.025     0.0373238 0.025     0.975     0.025     0.528047 ],[0. 0. 0.],18,Door,Triangle,"[[-9.99969152e-01  7.81788672e-03 -7.58930531e-04]
 [ 6.14827369e-04 -1.84184357e-02 -9.99830177e-01]
 [ 7.83053738e-03  9.99799801e-01 -1.84130609e-02]]",[1.27673031e-05 3.40679351e-02 2.10145435e-01],8.154076872504488,"[np.float64(0.02061296705591333), np.float64(7.285246669457826), np.float64(1.605001052148222)]"
120,../shapes/Door/m1713.obj,6044,[0.22889546 0.51648428 0.0560791 ],[0.22889546 0.51648428 0.0560791 ],[1. 1. 1.],0.21429550418555113,1.0360503405838928,[0.025    0.43396  0.025    0.975    0.025    0.085432],[0. 0. 0.],11464,Door,Triangle,"[[ 1.00000000e+00  1.66836557e-06  1.76743543e-06]
 [ 1.66809168e-06 -9.99999988e-01  1.54954010e-04]
 [-1.76769392e-06  1.54954007e-04  9.99999988e-01]]",[0.01099763 0.04797942 0.00011354],942.4609340098721,"[np.float64(705.4891665979342), np.float64(3594.3152641011743), np.float64(37.66876128535455)]"
121,../shapes/Door/m1722.obj,1336,[0.08507187 0.4320463  0.11972206],[0.08507187 0.4320463  0.11972206],[1. 1. 1.],0.0871529946975432,1.131251945518769,[0.025    0.609224 0.025    0.975    0.025    0.214508],[0. 0. 0.],2620,Door,Triangle,"[[ 1.33657795e-01  9.91016439e-01  4.69159041e-03]
 [ 9.91027483e-01 -1.33657949e-01 -2.82114629e-04]
 [-3.47488117e-04 -4.68720185e-03  9.99988955e-01]]",[0.00838118 0.00439041 0.00284654],2969.027698569173,"[np.float64(26.245148322846916), np.float64(504.26288638573817), np.float64(45.008109700067564)]"
122,../shapes/Door/m1724.obj,124,[0.3117179  0.62947526 0.07015932],[0.3117179  0.62947526 0.07015932],[1. 1. 1.],0.32112679366870794,1.1214981690689467,[0.025    0.61576  0.025    0.975    0.025    0.104125],[0. 0. 0.],252,Door,Triangle,"[[ 9.99796627e-01  2.01644465e-02  3.17330166e-04]
 [ 2.00968421e-02 -9.97508784e-01  6.76190999e-02]
 [-1.68004135e-03  6.75989706e-02  9.97711159e-01]]",[0.04107218 0.08753547 0.00031095],5.402849476810901,"[np.float64(32.77366378737979), np.float64(108.73692213075664), np.float64(1.397460059054445)]"
123,../shapes/Drum/D00193.obj,1800,[0.62938055 0.65018692 0.53333649],[0.62938055 0.65018692 0.53333649],[1. 1. 1.],0.5538157089146097,1.5383143862039386,[ 0.251542  1.007219  0.272348  1.028025 -0.017463  1.089025],[0. 0. 0.],11628,Drum,Triangle,"[[-8.52940205e-01  5.22008627e-01  6.69463909e-12]
 [ 5.22008627e-01  8.52940205e-01  8.36875735e-13]
 [ 5.27327048e-12 -4.20846434e-12  1.00000000e+00]]",[0.06617526 0.06617523 0.19272825],20.54405468271271,"[np.float64(5361.108940831236), np.float64(5651.55612841065), np.float64(5481.898230173709)]"
124,../shapes/Drum/D00298.obj,1609,[-0.04537978  1.06662236  0.77692215],[-0.04537978  1.06662236  0.77692215],[1. 1. 1.],0.40542899793374926,1.62367697116052,[-0.411341  0.321155  0.700202  1.431571  0.        1.25095 ],[0. 0. 0.],9414,Drum,Triangle,"[[ 0.0207549  -0.99651422  0.08079999]
 [-0.01883809 -0.08119284 -0.99652037]
 [-0.9996071  -0.01916057  0.02045757]]",[0.06930725 0.05359748 0.05356763],132.10573203689137,"[np.float64(-175.41918628370067), np.float64(11215.954346225788), np.float64(6274.9609559696)]"
125,../shapes/Drum/D00551.obj,240,[2.8330362  1.73798021 0.7260783 ],[2.8330362  1.73798021 0.7260783 ],[1. 1. 1.],0.7334699830078472,2.1561756555255416,[2.50802  3.164967 1.011902 2.464058 0.       1.452156],[0. 0. 0.],1572,Drum,Triangle,"[[-1.00000000e+00  2.35904620e-10  1.84095681e-10]
 [-7.87516363e-17 -6.15219145e-01  7.88356140e-01]
 [-2.99236043e-10 -7.88356140e-01 -6.15219145e-01]]",[0.08396381 0.22901099 0.22901103],7.269163677925184,"[np.float64(12731.710162929425), np.float64(5074.074896618971), np.float64(1173.3303053914947)]"
126,../shapes/Drum/D00596.obj,169,[ 0.01344002 -0.0012101   0.39989878],[ 0.01344002 -0.0012101   0.39989878],[1. 1. 1.],3.079146465243814,9.19236570056702,[-2.290357  2.290357 -2.290357  2.290357 -3.484019  3.037768],[0. 0. 0.],1329,Drum,Triangle,"[[ 2.03543881e-03 -9.95969061e-01  8.96743411e-02]
 [-1.83264983e-04  8.96741538e-02  9.95971140e-01]
 [ 9.99997912e-01  2.04367248e-03  7.40156257e-17]]",[6.38002976 2.04846663 2.01771007],22.992020715268843,"[np.float64(14.872464133937353), np.float64(-0.27870652251714656), np.float64(940.7787577944299)]"
127,../shapes/Drum/D00980.obj,5653,[0.29103719 0.29230117 0.49884976],[0.29103719 0.29230117 0.49884976],[1. 1. 1.],0.40992610983652344,1.2641566200435768,[0.     0.5834 0.     0.5834 0.     0.9578],[0. 0. 0.],33699,Drum,Triangle,"[[-5.61692008e-03 -9.99984108e-01  4.84369420e-04]
 [-4.79160345e-03 -4.57457025e-04 -9.99988416e-01]
 [-9.99972745e-01  5.61917592e-03  4.78895780e-03]]",[0.09753304 0.03939398 0.04180173],2174.4760534084903,"[np.float64(4167.209171306782), np.float64(4256.946376281701), np.float64(11549.080704668257)]"
128,../shapes/Fish/D00022.obj,3912,[-0.16422761 -0.02088847 -0.00883397],[-0.16422761 -0.02088847 -0.00883397],[1. 1. 1.],0.463111508211008,2.0561809717935824,[-1.13572   0.686773 -0.372513  0.440886 -0.253468  0.241286],[0. 0. 0.],6524,Fish,Triangle,"[[-9.99067343e-01  4.31789606e-02  1.44974468e-04]
 [ 4.31212324e-02  9.97894314e-01 -4.84509893e-02]
 [ 2.23673255e-03  4.83995497e-02  9.98825551e-01]]",[0.23122376 0.02068509 0.00775602],46.10403153760997,"[np.float64(-815.5836885808845), np.float64(-19.134430750710884), np.float64(-7.213455692423999)]"
129,../shapes/Fish/D00251.obj,4006,[-0.19603878 -0.04947969 -0.01565807],[-0.19603878 -0.04947969 -0.01565807],[1. 1. 1.],0.4777207190521648,2.1645834031683786,[-1.12676   0.56197  -0.621018  0.484538 -0.40586   0.376034],[0. 0. 0.],6628,Fish,Triangle,"[[ 0.99602828 -0.0885194   0.00959086]
 [-0.08795001 -0.99492259 -0.04892686]
 [-0.01387314 -0.04788902  0.99875632]]",[0.18233506 0.05315668 0.01913307],51.72831491005828,"[np.float64(-873.9505590931242), np.float64(-94.53713671295537), np.float64(-23.757247483230007)]"
130,../shapes/Fish/D00398.obj,3820,[ 0.15598643  0.03329284 -0.01048576],[ 0.15598643  0.03329284 -0.01048576],[1. 1. 1.],0.4275237374352866,1.9299574682207377,[-0.659736  1.04382  -0.352784  0.415455 -0.256018  0.226104],[0. 0. 0.],6412,Fish,Triangle,"[[ 0.9992274  -0.03867959 -0.00696412]
 [-0.03797931 -0.99590598  0.08202952]
 [ 0.01010848  0.08170165  0.99660557]]",[0.19011301 0.02011782 0.00893188],50.4618593117258,"[np.float64(661.8333142546463), np.float64(41.529612917645125), np.float64(-12.364651263176428)]"
131,../shapes/Fish/D00450.obj,3784,[-0.14162745 -0.02067792 -0.00695057],[-0.14162745 -0.02067792 -0.00695057],[1. 1. 1.],0.4336836651180323,1.99603499808821,[-1.0845    0.656868 -0.375535  0.3473   -0.333079  0.322133],[0. 0. 0.],6348,Fish,Triangle,"[[ 0.99885711 -0.04775012  0.00209708]
 [-0.04734318 -0.99446436 -0.09380442]
 [-0.00656464 -0.09359793  0.99558844]]",[0.19626713 0.01917004 0.01162163],58.59668538479756,"[np.float64(-634.5173586286453), np.float64(-21.135409303315193), np.float64(-7.383299142257071)]"
132,../shapes/Fish/D00748.obj,5046,[-0.13629522 -0.02768301 -0.00778815],[-0.13629522 -0.02768301 -0.00778815],[1. 1. 1.],0.4911543485437168,1.9893707111461152,[-1.05002   0.736929 -0.40181   0.303088 -0.263805  0.253426],[0. 0. 0.],8098,Fish,Triangle,"[[ 0.99908516 -0.04275189  0.00105926]
 [-0.04255639 -0.99634982 -0.07399992]
 [-0.00421903 -0.07388714  0.99725768]]",[0.263847   0.01811633 0.00741906],77.44937715691754,"[np.float64(-842.7906307079361), np.float64(-45.28617771056373), np.float64(-8.578349350174074)]"
133,../shapes/Fish/D00950.obj,3427,[-0.14432432 -0.00997408 -0.00795104],[-0.14432432 -0.00997408 -0.00795104],[1. 1. 1.],0.456078149149123,2.1063161907493853,[-1.0048    0.653998 -0.320455  0.364705 -0.549373  0.55313 ],[0. 0. 0.],5798,Fish,Triangle,"[[ 0.99979623 -0.0201215   0.00162057]
 [-0.01986429 -0.9949445  -0.09844216]
 [-0.00359318 -0.09838991  0.99514145]]",[0.21744574 0.01748048 0.00896828],136.26581677519044,"[np.float64(-691.1195678818139), np.float64(-10.473013281070553), np.float64(-5.492953805143198)]"
134,../shapes/FloorLamp/D00028.obj,871,[-0.14400728  0.0903427   0.00720904],[-0.14400728  0.0903427   0.00720904],[1. 1. 1.],0.4000835003146917,1.7138629460528632,[-0.512066  0.857443 -0.274079  0.454505 -0.358054  0.3706  ],[0. 0. 0.],1376,FloorLamp,Triangle,"[[ 9.99920400e-01 -1.26039632e-02  5.77062682e-04]
 [-2.24198225e-03 -2.22501395e-01 -9.74929794e-01]
 [-1.24163765e-02 -9.74850896e-01  2.22511942e-01]]",[0.1477629  0.03267542 0.03272507],30.692276439638007,"[np.float64(3.1447586453759238), np.float64(35.842101232966584), np.float64(2.614138340425873)]"
135,../shapes/FloorLamp/D00211.obj,5097,[ 0.13208305 -0.08271007  0.0292135 ],[ 0.13208305 -0.08271007  0.0292135 ],[1. 1. 1.],0.26946443789342556,1.9527287882401898,[-0.840113  0.802181 -0.577233  0.310548 -0.242279  0.330316],[0. 0. 0.],9970,FloorLamp,Triangle,"[[ 0.98845626  0.12731256  0.0821324 ]
 [ 0.1392484  -0.97702017 -0.16137372]
 [-0.05970011 -0.17094767  0.98346977]]",[0.09930715 0.02096254 0.00402814],7216.569673507972,"[np.float64(312.72985824536505), np.float64(-227.12179837418094), np.float64(26.789847912153324)]"
