,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Distribution
54,../shapes/BuildingNonResidential/m421.obj,6853,[0.30398664 0.15152801 0.5003512 ],[0.30398664 0.15152801 0.5003512 ],[1. 1. 1.],0.3689873861288036,1.1449650274873027,[0.025    0.587413 0.025    0.32854  0.025    0.975   ],[0. 0. 0.],11000,BuildingNonResidential,Triangle,"[[-9.99956978e-01  9.27484251e-03  1.38918578e-04]
 [ 9.27484741e-03  9.99956987e-01  3.46315434e-05]
 [ 1.38591401e-04 -3.59185021e-05  9.99999990e-01]]",[0.03518405 0.0051649  0.10215315],712.1917474417382
55,../shapes/Bus/D00832.obj,3155,[2.03409387 4.25924661 1.07837534],[2.03409387 4.25924661 1.07837534],[1. 1. 1.],2.3083654799866595,7.683233739790363,[0.374132 3.522974 0.490072 6.95378  0.       2.708755],[0. 0. 0.],18774,Bus,Triangle,"[[ 0.22084114  0.97094378 -0.0921812 ]
 [ 0.96937286 -0.20810155  0.13042243]
 [-0.10744979  0.11816059  0.98716393]]",[4.65331183 0.6819958  0.5044965 ],3537.842298434459
56,../shapes/Bus/D00448.obj,7367,[5.95728847 3.2307723  0.49682247],[5.95728847 3.2307723  0.49682247],[1. 1. 1.],2.144278409931877,7.122834460603729,[ 2.53263   8.8068    2.13731   4.29352  -0.465848  2.12651 ],[0. 0. 0.],42369,Bus,Triangle,"[[ 0.99989705 -0.01408671 -0.00272936]
 [-0.00202711  0.04962799 -0.99876572]
 [-0.01420478 -0.99866843 -0.04959432]]",[4.31317455 0.34495139 0.56560948],1026.3945915314525
57,../shapes/Bus/D00754.obj,8866,[1.39147984 8.3029707  1.1034974 ],[1.39147984 8.3029707  1.1034974 ],[1. 1. 1.],4.343057242696744,15.008140024806536,[ 0.       2.80429  0.      14.1246   0.       4.22799],[0. 0. 0.],59982,Bus,Triangle,"[[ 0.00450925 -0.9993444   0.03592262]
 [-0.9995006  -0.00338058  0.03141856]
 [ 0.03127652  0.03604635  0.99886057]]",[20.87200594  0.84900533  0.75181808],748.2983292702385
58,../shapes/Car/m1561.obj,332,[0.27466026 0.21188131 0.43686905],[0.27466026 0.21188131 0.43686905],[1. 1. 1.],0.3381344509907418,1.173667146835507,[0.025    0.523565 0.025    0.500844 0.025    0.975   ],[0. 0. 0.],558,Car,Triangle,"[[ 9.99999963e-01 -1.87220265e-04  1.98886528e-04]
 [ 1.77289739e-04 -1.09022811e-01 -9.94039232e-01]
 [-2.07787457e-04 -9.94039230e-01  1.09022774e-01]]",[0.03074745 0.07936502 0.01336303],20.93447953325022
59,../shapes/Car/m1532.obj,132,[0.24143555 0.1253173  0.49379261],[0.24143555 0.1253173  0.49379261],[1. 1. 1.],0.35456453261161686,1.1059101077162647,[0.025    0.452245 0.025    0.396482 0.025    0.975   ],[0. 0. 0.],134,Car,Triangle,"[[-9.99997807e-01 -2.00066001e-03 -6.18664477e-04]
 [ 5.84576920e-04  1.69940881e-02 -9.99855419e-01]
 [-2.01088439e-03  9.99853588e-01  1.69928813e-02]]",[0.02960603 0.09451594 0.00736137],9.932248276936718
60,../shapes/Car/m1531.obj,2170,[0.51500126 0.13494936 0.20140343],[0.51500126 0.13494936 0.20140343],[1. 1. 1.],0.3364137589961948,1.056413958882123,[0.025    0.975    0.025    0.323536 0.025    0.377685],[0. 0. 0.],4060,Car,Triangle,"[[-9.99778661e-01  2.10387099e-02  4.02058336e-05]
 [ 2.10387358e-02  9.99778325e-01  8.20592315e-04]
 [ 2.29327173e-05 -8.21256566e-04  9.99999663e-01]]",[0.09388814 0.00553706 0.02020719],44.3997130936325
61,../shapes/Car/m1553.obj,1239,[0.52131383 0.15013631 0.24851841],[0.52131383 0.15013631 0.24851841],[1. 1. 1.],0.3369050276022403,1.0860359389159273,[0.025    0.975    0.025    0.301501 0.025    0.472796],[0. 0. 0.],1915,Car,Triangle,"[[ 9.99246905e-01  3.87890472e-02  1.01585622e-03]
 [ 3.87900745e-02 -9.99246870e-01 -1.01184955e-03]
 [-9.75842468e-04 -1.05049267e-03  9.99998972e-01]]",[0.08556568 0.00471679 0.03020827],130.64380153414055
62,../shapes/Car/m1486.obj,5911,[0.2335081  0.18476972 0.51359769],[0.2335081  0.18476972 0.51359769],[1. 1. 1.],0.3486650101182099,1.1022777813328182,[0.025    0.442566 0.025    0.396692 0.025    0.975   ],[0. 0. 0.],11230,Car,Triangle,"[[ 0.00263865 -0.99998734  0.00428382]
 [-0.08193998  0.00405322  0.99662902]
 [ 0.99663377  0.00298077  0.08192824]]",[0.09851129 0.02134762 0.00985481],322.9769013721333
63,../shapes/Car/m1542.obj,4384,[0.25613197 0.1609664  0.46801392],[0.25613197 0.1609664  0.46801392],[1. 1. 1.],0.28774372635938167,1.099021519742903,[0.025    0.475133 0.025    0.345513 0.025    0.975   ],[0. 0. 0.],7414,Car,Triangle,"[[ 0.99973805  0.02088619  0.00935974]
 [ 0.02143639 -0.99777367 -0.06315209]
 [-0.0080199  -0.06333618  0.99796002]]",[0.02484051 0.00520276 0.06504914],3946.1418425775896
64,../shapes/Cellphone/D00440.obj,763,[0.03246737 0.03412986 0.00086392],[0.03246737 0.03412986 0.00086392],[1. 1. 1.],0.4691478612467603,1.6135594250631116,[-0.544542  0.993595 -0.168497  0.257078 -0.113165  0.124731],[0. 0. 0.],1422,Cellphone,Triangle,"[[ 0.99905255  0.03275894  0.02865069]
 [ 0.03144821 -0.99848912  0.0450609 ]
 [-0.03008355  0.0441172   0.99857331]]",[0.21945339 0.01939594 0.00383305],316.00314985064784
65,../shapes/Cellphone/D00559.obj,3120,[-0.16592699  0.02354493  0.00776945],[-0.16592699  0.02354493  0.00776945],[1. 1. 1.],0.5038840186723208,1.8527826668279255,[-0.913337  0.814794 -0.244785  0.340604 -0.222912  0.099092],[0. 0. 0.],5956,Cellphone,Triangle,"[[ 0.99981357  0.01568201 -0.01126493]
 [ 0.01356248 -0.98563003 -0.1683731 ]
 [ 0.01374348 -0.16818893  0.98565897]]",[0.29099904 0.02420635 0.00518073],336.57528623116474
66,../shapes/Cellphone/D00312.obj,1012,[-0.02083736 -0.05528979 -0.00191534],[-0.02083736 -0.05528979 -0.00191534],[1. 1. 1.],0.17147232194222675,1.1259336247172833,[-0.161981  0.342809 -0.93762   0.068043 -0.011327  0.028113],[0. 0. 0.],644,Cellphone,Triangle,"[[ 0.44103462 -0.89747393 -0.00538652]
 [-0.8972415  -0.44104577  0.02088833]
 [ 0.02112244  0.00437947  0.9997673 ]]",[6.09336258e-02 1.00490626e-02 9.44282560e-05],25610.769697608353
67,../shapes/Cellphone/D00817.obj,5206,[-0.07458536 -0.07960024 -0.05139262],[-0.07458536 -0.07960024 -0.05139262],[1. 1. 1.],0.7084380669073175,2.1681772001294086,[-1.0599    0.813321 -0.592678  0.446986 -0.150876  0.182492],[0. 0. 0.],9766,Cellphone,Triangle,"[[ 0.99431122 -0.1014346   0.03249941]
 [-0.10274434 -0.99383997  0.04154183]
 [-0.02808544  0.04464463  0.99860806]]",[0.46328735 0.09665317 0.00474216],636.4823035141465
68,../shapes/Cellphone/D00079.obj,20212,[-0.09670313 -0.01713708  0.0207439 ],[-0.09670313 -0.01713708  0.0207439 ],[1. 1. 1.],0.5440122937685388,2.15052951266101,[-0.936548  1.0206   -0.405795  0.370964 -0.334059  0.10297 ],[0. 0. 0.],36972,Cellphone,Triangle,"[[ 0.99994731 -0.00952003 -0.00383958]
 [-0.00380947  0.00317895 -0.99998769]
 [-0.00953212 -0.99994963 -0.00314252]]",[0.31759127 0.00365416 0.04432104],399.84727388541995
69,../shapes/Chess/D01049.obj,214,[0.2203477  0.52352869 0.1910395 ],[0.2203477  0.52352869 0.1910395 ],[1. 1. 1.],0.30360019430884455,1.0978455886334835,[0.025    0.414079 0.025    0.975    0.025    0.414079],[0. 0. 0.],419,Chess,Triangle,"[[ 0.00234239  0.99995215 -0.009498  ]
 [ 0.99884504 -0.00188377  0.0480107 ]
 [-0.04799051  0.00959949  0.99880166]]",[0.09113694 0.00518561 0.01006375],49.66950331991388
70,../shapes/Chess/D01017.obj,380,[ 0.02859115 -0.00088931 -0.0013598 ],[ 0.02859115 -0.00088931 -0.0013598 ],[1. 1. 1.],0.18793086720516028,0.596211855236878,[-0.192571  0.251959 -0.139346  0.139498 -0.141458  0.141575],[0. 0. 0.],756,Chess,Triangle,"[[ 0.99994224  0.01062637  0.00160877]
 [ 0.00825114 -0.66311962 -0.74846796]
 [ 0.00688669 -0.74843801  0.663169  ]]",[0.02704006 0.00555462 0.00534007],116.80214640767399
71,../shapes/Chess/D01112.obj,1182,[0.23414381 0.45156784 0.23414368],[0.23414381 0.45156784 0.23414368],[1. 1. 1.],0.2854811903502425,1.1191193094295173,[0.025    0.443287 0.025    0.975    0.025    0.443287],[0. 0. 0.],2360,Chess,Triangle,"[[-5.18335365e-08 -1.00000000e+00 -1.82078480e-05]
 [-1.00000000e+00  5.18344178e-08 -4.83895275e-08]
 [-4.83904713e-08 -1.82078472e-05  1.00000000e+00]]",[0.08821746 0.00654713 0.00654713],32.944101125254825
72,../shapes/Chess/D01021.obj,1474,[0.47358813 0.26852723 0.26852722],[0.47358813 0.26852723 0.26852722],[1. 1. 1.],0.317615653204923,1.1734330598930645,[0.025    0.975    0.025    0.512055 0.025    0.512055],[0. 0. 0.],2944,Chess,Triangle,"[[-1.00000000e+00 -3.80228327e-09 -9.03174513e-10]
 [-3.86880114e-09  9.30467552e-01  3.66374310e-01]
 [ 5.52684331e-10 -3.66374310e-01  9.30467552e-01]]",[0.09553708 0.01217025 0.01217025],139.9227367441398
73,../shapes/Chess/m1601.obj,6727,[0.29084732 0.4576093  0.29144984],[0.29084732 0.4576093  0.29144984],[1. 1. 1.],0.3099026649020306,1.2104930664716753,[0.025    0.556126 0.025    0.975    0.025    0.55481 ],[0. 0. 0.],13450,Chess,Triangle,"[[-7.76795165e-01 -6.29753337e-01 -8.43986966e-05]
 [ 8.15206230e-04 -8.71531104e-04 -9.99999288e-01]
 [-6.29752815e-01  7.76794680e-01 -1.19037999e-03]]",[0.01291377 0.01288563 0.08728072],4109.575879212839
74,../shapes/Chess/m1610.obj,6094,[0.33806466 0.28016703 0.33552802],[0.33806466 0.28016703 0.33552802],[1. 1. 1.],0.3281998063482592,1.2937266503419491,[0.025    0.646138 0.025    0.975    0.025    0.645819],[0. 0. 0.],12184,Chess,Triangle,"[[ 1.90493373e-03  9.97794981e-01 -6.63441622e-02]
 [ 9.99998180e-01 -1.90773606e-03  2.11141349e-05]
 [ 1.05499573e-04  6.63440817e-02  9.97796799e-01]]",[0.06613086 0.02727833 0.02705981],67891.3798179326
75,../shapes/City/D01039.obj,1344,[0.48686685 0.05298474 0.47970548],[0.48686685 0.05298474 0.47970548],[1. 1. 1.],0.25930602497435684,1.2534321178325734,[0.025     0.840902  0.025     0.0788145 0.025     0.975    ],[0. 0. 0.],2022,City,Triangle,"[[ 0.33112098  0.94358478 -0.0025808 ]
 [ 0.01623915 -0.00843326 -0.99983257]
 [ 0.94344856 -0.33102363  0.01811545]]",[0.04919969 0.03084213 0.00011806],723.6465897406073
76,../shapes/City/D01090.obj,7089,[0.42270045 0.0720504  0.51622922],[0.42270045 0.0720504  0.51622922],[1. 1. 1.],0.2678178513665976,1.2303186008791585,[0.025     0.801993  0.0454205 0.131825  0.025     0.975    ],[0. 0. 0.],13409,City,Triangle,"[[ 0.46677048  0.88414088  0.02049911]
 [ 0.00678818  0.01959663 -0.99978492]
 [ 0.88435244 -0.46680924 -0.00314543]]",[0.04999473 0.0336783  0.00025398],4591.29093116695
77,../shapes/ClassicPiano/D00120.obj,231,[0.45681763 0.09040461 0.85973176],[0.45681763 0.09040461 0.85973176],[1. 1. 1.],0.6758502049001639,2.6874229807873564,"[-5.457320e-01  1.164776e+00 -4.802040e-01  8.421960e-01  4.970000e-04
  1.596637e+00]",[0. 0. 0.],1311,ClassicPiano,Triangle,"[[-0.86048911 -0.42807058 -0.27625001]
 [-0.49913576  0.81699712  0.28875458]
 [-0.10208813 -0.38635643  0.91668246]]",[0.31432938 0.15918979 0.07937453],211.2239391295661
78,../shapes/ClassicPiano/D00983.obj,204,[ 0.25285025 -0.38638706  0.60838804],[ 0.25285025 -0.38638706  0.60838804],[1. 1. 1.],0.8905600538485235,2.918062281853833,[-0.892376  1.245164 -1.324473  0.403054  0.        0.980643],[0. 0. 0.],954,ClassicPiano,Triangle,"[[ 0.98714061 -0.12418465  0.10065583]
 [-0.08998591  0.08873887  0.99198183]
 [ 0.132121    0.98828315 -0.07642287]]",[0.42944458 0.10402624 0.290507  ],317.02937720491695
79,../shapes/ClassicPiano/D00034.obj,1611,[10.48180119  3.405934    1.99464   ],[10.48180119  3.405934    1.99464   ],[1. 1. 1.],3.5897417972182097,17.15590331759727,[ 0.435222 12.7      -0.1524   11.05535   0.        4.276281],[0. 0. 0.],10902,ClassicPiano,Triangle,"[[ 0.1563762  -0.98720976 -0.03103839]
 [-0.98488865 -0.15822278  0.07042656]
 [ 0.07443677 -0.01955632  0.99703396]]",[10.43277392  4.20274905  1.44991002],11922.61732466949
80,../shapes/ClassicPiano/D00305.obj,1711,[0.89916697 0.47464736 6.21082713],[0.89916697 0.47464736 6.21082713],[1. 1. 1.],1.2377568006190245,3.9241867775857715,[-0.074943  1.820722 -0.734221  2.549052  5.566783  6.579608],[0. 0. 0.],10353,ClassicPiano,Triangle,"[[ 0.12712739 -0.97356693 -0.18975264]
 [-0.98026815 -0.09412311 -0.17382519]
 [-0.15137035 -0.20810641  0.96632227]]",[1.38092512 0.29810891 0.09181084],4634.663989113798
81,../shapes/ClassicPiano/D00279.obj,7253,[-0.60970112  0.04624217  0.68763854],[-0.60970112  0.04624217  0.68763854],[1. 1. 1.],0.3565160821696894,2.6275085351469367,[-1.30628   0.740793 -0.467149  0.514366  0.107214  1.43006 ],[0. 0. 0.],43107,ClassicPiano,Triangle,"[[ 0.98788709 -0.15510951 -0.0044871 ]
 [-0.15516072 -0.98777083 -0.01529497]
 [ 0.00205983 -0.01580592  0.99987296]]",[0.14171601 0.03136326 0.01323173],394.31662066125256
82,../shapes/ClassicPiano/D00233.obj,5205,[-13.7767111    0.9464549    5.65790817],[-13.7767111    0.9464549    5.65790817],[1. 1. 1.],9.482138735753628,35.39690574246739,[-33.448386  -6.348401  -8.289069   9.167111   0.346075  14.968439],[0. 0. 0.],27690,ClassicPiano,Triangle,"[[ 9.71625773e-01  2.36522095e-01 -8.10152895e-04]
 [ 2.11833664e-01 -8.71719884e-01 -4.41849456e-01]
 [ 1.05213385e-01 -4.29140702e-01  8.97088848e-01]]",[77.6032905  23.05133116 12.31551885],73062.12414980303
83,../shapes/Computer/m1777.obj,325,[0.41046161 0.16957191 0.61971389],[0.41046161 0.16957191 0.61971389],[1. 1. 1.],0.3894477841732083,1.4807823983664852,[0.025    0.910416 0.025    0.736516 0.025    0.975   ],[0. 0. 0.],618,Computer,Triangle,"[[ 0.80784041 -0.57961705 -0.10694836]
 [-0.31919026 -0.58276502  0.74733026]
 [ 0.49549112  0.56958671  0.65578925]]",[0.09958792 0.05462912 0.01903334],86.86939942285423
84,../shapes/Computer/m1764.obj,668,[0.51273532 0.17336504 0.53205761],[0.51273532 0.17336504 0.53205761],[1. 1. 1.],0.3399821435967101,1.4799676348599655,[0.025    0.975    0.025    0.750843 0.025    0.897328],[0. 0. 0.],1092,Computer,Triangle,"[[ 0.99960325 -0.01755253  0.02202831]
 [-0.01119473 -0.96524033 -0.26112408]
 [-0.025846   -0.26077388  0.96505387]]",[0.09384    0.00740453 0.0369902 ],185.65017765313553
85,../shapes/Computer/D01028.obj,2503,[0.3534595  0.14456126 0.48842081],[0.3534595  0.14456126 0.48842081],[1. 1. 1.],0.307325220686763,1.2634300414447173,[0.025    0.975    0.025    0.477648 0.025    0.724189],[0. 0. 0.],4217,Computer,Triangle,"[[-0.91272694  0.29991804  0.27745036]
 [ 0.24461602 -0.14277661  0.95905049]
 [-0.32724997 -0.94322002 -0.0569513 ]]",[0.07592138 0.02450521 0.0086242 ],277.6603140716111
86,../shapes/Computer/m1773.obj,2503,[0.3534595  0.14456125 0.48842081],[0.3534595  0.14456125 0.48842081],[1. 1. 1.],0.3073252199073743,1.2634300414447173,[0.025    0.975    0.025    0.477648 0.025    0.724189],[0. 0. 0.],4217,Computer,Triangle,"[[-0.91272693  0.29991804  0.27745038]
 [ 0.24461604 -0.14277658  0.95905049]
 [-0.32724996 -0.94322003 -0.05695127]]",[0.07592138 0.0245052  0.0086242 ],277.66031503999835
87,../shapes/Computer/D01073.obj,4638,[2.9707158  5.06179802 5.90753916],[2.9707158  5.06179802 5.90753916],[1. 1. 1.],12.33498852608817,50.83242738126929,[-15.3327    18.1278    -2.69876   27.1292    -0.605204  23.3661  ],[0. 0. 0.],8997,Computer,Triangle,"[[ 0.8065798  -0.58303363  0.0974721 ]
 [-0.5688377  -0.72069311  0.39626395]
 [ 0.16078774  0.3750643   0.91294801]]",[125.05184866  15.98855321  27.9296579 ],1145.4635925755651
88,../shapes/ComputerKeyboard/D00127.obj,706,[0.05224481 0.21947999 0.02874231],[0.05224481 0.21947999 0.02874231],[1. 1. 1.],0.12080527728148377,0.45426896225584246,[0.       0.1143   0.       0.43815  0.       0.036337],[0. 0. 0.],3360,ComputerKeyboard,Triangle,"[[ 8.16109974e-03  9.93718236e-01  1.11613012e-01]
 [ 9.99966234e-01 -8.21756594e-03  4.58813923e-05]
 [-9.62780460e-04 -1.11608868e-01  9.93751746e-01]]",[1.73265301e-02 1.11215630e-03 1.05919548e-05],61.26215747922243
89,../shapes/ComputerKeyboard/D00569.obj,348,[ 1.24052797 -0.59584901  0.79233037],[ 1.24052797 -0.59584901  0.79233037],[1. 1. 1.],0.09901065989595788,0.3969613245695354,[ 1.171264  1.317314 -0.787848 -0.419548  0.77699   0.801542],[0. 0. 0.],2076,ComputerKeyboard,Triangle,"[[ 9.96547922e-01  8.26886180e-02 -7.40484618e-03]
 [-7.44581524e-03  1.87098547e-04 -9.99972262e-01]
 [ 8.26849389e-02 -9.96575415e-01 -8.02136840e-04]]",[1.50134834e-03 1.32707952e-05 1.06422813e-02],92.12093410420582
90,../shapes/ComputerKeyboard/D00525.obj,8309,[23.26779848  8.18998382  1.27040376],[23.26779848  8.18998382  1.27040376],[1. 1. 1.],12.038497516071716,48.06277635715221,"[ 0.0000000e+00  4.6000000e+01 -1.4278000e-02  1.3824192e+01
 -0.0000000e+00  1.5897230e+00]",[0. 0. 0.],26043,ComputerKeyboard,Triangle,"[[-9.99583788e-01 -2.88487416e-02 -7.82907385e-07]
 [-2.87811470e-02  9.97243550e-01 -6.83882180e-02]
 [-1.97369478e-03  6.83597315e-02  9.97658785e-01]]",[1.70135918e+02 1.10268724e+01 9.13344411e-03],19387.77825908285
91,../shapes/ComputerKeyboard/D00197.obj,6987,[3.69698889 3.11507521 1.25679381],[3.69698889 3.11507521 1.25679381],[1. 1. 1.],1.2150433582616682,4.976115184569183,[1.37708 6.04708 2.18197 3.86471 1.00767 1.35582],[0. 0. 0.],38268,ComputerKeyboard,Triangle,"[[ 9.99978294e-01  6.55936498e-03 -6.22285761e-04]
 [ 6.52207468e-03 -9.98833122e-01 -4.78524436e-02]
 [ 9.35441272e-04 -4.78473463e-02  9.98854222e-01]]",[1.66986088 0.17445132 0.0040106 ],8138.028644216222
92,../shapes/Cup/D00035.obj,235,[-0.2705273  -0.0715458  -0.00760927],[-0.2705273  -0.0715458  -0.00760927],[1. 1. 1.],0.692563308986645,3.1640546999925587,[-1.20011   0.741275 -1.00923   0.933018 -0.801552  0.770052],[0. 0. 0.],884,Cup,Triangle,"[[ 0.66892675  0.6944246   0.2651631 ]
 [ 0.74203294 -0.64487965 -0.18307747]
 [-0.04386479 -0.31922517  0.94666318]]",[0.21329718 0.16588217 0.1644767 ],2.5400087699466316
93,../shapes/Cup/m498.obj,380,[0.5        0.44420974 0.49999998],[0.5        0.44420974 0.49999998],[1. 1. 1.],0.39918910552756826,1.587806319277008,[0.025    0.975    0.025    0.871244 0.025    0.975   ],[0. 0. 0.],720,Cup,Triangle,"[[-6.93353738e-08  1.00000000e+00  3.32959215e-07]
 [ 1.00000000e+00  6.93353630e-08  3.20695145e-08]
 [-3.20694914e-08 -3.32959218e-07  1.00000000e+00]]",[0.09068817 0.05240588 0.05240588],5.60828632118682
94,../shapes/Cup/D00882.obj,1553,[-0.15211541  0.11005937  0.00134641],[-0.15211541  0.11005937  0.00134641],[1. 1. 1.],0.5719487967454815,2.168108268267754,[-1.0525    0.604467 -0.37905   0.637049 -0.486175  0.474396],[0. 0. 0.],3102,Cup,Triangle,"[[ 0.99782693  0.06373484  0.01671168]
 [ 0.0650941  -0.99283656 -0.1001914 ]
 [-0.01020628 -0.10106151  0.99482783]]",[0.28003762 0.05665656 0.05651981],25.31811968444002
95,../shapes/Cup/D00206.obj,2092,[ 0.04755361 -0.13428479  0.01184892],[ 0.04755361 -0.13428479  0.01184892],[1. 1. 1.],0.6296871799523077,2.4649563386441558,[-0.547141  0.914093 -0.838416  0.568313 -0.659151  0.741534],[0. 0. 0.],3770,Cup,Triangle,"[[ 0.99884674 -0.04544048 -0.0155036 ]
 [-0.01317901  0.05101727 -0.99861081]
 [-0.0461683  -0.99766347 -0.05035957]]",[0.27162589 0.10561099 0.10797499],18.495267674253125
96,../shapes/Cup/D00363.obj,5433,[ 0.18124946  0.0594089  -0.01457982],[ 0.18124946  0.0594089  -0.01457982],[1. 1. 1.],0.1881774541638438,2.3483012728817396,[-0.577523  0.971664 -0.498085  0.747347 -0.641834  0.608541],[0. 0. 0.],6976,Cup,Triangle,"[[ 0.99580163  0.09145146  0.0039666 ]
 [ 0.09113673 -0.99456131  0.05041722]
 [-0.00855575  0.04984404  0.99872037]]",[0.06398598 0.01410904 0.01386769],433.68661747766936
97,../shapes/Cup/D00638.obj,6786,[0.07534505 0.09354071 0.00113403],[0.07534505 0.09354071 0.00113403],[1. 1. 1.],0.5481818714704411,1.9835823095173037,[-0.540268  0.960222 -0.392506  0.524391 -0.463908  0.453931],[0. 0. 0.],13568,Cup,Triangle,"[[ 0.99883892  0.0396795   0.02731953]
 [ 0.04709952 -0.68518339 -0.72684618]
 [ 0.01012201 -0.72728898  0.68625672]]",[0.27074552 0.04824444 0.04821411],24.00148907136064
98,../shapes/DeskLamp/m614.obj,336,[0.21053096 0.50042076 0.54032772],[0.21053096 0.50042076 0.54032772],[1. 1. 1.],0.4150759517629469,1.3567266885294178,[0.025    0.396062 0.025    0.975    0.025    0.919718],[0. 0. 0.],684,DeskLamp,Triangle,"[[ 1.00000000e+00  1.48942290e-07 -1.69013200e-07]
 [ 1.60636854e-07 -9.97444526e-01  7.14452009e-02]
 [ 1.57940080e-07  7.14452009e-02  9.97444526e-01]]",[0.011918   0.10783162 0.06655237],47.00795630064849
99,../shapes/DeskLamp/m605.obj,531,[0.26349604 0.61310194 0.4554765 ],[0.26349604 0.61310194 0.4554765 ],[1. 1. 1.],0.34130661027246517,1.3376212055802643,[0.025    0.502077 0.025    0.975    0.025    0.836867],[0. 0. 0.],1300,DeskLamp,Triangle,"[[ 9.99999501e-01  1.05895614e-04 -9.93245192e-04]
 [-3.07190167e-04 -9.13570545e-01 -4.06680174e-01]
 [ 9.50465198e-04 -4.06680277e-01  9.13570057e-01]]",[0.00822242 0.12481184 0.00982717],85.3943816914875
100,../shapes/DeskLamp/D00776.obj,1001,[ 0.01881938 -0.01751352 -0.01936101],[ 0.01881938 -0.01751352 -0.01936101],[1. 1. 1.],0.6637688090868208,1.9005039399838137,[-1.00827   0.69438  -0.378761  0.326064 -0.26802   0.196867],[0. 0. 0.],1972,DeskLamp,Triangle,"[[ 0.99905468 -0.04012396 -0.01672787]
 [-0.0398066  -0.99902879  0.01889199]
 [ 0.01746964  0.01820825  0.99968158]]",[0.44258024 0.01823292 0.00742591],249.2754570285292
101,../shapes/DeskLamp/m604.obj,1316,[0.28121857 0.42446956 0.09070442],[0.28121857 0.42446956 0.09070442],[1. 1. 1.],0.30820060009367534,1.1721913490279647,[0.025    0.69906  0.025    0.975    0.025    0.156056],[0. 0. 0.],2333,DeskLamp,Triangle,"[[ 9.99652239e-01 -2.63616237e-02 -6.81946947e-04]
 [-2.63628013e-02 -9.99650857e-01 -1.77961417e-03]
 [ 6.34795331e-04 -1.79697332e-03  9.99998184e-01]]",[0.02334357 0.08866092 0.00269099],1256.9669476428473
102,../shapes/DeskLamp/m616.obj,14129,[0.36348322 0.51521497 0.23877499],[0.36348322 0.51521497 0.23877499],[1. 1. 1.],0.37833630842104404,1.2795539794916821,[0.025    0.773417 0.025    0.975    0.025    0.442888],[0. 0. 0.],28358,DeskLamp,Triangle,"[[ 2.68416694e-01 -9.63058199e-01 -2.17113529e-02]
 [-9.63281939e-01 -2.68491356e-01  5.45724752e-04]
 [ 6.35487529e-03 -2.07676725e-02  9.99764132e-01]]",[0.12257813 0.02208545 0.00195031],3329.6174947706186
103,../shapes/DeskLamp/D00547.obj,22837,[ 0.2932213  -0.06805924 -0.03960328],[ 0.2932213  -0.06805924 -0.03960328],[1. 1. 1.],0.43402251012396487,1.9493125591543803,[-0.921965  0.706008 -0.412163  0.328925 -0.565215  0.209583],[0. 0. 0.],45584,DeskLamp,Triangle,"[[ 0.98473329  0.17392933  0.00699542]
 [ 0.03170853 -0.13971881 -0.98968339]
 [ 0.17115758 -0.974796    0.14310081]]",[0.17087509 0.01644482 0.05475803],209.61168378900334
104,../shapes/DeskPhone/D00135.obj,531,[0.03963117 0.00661744 0.00877307],[0.03963117 0.00661744 0.00877307],[1. 1. 1.],0.41375317072758894,2.1933741037315087,[-0.847322  0.884304 -0.533093  0.765637 -0.210727  0.143761],[0. 0. 0.],848,DeskPhone,Triangle,"[[ 0.9894003   0.14406397  0.01823795]
 [ 0.14401461 -0.98956748  0.00399848]
 [-0.01862372  0.00132957  0.99982568]]",[0.13527249 0.07715346 0.00310177],87.12450912053298
105,../shapes/DeskPhone/D00556.obj,586,[0.14642331 0.0375347  0.05981273],[0.14642331 0.0375347  0.05981273],[1. 1. 1.],0.4820999632071513,2.3077739472283674,[-0.851434  0.837127 -0.497319  0.918088 -0.430833  0.255611],[0. 0. 0.],1108,DeskPhone,Triangle,"[[ 9.12400730e-01  4.08285747e-01  2.87690160e-02]
 [ 4.08428830e-01 -9.12789640e-01  9.81514096e-04]
 [-2.66607980e-02 -1.08545614e-02  9.99585604e-01]]",[0.20022195 0.07270185 0.01076096],84.18409446472211
106,../shapes/DeskPhone/D00680.obj,820,[ 0.00654927  0.0315352  -0.03677245],[ 0.00654927  0.0315352  -0.03677245],[1. 1. 1.],0.6546389391615389,2.0994077387522894,[-0.77804   0.777776 -0.498658  0.848873 -0.222143  0.191511],[0. 0. 0.],1508,DeskPhone,Triangle,"[[ 0.99993839  0.00736264  0.00830665]
 [ 0.00862998 -0.04502941 -0.99894838]
 [ 0.00698086 -0.99895853  0.04509018]]",[0.27981038 0.01272705 0.19288414],34.75671747580119
107,../shapes/DeskPhone/D00706.obj,44937,[0.04419152 0.05516309 0.04860011],[0.04419152 0.05516309 0.04860011],[1. 1. 1.],0.40384257769262144,2.0934113285890565,[-0.779021  0.762809 -0.573701  0.756733 -0.273202  0.211645],[0. 0. 0.],51962,DeskPhone,Triangle,"[[ 0.99675465 -0.06907476 -0.04133824]
 [-0.04304316 -0.0233782  -0.99879965]
 [-0.06802543 -0.99733752  0.02627553]]",[0.14287017 0.00814096 0.03990643],3836.9036289247633
