,Unnamed: 0,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors
194,194,../shapes\Bird\m36.obj,1289,[0.54145641 0.1968562  0.54987014],[0.5414564  0.19685614 0.5498705 ],[1. 1. 1.],0.2632622,1.5370717198133612,[0.025    0.944541 0.025    0.808922 0.025    0.975   ],[0. 0. 0.],2503,Bird,Triangle,[0.05827045 0.00908958 0.00600302],"[[ 0.05908143 -0.99544192 -0.07486495]
 [-0.51045659  0.03432328 -0.85921824]
 [-0.85787147 -0.08897915  0.50610202]]"
195,195,../shapes\Bird\m37.obj,567,[0.49973974 0.20697216 0.44863551],[0.4997399  0.20697215 0.44863573],[1. 1. 1.],0.2595158,1.2619788261899652,[0.025    0.975    0.025    0.437258 0.025    0.746203],[0. 0. 0.],1130,Bird,Triangle,[0.03681454 0.03501052 0.00888005],"[[-9.99831531e-01 -1.83550844e-02 -1.87279378e-05]
 [-4.23063443e-03  2.31442192e-01 -9.72839459e-01]
 [-1.78608849e-02  9.72675487e-01  2.31480855e-01]]"
196,196,../shapes\Bird\m38.obj,464,[0.5        0.16136558 0.11782399],[0.49999973 0.16136569 0.117824  ],[1. 1. 1.],0.12751499,1.014721735310928,[0.025    0.975    0.025    0.260681 0.025    0.292609],[0. 0. 0.],928,Bird,Triangle,[0.01544676 0.00081784 0.00834936],"[[-1.00000000e+00  1.84334874e-08  1.05655338e-08]
 [ 1.46689065e-09  5.55990442e-01 -8.31188684e-01]
 [ 2.11960420e-08  8.31188684e-01  5.55990442e-01]]"
197,197,../shapes\Bird\m39.obj,649,[0.33197904 0.5        0.15790949],[0.33197978 0.49999994 0.15790942],[1. 1. 1.],0.22454996,1.3017935504232845,[0.025    0.883574 0.025    0.975    0.025    0.259557],[0. 0. 0.],1156,Bird,Triangle,[0.05260934 0.00201849 0.0124822 ],"[[-9.94296845e-01 -1.06647945e-01 -1.27156970e-08]
 [-1.17161426e-08 -9.99900530e-09  1.00000000e+00]
 [ 1.06647945e-01 -9.94296845e-01 -8.69247687e-09]]"
198,198,../shapes\Bird\m40.obj,2684,[0.49982551 0.15358468 0.19295568],[0.49982587 0.15358448 0.19295569],[1. 1. 1.],0.17611513,1.0364701388257629,[0.025    0.975    0.025    0.284845 0.025    0.347879],[0. 0. 0.],5390,Bird,Triangle,[0.03142601 0.00404596 0.00638824],"[[ 9.99999822e-01 -5.31728472e-04  2.70583479e-04]
 [-5.53494029e-04 -6.57534384e-01  7.53424335e-01]
 [ 2.22699229e-04  7.53424350e-01  6.57534561e-01]]"
199,199,../shapes\Bird\m41.obj,1824,[0.49964698 0.10632516 0.29056732],[0.4996471  0.10632513 0.29056773],[1. 1. 1.],0.1973374,1.0551977859069277,[0.025    0.975    0.025    0.147249 0.025    0.467716],[0. 0. 0.],3709,Bird,Triangle,[0.04371809 0.00621901 0.00091361],"[[ 9.99999797e-01 -5.91057519e-04  2.39500432e-04]
 [-2.83343280e-04 -7.53281496e-02  9.97158758e-01]
 [ 5.71337057e-04  9.97158624e-01  7.53283018e-02]]"
200,200,../shapes\Bird\m42.obj,116,[0.51521409 0.11753021 0.23092719],[0.515214   0.11753016 0.23092711],[1. 1. 1.],0.1424888,1.0768426206367925,[0.025    0.975    0.025    0.210109 0.025    0.497043],[0. 0. 0.],265,Bird,Triangle,[0.00252588 0.01468946 0.01135326],"[[-0.04247702  0.99895163 -0.01706865]
 [ 0.85339949  0.04516092  0.51929742]
 [-0.51952384 -0.00749183  0.85442311]]"
201,201,../shapes\Bird\m43.obj,41,[0.37745754 0.45640225 0.35845834],[0.37745753 0.4564023  0.35845837],[1. 1. 1.],0.21258155,1.4331955076980445,[0.025    0.927106 0.025    0.606166 0.025    0.975   ],[0. 0. 0.],54,Bird,Triangle,[0.00508352 0.02924292 0.03275282],"[[ 0.22670775  0.91149313 -0.34319656]
 [ 0.89587995 -0.05691574  0.44063558]
 [-0.38210302  0.40735842  0.82949165]]"
202,202,../shapes\Bird\m44.obj,401,[0.5        0.24308858 0.14492898],[0.50000006 0.24308884 0.14492896],[1. 1. 1.],0.17716794,1.0718847180448057,[0.025    0.975    0.025    0.458833 0.025    0.2663  ],[0. 0. 0.],798,Bird,Triangle,[0.01706909 0.01869831 0.00160386],"[[-1.00000000e+00 -4.52423674e-08 -3.00078530e-09]
 [-4.41469524e-08  9.86606846e-01 -1.63116312e-01]
 [-1.03403635e-08  1.63116312e-01  9.86606846e-01]]"
203,203,../shapes\Bird\m45.obj,16542,[0.50115189 0.17301338 0.16976552],[0.50115275 0.1730132  0.1697653 ],[1. 1. 1.],0.15237029,1.0889590879249766,[0.025    0.975    0.025    0.290348 0.025    0.486435],[0. 0. 0.],33072,Bird,Triangle,[0.01117531 0.01413875 0.00340641],"[[-9.99998974e-01 -1.40618875e-03 -2.73444993e-04]
 [-9.77360414e-04  5.30160956e-01  8.47896459e-01]
 [ 1.04733260e-03 -8.47895857e-01  5.30161786e-01]]"
204,204,../shapes\Bird\m47.obj,101,[0.46271554 0.10376297 0.50037699],[0.46271542 0.10376297 0.50037706],[1. 1. 1.],0.19405879,1.169462987384114,[0.025    0.695803 0.025    0.148154 0.025    0.975   ],[0. 0. 0.],165,Bird,Triangle,[0.02138881 0.00079536 0.02945557],"[[-9.99980859e-01  6.18649972e-03 -9.79619722e-05]
 [ 6.18633738e-03  9.99979618e-01  1.57877625e-03]
 [-1.07727074e-04 -1.57814001e-03  9.99998749e-01]]"
205,205,../shapes\Bird\m48.obj,427,[0.25700833 0.23323621 0.59405963],[0.25700825 0.23323624 0.59405947],[1. 1. 1.],0.2794891,1.141373482077481,[0.025    0.488025 0.025    0.456093 0.025    0.975   ],[0. 0. 0.],824,Bird,Triangle,[0.07255271 0.00892443 0.00884604],"[[ 0.01654238 -0.98359239 -0.1796451 ]
 [-0.31964243  0.16503893 -0.93305459]
 [-0.94739383 -0.07285713  0.31166773]]"
206,206,../shapes\Bird\m49.obj,2329,[0.26667384 0.50072803 0.35471008],[0.2666741  0.50072825 0.35471073],[1. 1. 1.],0.28640616,1.3958346333854517,[0.025    0.975    0.025    0.800992 0.025    0.691101],[0. 0. 0.],4364,Bird,Triangle,[0.07430938 0.02044956 0.01252194],"[[ 0.83674819 -0.54755127 -0.00633023]
 [-0.54750374 -0.83676637  0.00785421]
 [ 0.0095975   0.00310617  0.99994912]]"
207,207,../shapes\Bird\m50.obj,93,[0.21551598 0.33337778 0.58872039],[0.21551594 0.33337784 0.58872044],[1. 1. 1.],0.26445177,1.156945918549891,[0.025    0.406048 0.025    0.564283 0.025    0.975   ],[0. 0. 0.],182,Bird,Triangle,[0.00626777 0.06692659 0.01132507],"[[ 9.99999997e-01  4.43271942e-05 -6.31487598e-05]
 [-3.80935664e-05 -4.28092956e-01 -9.03734706e-01]
 [ 6.70935631e-05 -9.03734706e-01  4.28092953e-01]]"
208,208,../shapes\Bird\m51.obj,309,[0.65324556 0.35873484 0.28798585],[0.65324557 0.358735   0.28798616],[1. 1. 1.],0.15928768,1.1775559058733192,[0.025    0.975    0.025    0.479684 0.025    0.551688],[0. 0. 0.],598,Bird,Triangle,[0.02686237 0.00471136 0.00631928],"[[ 9.03427512e-01  4.28739178e-01  1.20343275e-03]
 [ 4.28739893e-01 -9.03427883e-01 -4.04773605e-04]
 [-9.13672402e-04 -8.81643240e-04  9.99999194e-01]]"
209,209,../shapes\Bird\m52.obj,294,[0.47525401 0.36644347 0.55367457],[0.47525373 0.36644354 0.5536746 ],[1. 1. 1.],0.27328384,1.4284471016118152,[0.025    0.975    0.025    0.620667 0.025    0.909953],[0. 0. 0.],560,Bird,Triangle,[0.01509242 0.01869159 0.05235838],"[[-0.94223675 -0.33490352 -0.00543473]
 [-0.27257359  0.75724238  0.59353822]
 [ 0.19466263 -0.56073489  0.80478745]]"
210,210,../shapes\Bookset\D01009.obj,444,[0.21094008 0.03690482 0.15810811],[0.21093999 0.03690479 0.15810798],[1. 1. 1.],0.19122541,0.5629387087592459,[0.   0.42 0.   0.26 0.   0.27],[0. 0. 0.],3156,Bookset,Triangle,[0.00650345 0.01547116 0.01761102],"[[-0.00301239 -0.99995118 -0.00941123]
 [-0.99807512  0.00358944 -0.06191255]
 [-0.06194331 -0.00920661  0.99803721]]"
211,211,../shapes\Bookset\D01013.obj,320,[0.04178365 0.39757174 0.13246976],[0.04178364 0.39757195 0.13246992],[1. 1. 1.],0.20645747,0.5989083149708576,[-0.050712  0.215194  0.207686  0.665613  0.        0.2798  ],[0. 0. 0.],816,Bookset,Triangle,[0.01832089 0.01264253 0.01384372],"[[ 0.02318437  0.9958211   0.08833355]
 [ 0.57387167 -0.08560662  0.8144586 ]
 [-0.818617   -0.03180941  0.57345825]]"
212,212,../shapes\Bookset\D01030.obj,208,[0.24089692 0.16466017 0.11975083],[0.24089697 0.16466019 0.11975086],[1. 1. 1.],0.21714899,0.6267327104831643,[ 0.        0.421721 -0.        0.306934 -0.        0.347472],[0. 0. 0.],1152,Bookset,Triangle,[0.02070273 0.01289963 0.01601856],"[[-0.50155065 -0.82819791 -0.25007032]
 [-0.22194684 -0.15620245  0.96246579]
 [ 0.83617375 -0.53822766  0.10547247]]"
213,213,../shapes\Bookset\D01038.obj,2208,[5.05777106 3.98460039 0.55373597],[5.057733  3.9846005 0.5537338],[1. 1. 1.],0.2949911,1.0569363908795006,[4.969709 5.194114 3.424974 4.391839 0.37465  0.73787 ],[0. 0. 0.],14844,Bookset,Triangle,[0.00789832 0.02324809 0.06658495],"[[-0.9980497  -0.06231042  0.00376975]
 [-0.0012716  -0.04008317 -0.99919554]
 [-0.0624114   0.9972516  -0.03992576]]"
214,214,../shapes\Bookset\D01042.obj,668,[-1.87907759  0.84058245  0.00855089],[-1.8790641   0.8405823   0.00855089],[1. 1. 1.],0.08289909,0.4205554221072883,[-1.910849 -1.673169  0.678389  0.885973 -0.056548  0.221452],[0. 0. 0.],2373,Bookset,Triangle,[0.00680619 0.00149186 0.0032743 ],"[[-0.59473913  0.67817922 -0.43169238]
 [ 0.5094645   0.73334003  0.45017588]
 [-0.62187723 -0.04780527  0.78165425]]"
215,215,../shapes\Bookset\D01050.obj,140,[0.16608897 0.15256474 0.1203733 ],[0.16608895 0.15256464 0.12037329],[1. 1. 1.],0.18622963,0.5112382472693228,[0.       0.275274 0.       0.28956  0.       0.318973],[0. 0. 0.],780,Bookset,Triangle,[0.00533155 0.01666812 0.0146953 ],"[[-0.97909287 -0.20306848  0.01184687]
 [-0.10376698  0.44852217 -0.88772759]
 [-0.17495591  0.87039707  0.46021666]]"
216,216,../shapes\Bookset\D01065.obj,360,[3.67882266 0.54069853 0.13212744],[3.678825   0.5406976  0.13212745],[1. 1. 1.],0.21253294,0.6327883668749879,"[ 3.387116e+00  3.888541e+00  4.483350e-01  7.142410e-01 -4.000000e-04
  2.794000e-01]",[0. 0. 0.],918,Bookset,Triangle,[0.01950358 0.01553979 0.01263651],"[[ 0.80951368 -0.58621354  0.03226892]
 [-0.02349791  0.02256841  0.99946912]
 [ 0.58663059  0.80984218 -0.00449464]]"
217,217,../shapes\Bookset\D01078.obj,1203,[0.43966593 0.26450639 0.10277464],[0.4396662  0.26450637 0.10277484],[1. 1. 1.],0.11327616,0.3716451372734766,[0.273999 0.580868 0.229734 0.350384 0.       0.17145 ],[0. 0. 0.],6861,Bookset,Triangle,[0.00875255 0.00140884 0.00426925],"[[ 0.99763272 -0.03630941  0.05840018]
 [-0.02799966 -0.99013488 -0.13729143]
 [-0.06280903 -0.13533123  0.98880761]]"
218,218,../shapes\Bookset\D01096.obj,624,[0.27880759 0.08806036 0.14982636],[0.2788077  0.08806033 0.14982621],[1. 1. 1.],0.21631911,0.6817064682467933,[0.       0.534848 0.       0.29726  0.       0.300496],[0. 0. 0.],2544,Bookset,Triangle,[0.02159996 0.01319206 0.01620956],"[[ 9.96274942e-01  8.61963441e-02  2.53564664e-03]
 [ 8.62331069e-02 -9.95940670e-01 -2.58076070e-02]
 [-3.00832245e-04 -2.59301289e-02  9.99663712e-01]]"
219,219,../shapes\Bookset\D01108.obj,1628,[0.25266984 0.25425434 1.7414625 ],[0.25266987 0.25425398 1.7414594 ],[1. 1. 1.],0.17701788,0.509518272830527,[0.172598 0.333604 0.055124 0.453997 1.616453 1.889558],[0. 0. 0.],9798,Bookset,Triangle,[0.00521652 0.01474943 0.01289812],"[[-0.99988241  0.01267917  0.0086258 ]
 [ 0.00812045 -0.03938177  0.99919124]
 [-0.01300862 -0.99914379 -0.03927417]]"
220,220,../shapes\Bookset\D01109.obj,1203,[0.15457951 0.16566691 0.16135632],[0.15457952 0.16566713 0.16135639],[1. 1. 1.],0.14557528,0.4623717595713972,[0.       0.21717  0.       0.306869 0.       0.269177],[0. 0. 0.],6861,Bookset,Triangle,[0.00450989 0.01070501 0.00870842],"[[-0.97620866  0.1593216  -0.14708254]
 [ 0.11518928 -0.19364415 -0.97428608]
 [ 0.18370649  0.96804885 -0.17068495]]"
221,221,../shapes\Bookset\D01110.obj,166,[0.15385077 0.17513053 0.12971324],[0.1538509  0.17513064 0.12971331],[1. 1. 1.],0.20146734,0.5261186437969596,[0.       0.268736 0.       0.28956  0.       0.347472],[0. 0. 0.],936,Bookset,Triangle,[0.00622726 0.01892663 0.01697135],"[[-0.98284514  0.18305709  0.02248412]
 [ 0.04688049  0.13005807  0.99039745]
 [-0.17837504 -0.97446139  0.13640875]]"
222,222,../shapes\Bookset\D01122.obj,110,[0.09810225 0.05535956 0.07115936],[0.09810223 0.05535952 0.07115935],[1. 1. 1.],0.104965255,0.2761478925297029,[ 0.        0.198004 -0.020638  0.105497  0.        0.145403],[0. 0. 0.],624,Bookset,Triangle,[0.00355219 0.00266846 0.00517611],"[[ 9.87371941e-01  1.53030290e-01 -4.09680421e-02]
 [ 1.53192638e-01 -9.88195992e-01  8.34613117e-04]
 [ 4.03567339e-02  7.10007600e-03  9.99160109e-01]]"
223,223,../shapes\Bookset\D01135.obj,1645,[4.80657467 2.79129692 2.52166573],[4.806576  2.7912972 2.521684 ],[1. 1. 1.],3.9841533,12.525640271021857,"[-3.2108301e-01  1.0181497e+01 -2.1540400e-01  4.3812661e+00
 -9.3470002e-03  5.0362558e+00]",[0. 0. 0.],10185,Bookset,Triangle,[1.54731641 9.1442887  6.23213545],"[[-0.17582817 -0.98412026  0.02432614]
 [-0.98441857  0.17572058 -0.00650846]
 [-0.00213051  0.02509147  0.99968289]]"
224,224,../shapes\Bookset\D01146.obj,2694,[2.38553194 2.11962268 0.17318064],[2.385455   2.1196218  0.17318071],[1. 1. 1.],0.15101987,0.8438228925088705,[2.10781  2.82142  2.01541  2.3333   0.       0.318973],[0. 0. 0.],7149,Bookset,Triangle,[0.01769509 0.00656099 0.00255619],"[[ 0.94717269 -0.29601263  0.12345208]
 [-0.28528166 -0.95347689 -0.0974484 ]
 [-0.14655466 -0.05708185  0.98755425]]"
225,225,../shapes\Bookset\D01182.obj,188,[-0.0228914   0.07404049  0.10737686],[-0.02289139  0.07404052  0.10737689],[1. 1. 1.],0.14245172,0.3808522112956495,[-0.108086  0.072563  0.013947  0.246285  0.        0.24173 ],[0. 0. 0.],1020,Bookset,Triangle,[0.00194003 0.00655794 0.01263627],"[[-0.93401264  0.34207152 -0.10299251]
 [ 0.35303184  0.92793996 -0.11956566]
 [-0.05467086  0.14803547  0.9874698 ]]"
226,226,../shapes\Bookset\D01183.obj,891,[2.2044093  0.00385074 0.86644461],[2.204409   0.00385072 0.86644596],[1. 1. 1.],0.983726,2.841350300336744,"[ 1.038993e+00  2.955486e+00 -2.165930e-01  9.656780e-01 -8.100000e-05
  1.732709e+00]",[0. 0. 0.],3231,Bookset,Triangle,[0.10332368 0.29165763 0.61906707],"[[-0.18569854  0.9812408   0.05179336]
 [ 0.98251269  0.186152   -0.00403069]
 [ 0.01359652 -0.05013914  0.99864969]]"
227,227,../shapes\Bookset\D01184.obj,247,[0.03075646 0.11800458 0.14215066],[0.03075646 0.11800457 0.1421506 ],[1. 1. 1.],0.17813422,0.443156965538713,[-0.        0.191003  0.        0.230709  0.        0.326618],[0. 0. 0.],1557,Bookset,Triangle,[0.00390401 0.00454959 0.02415837],"[[-0.88156939 -0.47187304  0.01308587]
 [-0.47201923  0.88150348 -0.01222572]
 [ 0.00576625  0.01695461  0.99983963]]"
228,228,../shapes\Bookset\D01190.obj,2417,[ 0.08148247 -2.05034142  0.16351654],[ 0.08148252 -2.0503383   0.16351643],[1. 1. 1.],0.21779852,0.8014907391672353,"[-1.300000e-05  1.644250e-01 -2.411233e+00 -1.676628e+00  4.123300e-02
  3.163750e-01]",[0. 0. 0.],14484,Bookset,Triangle,[0.00514994 0.03248582 0.01388313],"[[-0.99973486 -0.00936713 -0.02103486]
 [-0.00828852  0.99867486 -0.05079203]
 [-0.02148276  0.05060421  0.99848771]]"
229,229,../shapes\Bookset\D01199.obj,240,[5.81777514 1.67135745 2.91835915],[5.817774  1.6713575 2.9183593],[1. 1. 1.],5.583365,17.296694859980835,[ 0.       13.521808  0.        7.627565 -0.233235  7.392814],[0. 0. 0.],1524,Bookset,Triangle,[14.69144783 11.281584    8.08492596],"[[ 0.90983762 -0.41491977 -0.00609079]
 [-0.10744317 -0.22137371 -0.96925211]
 [-0.40081352 -0.88251644  0.24599443]]"
230,230,../shapes\Bottle\D00020.obj,971,[ 0.19517064  0.0211321  -0.005247  ],[ 0.19517049  0.02113209 -0.00524699],[1. 1. 1.],0.5328231,1.7793610703175176,[-0.790026  0.882518 -0.214855  0.221754 -0.229202  0.192811],[0. 0. 0.],1710,Bottle,Triangle,[0.34710764 0.01212263 0.01068936],"[[ 9.99918012e-01  1.28038331e-02  1.77482877e-04]
 [ 9.94539864e-03 -7.85269399e-01  6.19074358e-01]
 [-8.06589663e-03  6.19021836e-01  7.85332355e-01]]"
231,231,../shapes\Bottle\D00123.obj,1067,[-0.13508106 -0.04773411 -0.00466116],[-0.1350811  -0.04773416 -0.00466117],[1. 1. 1.],0.57256156,1.6569628283874207,[-0.785998  0.781472 -0.272641  0.122641 -0.188644  0.175108],[0. 0. 0.],2044,Bottle,Triangle,[0.38479325 0.00716561 0.00715668],"[[ 0.99882497 -0.04643219 -0.01388244]
 [-0.04837648 -0.93814141 -0.34285626]
 [-0.00289588 -0.34312498  0.93928529]]"
232,232,../shapes\Bottle\D00139.obj,2452,[-0.13796649 -0.01329888  0.00955225],[-0.1379665  -0.01329888  0.00955226],[1. 1. 1.],0.60886383,1.7416190904107414,[-0.918061  0.728216 -0.211906  0.193114 -0.194712  0.203996],[0. 0. 0.],4860,Bottle,Triangle,[0.4085024  0.00679118 0.00683207],"[[ 0.99985502 -0.0147321  -0.00853794]
 [ 0.01353855  0.99192624 -0.12609142]
 [-0.0103266  -0.12595755 -0.99198188]]"
233,233,../shapes\Bottle\D00166.obj,23142,[-0.05179073  0.04629546 -0.00453574],[-0.0517914   0.04629535 -0.00453574],[1. 1. 1.],0.57541996,2.0036110831639573,[-0.815243  0.919484 -0.387408  0.446434 -0.272684  0.283991],[0. 0. 0.],45936,Bottle,Triangle,[0.32485102 0.03827308 0.02331162],"[[ 0.99895829 -0.04361967  0.0134037 ]
 [-0.04296686 -0.99803335 -0.04564308]
 [-0.01536828 -0.04501962  0.99886788]]"
234,234,../shapes\Bottle\D00176.obj,7138,[ 0.22599145  0.03200161 -0.00211313],[ 0.22599146  0.0320016  -0.00211312],[1. 1. 1.],0.5892035,1.8696512648327648,[-0.718902  0.987358 -0.22924   0.32021  -0.268809  0.262583],[0. 0. 0.],14272,Bottle,Triangle,[0.3541557  0.01930481 0.019137  ],"[[-0.99944706  0.02436369  0.02262702]
 [ 0.03253088  0.57571518  0.81700292]
 [-0.00687848 -0.81728724  0.57618942]]"
235,235,../shapes\Bottle\D00208.obj,2000,[-0.28814855 -0.02655127  0.00425942],[-0.28814816 -0.02655127  0.00425942],[1. 1. 1.],0.59243625,1.8589414778790356,[-0.951203  0.75863  -0.268748  0.267936 -0.243702  0.250368],[0. 0. 0.],3640,Bottle,Triangle,[0.39866515 0.01331728 0.01329747],"[[ 0.99886632  0.04335615  0.01965492]
 [ 0.04755742 -0.8907529  -0.45199289]
 [ 0.002089   -0.45241521  0.89180498]]"
236,236,../shapes\Bottle\D00281.obj,1304,[ 0.17419633 -0.07189078 -0.01373242],[ 0.17419639 -0.07189081 -0.01373243],[1. 1. 1.],0.5403462,1.8599587168441605,[-0.803887  0.904402 -0.328824  0.192929 -0.284716  0.233906],[0. 0. 0.],1764,Bottle,Triangle,[0.34501291 0.01512023 0.01390463],"[[ 9.99886353e-01 -1.49387220e-02 -2.02869140e-03]
 [-1.50720373e-02 -9.93564947e-01 -1.12256538e-01]
 [ 3.38667446e-04 -1.12274357e-01  9.93677188e-01]]"
237,237,../shapes\Bottle\D00311.obj,829,[ 0.35877042  0.03834135 -0.02450421],[ 0.35877046  0.03834132 -0.0245042 ],[1. 1. 1.],0.53728634,1.964460658272603,[-0.831219  0.878387 -0.338461  0.349036 -0.336791  0.344165],[0. 0. 0.],1448,Bottle,Triangle,[0.32960716 0.02197258 0.02611987],"[[-0.99882352 -0.03970213 -0.02784456]
 [-0.04843617  0.84460475  0.53319485]
 [-0.00234867 -0.53391624  0.84553411]]"
238,238,../shapes\Bottle\D00347.obj,2426,[-0.0498138   0.04021613 -0.00088915],[-0.04981377  0.0402162  -0.00088914],[1. 1. 1.],0.5243725,1.6954863161535525,[-1.01519   0.565986 -0.171     0.262845 -0.213249  0.218416],[0. 0. 0.],4438,Bottle,Triangle,[0.27881003 0.0104423  0.01077287],"[[ 9.99986638e-01  5.15150734e-03  4.30377057e-04]
 [ 5.63710626e-04 -2.59090344e-02 -9.99664146e-01]
 [ 5.13862653e-03 -9.99651031e-01  2.59115921e-02]]"
239,239,../shapes\Bottle\D00350.obj,569,[ 0.56493048 -0.02121102  0.02491338],[ 0.56493014 -0.02121101  0.02491337],[1. 1. 1.],0.28460053,1.8791716894552597,[-0.894669  0.867081 -0.219912  0.226588 -0.214901  0.262761],[0. 0. 0.],921,Bottle,Triangle,[0.14460158 0.00675749 0.00681703],"[[-9.99697193e-01  2.33460381e-02  7.77724899e-03]
 [ 2.45963126e-02  9.57505069e-01  2.87365734e-01]
 [ 7.37903956e-04 -2.87470009e-01  9.57789355e-01]]"
240,240,../shapes\Bottle\D00390.obj,1499,[ 0.079506   -0.07122561 -0.00102422],[ 0.0795059  -0.07122562 -0.00102422],[1. 1. 1.],0.59223306,1.97660247020202,[-0.598016  0.998903 -0.500791  0.328432 -0.411989  0.406055],[0. 0. 0.],2742,Bottle,Triangle,[0.28607711 0.0444229  0.0421236 ],"[[ 0.99980098  0.01966339 -0.00337019]
 [ 0.01951261 -0.9990056  -0.04008834]
 [ 0.00415511 -0.0400146   0.99919046]]"
241,241,../shapes\Bottle\D00451.obj,11448,[ 0.38915219 -0.0429365  -0.00295071],[ 0.38915116 -0.04293649 -0.0029507 ],[1. 1. 1.],0.34775555,1.8631888645974912,[-0.608839  0.952938 -0.461541  0.284476 -0.356345  0.333426],[0. 0. 0.],18236,Bottle,Triangle,[0.15591213 0.01544093 0.01515512],"[[-0.99586586 -0.07074187  0.05698056]
 [-0.08946476  0.65527025 -0.75007797]
 [-0.01572426  0.75207479  0.65889017]]"
242,242,../shapes\Bottle\D00679.obj,12640,[-0.40633495  0.01363943 -0.00138252],[-0.40633604  0.01363935 -0.00138251],[1. 1. 1.],0.4458149,1.8744066977968143,[-0.906925  0.809482 -0.229951  0.305606 -0.271177  0.25847 ],[0. 0. 0.],23052,Bottle,Triangle,[0.28671727 0.00970893 0.00661629],"[[ 0.999602    0.02633002  0.01012785]
 [ 0.02443856 -0.98755496  0.15536392]
 [-0.01409255  0.15505458  0.98780538]]"
243,243,../shapes\Bottle\D00696.obj,13754,[-0.32488089  0.0344789   0.00157352],[-0.32488087  0.03447898  0.0015736 ],[1. 1. 1.],0.43620592,1.8050296048174648,[-1.0443    0.652995 -0.155084  0.302059 -0.20046   0.209835],[0. 0. 0.],25850,Bottle,Triangle,[0.25426901 0.01222668 0.0112728 ],"[[ 9.97699532e-01  6.53719421e-02 -1.79486386e-02]
 [ 6.77876129e-02 -9.64761365e-01  2.54244662e-01]
 [ 6.95685759e-04  2.54876476e-01  9.66973370e-01]]"
244,244,../shapes\Bottle\D00711.obj,192,[0.16490112 0.027985   0.00494025],[0.1649011  0.02798502 0.00494026],[1. 1. 1.],0.7844699,2.2413542312471737,[-0.859195  1.04485  -0.381496  0.461388 -0.401455  0.427899],[0. 0. 0.],336,Bottle,Triangle,[0.55981873 0.0491924  0.04919239],"[[-0.99944372  0.03236473  0.00804771]
 [ 0.03000054  0.97789324 -0.2069415 ]
 [ 0.0145674   0.20658495  0.97832022]]"
245,245,../shapes\Bottle\D00716.obj,446,[ 0.45856963 -0.0582468   0.0021831 ],[ 0.45856956 -0.05824678  0.0021831 ],[1. 1. 1.],0.48077378,2.098513800475698,[-0.881118  0.954585 -0.445327  0.519924 -0.163849  0.155909],[0. 0. 0.],856,Bottle,Triangle,[0.30834833 0.04661194 0.00843226],"[[ 0.9906805  -0.13564877 -0.01231051]
 [-0.13584566 -0.99058612 -0.01688467]
 [ 0.00990424 -0.01839964  0.99978166]]"
246,246,../shapes\Bottle\D00726.obj,10163,[ 0.45844422 -0.04232626 -0.01435734],[ 0.45844415 -0.04232623 -0.01435731],[1. 1. 1.],0.24577862,2.142897812049307,[-1.36136   0.600657 -0.332344  0.276589 -0.318716  0.290957],[0. 0. 0.],18390,Bottle,Triangle,[0.10533742 0.01354062 0.01183404],"[[ 0.99974739 -0.01957133 -0.01105105]
 [-0.00710261  0.19138549 -0.98148925]
 [-0.02132406 -0.9813198  -0.19119814]]"
247,247,../shapes\Bottle\D00892.obj,2474,[0.09611912 0.048574   0.00052678],[0.09611932 0.04857399 0.00052678],[1. 1. 1.],0.59546894,1.7984950174935217,[-0.674448  1.01623  -0.151915  0.287525 -0.214476  0.213408],[0. 0. 0.],4940,Bottle,Triangle,[0.37419562 0.01249639 0.01251947],"[[ 0.99922614  0.0368251  -0.0138215 ]
 [-0.03929802  0.9197435  -0.39054777]
 [ 0.00166972 -0.3907887  -0.9204789 ]]"
248,248,../shapes\Bottle\D00940.obj,737,[-0.65731387  0.07755972 -0.00852539],[-0.6573143   0.07755975 -0.0085254 ],[1. 1. 1.],0.49570054,2.1125298882453287,[-1.07424   0.731591 -0.303107  0.475795 -0.398902  0.372505],[0. 0. 0.],1242,Bottle,Triangle,[0.3372834  0.02754625 0.02775344],"[[ 0.99990946  0.01341721 -0.00102443]
 [ 0.01177558 -0.83563914  0.54915259]
 [-0.00651204  0.54911494  0.83572147]]"
249,249,../shapes\Bottle\D00959.obj,479,[-0.13019035 -0.05132098 -0.00329868],[-0.13019039 -0.05132098 -0.00329868],[1. 1. 1.],0.5508963,1.5997218396031552,[-0.808843  0.69574  -0.275198  0.10899  -0.198302  0.186067],[0. 0. 0.],892,Bottle,Triangle,[0.36646532 0.00699939 0.00699921],"[[ 0.99920402 -0.03139842  0.02460615]
 [-0.03974469 -0.83643052  0.54662998]
 [-0.00341802  0.54717284  0.83701266]]"
250,250,../shapes\Bottle\m482.obj,542,[0.15747132 0.71987585 0.16008398],[0.15747134 0.71987504 0.16008402],[1. 1. 1.],0.2832622,1.021935918978054,[0.025    0.289643 0.025    0.975    0.025    0.292987],[0. 0. 0.],950,Bottle,Triangle,[0.09653924 0.00446333 0.00460643],"[[-9.87236696e-04 -9.63192914e-01 -2.68809292e-01]
 [-9.99848091e-01 -3.72700129e-03  1.70265988e-02]
 [ 1.74017519e-02 -2.68785267e-01  9.63042917e-01]]"
