,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type
211,../shapes\Bookset\D01013.obj,320,[0.04178365 0.39757174 0.13246976],[0.04178364 0.39757195 0.13246992],[1. 1. 1.],0.20645747,0.5989083149708576,[-0.050712  0.215194  0.207686  0.665613  0.        0.2798  ],[0. 0. 0.],816,Bookset,Triangle
212,../shapes\Bookset\D01030.obj,208,[0.24089692 0.16466017 0.11975083],[0.24089697 0.16466019 0.11975086],[1. 1. 1.],0.21714899,0.6267327104831643,[ 0.        0.421721 -0.        0.306934 -0.        0.347472],[0. 0. 0.],1152,Bookset,Triangle
213,../shapes\Bookset\D01038.obj,2208,[5.05777106 3.98460039 0.55373597],[5.057733  3.9846005 0.5537338],[1. 1. 1.],0.2949911,1.0569363908795006,[4.969709 5.194114 3.424974 4.391839 0.37465  0.73787 ],[0. 0. 0.],14844,Bookset,Triangle
214,../shapes\Bookset\D01042.obj,668,[-1.87907759  0.84058245  0.00855089],[-1.8790641   0.8405823   0.00855089],[1. 1. 1.],0.08289909,0.42055542210728836,[-1.910849 -1.673169  0.678389  0.885973 -0.056548  0.221452],[0. 0. 0.],2373,Bookset,Triangle
215,../shapes\Bookset\D01050.obj,140,[0.16608897 0.15256474 0.1203733 ],[0.16608895 0.15256464 0.12037329],[1. 1. 1.],0.18622963,0.5112382472693228,[0.       0.275274 0.       0.28956  0.       0.318973],[0. 0. 0.],780,Bookset,Triangle
216,../shapes\Bookset\D01065.obj,360,[3.67882266 0.54069853 0.13212744],[3.678825   0.5406976  0.13212745],[1. 1. 1.],0.21253294,0.6327883668749879,"[ 3.387116e+00  3.888541e+00  4.483350e-01  7.142410e-01 -4.000000e-04
  2.794000e-01]",[0. 0. 0.],918,Bookset,Triangle
217,../shapes\Bookset\D01078.obj,1203,[0.43966593 0.26450639 0.10277464],[0.4396662  0.26450637 0.10277484],[1. 1. 1.],0.11327616,0.37164513727347664,[0.273999 0.580868 0.229734 0.350384 0.       0.17145 ],[0. 0. 0.],6861,Bookset,Triangle
218,../shapes\Bookset\D01096.obj,624,[0.27880759 0.08806036 0.14982636],[0.2788077  0.08806033 0.14982621],[1. 1. 1.],0.21631911,0.6817064682467933,[0.       0.534848 0.       0.29726  0.       0.300496],[0. 0. 0.],2544,Bookset,Triangle
219,../shapes\Bookset\D01108.obj,1628,[0.25266984 0.25425434 1.7414625 ],[0.25266987 0.25425398 1.7414594 ],[1. 1. 1.],0.17701788,0.509518272830527,[0.172598 0.333604 0.055124 0.453997 1.616453 1.889558],[0. 0. 0.],9798,Bookset,Triangle
220,../shapes\Bookset\D01109.obj,1203,[0.15457951 0.16566691 0.16135632],[0.15457952 0.16566713 0.16135639],[1. 1. 1.],0.14557528,0.4623717595713972,[0.       0.21717  0.       0.306869 0.       0.269177],[0. 0. 0.],6861,Bookset,Triangle
221,../shapes\Bookset\D01110.obj,166,[0.15385077 0.17513053 0.12971324],[0.1538509  0.17513064 0.12971331],[1. 1. 1.],0.20146734,0.5261186437969596,[0.       0.268736 0.       0.28956  0.       0.347472],[0. 0. 0.],936,Bookset,Triangle
222,../shapes\Bookset\D01122.obj,110,[0.09810225 0.05535956 0.07115936],[0.09810223 0.05535952 0.07115935],[1. 1. 1.],0.104965255,0.2761478925297029,[ 0.        0.198004 -0.020638  0.105497  0.        0.145403],[0. 0. 0.],624,Bookset,Triangle
223,../shapes\Bookset\D01135.obj,1645,[4.80657467 2.79129692 2.52166573],[4.806576  2.7912972 2.521684 ],[1. 1. 1.],3.9841533,12.525640271021857,"[-3.2108301e-01  1.0181497e+01 -2.1540400e-01  4.3812661e+00
 -9.3470002e-03  5.0362558e+00]",[0. 0. 0.],10185,Bookset,Triangle
224,../shapes\Bookset\D01146.obj,2694,[2.38553194 2.11962268 0.17318064],[2.385455   2.1196218  0.17318071],[1. 1. 1.],0.15101987,0.8438228925088705,[2.10781  2.82142  2.01541  2.3333   0.       0.318973],[0. 0. 0.],7149,Bookset,Triangle
225,../shapes\Bookset\D01182.obj,188,[-0.0228914   0.07404049  0.10737686],[-0.02289139  0.07404052  0.10737689],[1. 1. 1.],0.14245172,0.3808522112956495,[-0.108086  0.072563  0.013947  0.246285  0.        0.24173 ],[0. 0. 0.],1020,Bookset,Triangle
226,../shapes\Bookset\D01183.obj,891,[2.2044093  0.00385074 0.86644461],[2.204409   0.00385072 0.86644596],[1. 1. 1.],0.983726,2.8413503003367437,"[ 1.038993e+00  2.955486e+00 -2.165930e-01  9.656780e-01 -8.100000e-05
  1.732709e+00]",[0. 0. 0.],3231,Bookset,Triangle
227,../shapes\Bookset\D01184.obj,247,[0.03075646 0.11800458 0.14215066],[0.03075646 0.11800457 0.1421506 ],[1. 1. 1.],0.17813422,0.443156965538713,[-0.        0.191003  0.        0.230709  0.        0.326618],[0. 0. 0.],1557,Bookset,Triangle
228,../shapes\Bookset\D01190.obj,2417,[ 0.08148247 -2.05034142  0.16351654],[ 0.08148252 -2.0503383   0.16351643],[1. 1. 1.],0.21779852,0.8014907391672353,"[-1.300000e-05  1.644250e-01 -2.411233e+00 -1.676628e+00  4.123300e-02
  3.163750e-01]",[0. 0. 0.],14484,Bookset,Triangle
229,../shapes\Bookset\D01199.obj,240,[5.81777514 1.67135745 2.91835915],[5.817774  1.6713575 2.9183593],[1. 1. 1.],5.583365,17.296694859980835,[ 0.       13.521808  0.        7.627565 -0.233235  7.392814],[0. 0. 0.],1524,Bookset,Triangle
230,../shapes\Bottle\D00020.obj,971,[ 0.19517064  0.0211321  -0.005247  ],[ 0.19517049  0.02113209 -0.00524699],[1. 1. 1.],0.5328231,1.7793610703175176,[-0.790026  0.882518 -0.214855  0.221754 -0.229202  0.192811],[0. 0. 0.],1710,Bottle,Triangle
231,../shapes\Bottle\D00123.obj,1067,[-0.13508106 -0.04773411 -0.00466116],[-0.1350811  -0.04773416 -0.00466117],[1. 1. 1.],0.57256156,1.6569628283874207,[-0.785998  0.781472 -0.272641  0.122641 -0.188644  0.175108],[0. 0. 0.],2044,Bottle,Triangle
232,../shapes\Bottle\D00139.obj,2452,[-0.13796649 -0.01329888  0.00955225],[-0.1379665  -0.01329888  0.00955226],[1. 1. 1.],0.60886383,1.7416190904107414,[-0.918061  0.728216 -0.211906  0.193114 -0.194712  0.203996],[0. 0. 0.],4860,Bottle,Triangle
233,../shapes\Bottle\D00166.obj,23142,[-0.05179073  0.04629546 -0.00453574],[-0.0517914   0.04629535 -0.00453574],[1. 1. 1.],0.57541996,2.0036110831639573,[-0.815243  0.919484 -0.387408  0.446434 -0.272684  0.283991],[0. 0. 0.],45936,Bottle,Triangle
234,../shapes\Bottle\D00176.obj,7138,[ 0.22599145  0.03200161 -0.00211313],[ 0.22599146  0.0320016  -0.00211312],[1. 1. 1.],0.5892035,1.8696512648327652,[-0.718902  0.987358 -0.22924   0.32021  -0.268809  0.262583],[0. 0. 0.],14272,Bottle,Triangle
235,../shapes\Bottle\D00208.obj,2000,[-0.28814855 -0.02655127  0.00425942],[-0.28814816 -0.02655127  0.00425942],[1. 1. 1.],0.59243625,1.8589414778790354,[-0.951203  0.75863  -0.268748  0.267936 -0.243702  0.250368],[0. 0. 0.],3640,Bottle,Triangle
236,../shapes\Bottle\D00281.obj,1304,[ 0.17419633 -0.07189078 -0.01373242],[ 0.17419639 -0.07189081 -0.01373243],[1. 1. 1.],0.5403462,1.8599587168441605,[-0.803887  0.904402 -0.328824  0.192929 -0.284716  0.233906],[0. 0. 0.],1764,Bottle,Triangle
237,../shapes\Bottle\D00311.obj,829,[ 0.35877042  0.03834135 -0.02450421],[ 0.35877046  0.03834132 -0.0245042 ],[1. 1. 1.],0.53728634,1.964460658272603,[-0.831219  0.878387 -0.338461  0.349036 -0.336791  0.344165],[0. 0. 0.],1448,Bottle,Triangle
238,../shapes\Bottle\D00347.obj,2426,[-0.0498138   0.04021613 -0.00088915],[-0.04981377  0.0402162  -0.00088914],[1. 1. 1.],0.5243725,1.6954863161535523,[-1.01519   0.565986 -0.171     0.262845 -0.213249  0.218416],[0. 0. 0.],4438,Bottle,Triangle
239,../shapes\Bottle\D00350.obj,569,[ 0.56493048 -0.02121102  0.02491338],[ 0.56493014 -0.02121101  0.02491337],[1. 1. 1.],0.28460053,1.8791716894552593,[-0.894669  0.867081 -0.219912  0.226588 -0.214901  0.262761],[0. 0. 0.],921,Bottle,Triangle
240,../shapes\Bottle\D00390.obj,1499,[ 0.079506   -0.07122561 -0.00102422],[ 0.0795059  -0.07122562 -0.00102422],[1. 1. 1.],0.59223306,1.9766024702020197,[-0.598016  0.998903 -0.500791  0.328432 -0.411989  0.406055],[0. 0. 0.],2742,Bottle,Triangle
241,../shapes\Bottle\D00451.obj,11448,[ 0.38915219 -0.0429365  -0.00295071],[ 0.38915116 -0.04293649 -0.0029507 ],[1. 1. 1.],0.34775555,1.8631888645974912,[-0.608839  0.952938 -0.461541  0.284476 -0.356345  0.333426],[0. 0. 0.],18236,Bottle,Triangle
242,../shapes\Bottle\D00679.obj,12640,[-0.40633495  0.01363943 -0.00138252],[-0.40633604  0.01363935 -0.00138251],[1. 1. 1.],0.4458149,1.8744066977968146,[-0.906925  0.809482 -0.229951  0.305606 -0.271177  0.25847 ],[0. 0. 0.],23052,Bottle,Triangle
243,../shapes\Bottle\D00696.obj,13754,[-0.32488089  0.0344789   0.00157352],[-0.32488087  0.03447898  0.0015736 ],[1. 1. 1.],0.43620592,1.8050296048174652,[-1.0443    0.652995 -0.155084  0.302059 -0.20046   0.209835],[0. 0. 0.],25850,Bottle,Triangle
244,../shapes\Bottle\D00711.obj,192,[0.16490112 0.027985   0.00494025],[0.1649011  0.02798502 0.00494026],[1. 1. 1.],0.7844699,2.2413542312471737,[-0.859195  1.04485  -0.381496  0.461388 -0.401455  0.427899],[0. 0. 0.],336,Bottle,Triangle
245,../shapes\Bottle\D00716.obj,446,[ 0.45856963 -0.0582468   0.0021831 ],[ 0.45856956 -0.05824678  0.0021831 ],[1. 1. 1.],0.48077378,2.098513800475698,[-0.881118  0.954585 -0.445327  0.519924 -0.163849  0.155909],[0. 0. 0.],856,Bottle,Triangle
246,../shapes\Bottle\D00726.obj,10163,[ 0.45844422 -0.04232626 -0.01435734],[ 0.45844415 -0.04232623 -0.01435731],[1. 1. 1.],0.24577862,2.142897812049307,[-1.36136   0.600657 -0.332344  0.276589 -0.318716  0.290957],[0. 0. 0.],18390,Bottle,Triangle
247,../shapes\Bottle\D00892.obj,2474,[0.09611912 0.048574   0.00052678],[0.09611932 0.04857399 0.00052678],[1. 1. 1.],0.59546894,1.7984950174935215,[-0.674448  1.01623  -0.151915  0.287525 -0.214476  0.213408],[0. 0. 0.],4940,Bottle,Triangle
248,../shapes\Bottle\D00940.obj,737,[-0.65731387  0.07755972 -0.00852539],[-0.6573143   0.07755975 -0.0085254 ],[1. 1. 1.],0.49570054,2.1125298882453287,[-1.07424   0.731591 -0.303107  0.475795 -0.398902  0.372505],[0. 0. 0.],1242,Bottle,Triangle
249,../shapes\Bottle\D00959.obj,479,[-0.13019035 -0.05132098 -0.00329868],[-0.13019039 -0.05132098 -0.00329868],[1. 1. 1.],0.5508963,1.5997218396031552,[-0.808843  0.69574  -0.275198  0.10899  -0.198302  0.186067],[0. 0. 0.],892,Bottle,Triangle
250,../shapes\Bottle\m482.obj,542,[0.15747132 0.71987585 0.16008398],[0.15747134 0.71987504 0.16008402],[1. 1. 1.],0.2832622,1.021935918978054,[0.025    0.289643 0.025    0.975    0.025    0.292987],[0. 0. 0.],950,Bottle,Triangle
251,../shapes\Bottle\m483.obj,371,[0.14456226 0.58543198 0.14323048],[0.14456217 0.58543265 0.14323042],[1. 1. 1.],0.3183929,1.0071055097809976,[0.025    0.261391 0.025    0.975    0.025    0.261391],[0. 0. 0.],620,Bottle,Triangle
252,../shapes\Bottle\m484.obj,460,[0.15731457 0.61072017 0.15703033],[0.15731458 0.6107199  0.15703036],[1. 1. 1.],0.3176781,1.020716155133965,[0.025    0.288882 0.025    0.975    0.025    0.28906 ],[0. 0. 0.],888,Bottle,Triangle
253,../shapes\Bottle\m485.obj,526,[0.1566123  0.73394643 0.15716687],[0.15661216 0.7339471  0.15716664],[1. 1. 1.],0.27198988,1.0210641058307153,[0.025    0.289643 0.025    0.975    0.025    0.289643],[0. 0. 0.],936,Bottle,Triangle
254,../shapes\Bottle\m486.obj,2101,[0.16270704 0.81752309 0.1609511 ],[0.16270685 0.81752384 0.1609508 ],[1. 1. 1.],0.23343271,1.027635735349816,[0.025    0.301499 0.025    0.975    0.025    0.302639],[0. 0. 0.],3894,Bottle,Triangle
255,../shapes\Bottle\m487.obj,133,[0.16920209 0.79208564 0.16920041],[0.16920206 0.7920852  0.16920042],[1. 1. 1.],0.24260505,1.033853863490606,[0.025    0.313404 0.025    0.975    0.025    0.313404],[0. 0. 0.],290,Bottle,Triangle
256,../shapes\Bottle\m488.obj,144,[0.65736447 0.20022365 0.2001068 ],[0.6573645  0.20022362 0.20010678],[1. 1. 1.],0.31286207,1.0713927590360595,[0.025    0.975    0.025    0.375332 0.025    0.375214],[0. 0. 0.],284,Bottle,Triangle
257,../shapes\Bottle\m489.obj,558,[0.18143296 0.5775167  0.17669883],[0.18143299 0.5775176  0.17669885],[1. 1. 1.],0.31213826,1.0469484698913551,[0.025    0.343244 0.025    0.975    0.025    0.328845],[0. 0. 0.],1055,Bottle,Triangle
258,../shapes\Bottle\m490.obj,574,[0.19415836 0.6084752  0.19425555],[0.19415838 0.6084764  0.19425552],[1. 1. 1.],0.26249707,1.0636986212029036,[0.025    0.363345 0.025    0.975    0.025    0.363345],[0. 0. 0.],1075,Bottle,Triangle
259,../shapes\Bottle\m491.obj,544,[0.2875586  0.53375973 0.23670126],[0.28755838 0.53375924 0.23670135],[1. 1. 1.],0.3085885,1.1711914307699236,[0.025    0.549945 0.025    0.975    0.025    0.465025],[0. 0. 0.],997,Bottle,Triangle
260,../shapes\Bottle\m492.obj,360,[0.16000349 0.16000242 0.43656578],[0.16000359 0.1600023  0.43656582],[1. 1. 1.],0.2101859,1.023868694140306,[0.025    0.295008 0.025    0.295005 0.025    0.975   ],[0. 0. 0.],724,Bottle,Triangle
261,../shapes\BuildingNonResidential\m382.obj,252,[0.48490849 0.23768645 0.52418859],[0.48490855 0.23768638 0.52418846],[1. 1. 1.],0.42550108,1.4715351841673519,[0.025    0.944817 0.025    0.670641 0.025    0.975   ],[0. 0. 0.],400,BuildingNonResidential,Triangle
262,../shapes\BuildingNonResidential\m383.obj,2328,[0.30635116 0.52953385 0.30788285],[0.30635104 0.52953035 0.30788225],[1. 1. 1.],0.28509602,1.2608035978559249,[0.025    0.63328  0.025    0.975    0.025    0.588135],[0. 0. 0.],4460,BuildingNonResidential,Triangle
263,../shapes\BuildingNonResidential\m384.obj,2984,[0.51554015 0.10284017 0.42597797],[0.5155403  0.10283918 0.42598003],[1. 1. 1.],0.21651787,1.2994363085608378,[0.025    0.975    0.025    0.289902 0.025    0.871086],[0. 0. 0.],4686,BuildingNonResidential,Triangle
264,../shapes\BuildingNonResidential\m385.obj,674,[0.49572043 0.3810317  0.3054272 ],[0.49572015 0.3810315  0.30542713],[1. 1. 1.],0.37540922,1.424167469371366,[0.025    0.899    0.025    0.975    0.025    0.626562],[0. 0. 0.],918,BuildingNonResidential,Triangle
265,../shapes\BuildingNonResidential\m386.obj,532,[0.56225359 0.37212818 0.49019611],[0.56225383 0.37212905 0.4901956 ],[1. 1. 1.],0.45451167,1.6118876253350118,[0.025    0.950794 0.025    0.975    0.025    0.940744],[0. 0. 0.],1008,BuildingNonResidential,Triangle
266,../shapes\BuildingNonResidential\m387.obj,844,[0.49999395 0.31346035 0.49081816],[0.49999383 0.3134622  0.490818  ],[1. 1. 1.],0.45509252,1.3647169160177772,[0.025    0.975    0.025    0.422906 0.025    0.920334],[0. 0. 0.],1668,BuildingNonResidential,Triangle
267,../shapes\BuildingNonResidential\m389.obj,2509,[0.5957771  0.42366754 0.33912021],[0.595775  0.4236659 0.3391203],[1. 1. 1.],0.35031694,1.344198042232068,[0.025    0.74158  0.025    0.975    0.025    0.650205],[0. 0. 0.],5100,BuildingNonResidential,Triangle
268,../shapes\BuildingNonResidential\m390.obj,40,[0.4803188  0.40935598 0.54215515],[0.48031884 0.40935594 0.54215515],[1. 1. 1.],0.4043538,1.433061480062321,[0.025    0.846817 0.032235 0.752337 0.025    0.952219],[0. 0. 0.],45,BuildingNonResidential,Triangle
269,../shapes\BuildingNonResidential\m391.obj,246,[0.3218956  0.17875231 0.68249576],[0.3218957  0.17875253 0.6824956 ],[1. 1. 1.],0.31617004,1.3604632880364578,[0.025    0.608136 0.025    0.804944 0.025    0.975   ],[0. 0. 0.],274,BuildingNonResidential,Triangle
270,../shapes\BuildingNonResidential\m392.obj,33,[0.2277147  0.44722224 0.18333312],[0.22771475 0.44722223 0.18333316],[1. 1. 1.],0.30338597,1.276524493418178,[0.025    0.816667 0.025    0.975    0.025    0.341667],[0. 0. 0.],80,BuildingNonResidential,Triangle
271,../shapes\BuildingNonResidential\m393.obj,241,[0.50214178 0.18664322 0.43324098],[0.5021416  0.18664336 0.43324077],[1. 1. 1.],0.31935346,1.3973720264220606,[0.025    0.975    0.025    0.635937 0.025    0.847742],[0. 0. 0.],326,BuildingNonResidential,Triangle
272,../shapes\BuildingNonResidential\m394.obj,750,[0.46701447 0.25820852 0.46910354],[0.46701393 0.2582075  0.46910337],[1. 1. 1.],0.47516423,1.5584024798656875,[0.025    0.898423 0.025    0.975    0.025    0.898642],[0. 0. 0.],1246,BuildingNonResidential,Triangle
273,../shapes\BuildingNonResidential\m395.obj,630,[0.47943034 0.32266873 0.49929891],[0.47942993 0.32267    0.4992984 ],[1. 1. 1.],0.46435168,1.6184594813859392,[0.025    0.928504 0.025    0.973995 0.025    0.975   ],[0. 0. 0.],696,BuildingNonResidential,Triangle
274,../shapes\BuildingNonResidential\m396.obj,445,[0.4484767  0.21878975 0.44669098],[0.44847658 0.21879038 0.4466909 ],[1. 1. 1.],0.37662846,1.5487534999741548,[0.025    0.949627 0.025    0.975    0.025    0.825751],[0. 0. 0.],470,BuildingNonResidential,Triangle
275,../shapes\BuildingNonResidential\m397.obj,1362,[0.50514834 0.29697824 0.49832594],[0.50514764 0.29697806 0.49832618],[1. 1. 1.],0.31500614,1.6184905852433418,[0.025    0.975    0.025    0.927504 0.025    0.974999],[0. 0. 0.],2680,BuildingNonResidential,Triangle
276,../shapes\BuildingNonResidential\m398.obj,498,[0.44646518 0.31491276 0.69815836],[0.44646537 0.3149131  0.69815737],[1. 1. 1.],0.31677854,1.413684059165623,[0.025    0.870248 0.025    0.642704 0.025    0.975   ],[0. 0. 0.],936,BuildingNonResidential,Triangle
277,../shapes\BuildingNonResidential\m399.obj,7530,[0.50001177 0.30825599 0.49896448],[0.5000116  0.30825847 0.49895936],[1. 1. 1.],0.34397826,1.4621182142133606,[0.025    0.975    0.025    0.607391 0.025    0.971631],[0. 0. 0.],13536,BuildingNonResidential,Triangle
278,../shapes\BuildingNonResidential\m400.obj,488,[0.40122822 0.26937042 0.65030812],[0.40122864 0.26937085 0.6503089 ],[1. 1. 1.],0.34356838,1.4329248352679074,[0.025    0.778448 0.025    0.788603 0.025    0.975   ],[0. 0. 0.],840,BuildingNonResidential,Triangle
279,../shapes\BuildingNonResidential\m401.obj,6936,[0.5309287  0.09719375 0.41949154],[0.5309283  0.09719396 0.4194899 ],[1. 1. 1.],0.22921446,1.3556632123385248,[0.025   0.975   0.025   0.20617 0.025   0.975  ],[0. 0. 0.],13373,BuildingNonResidential,Triangle
280,../shapes\BuildingNonResidential\m402.obj,21288,[0.33115523 0.2671983  0.34945267],[0.33116496 0.26719847 0.3494529 ],[1. 1. 1.],0.31144586,1.3051580336959678,[0.025    0.65003  0.025    0.975    0.025    0.665527],[0. 0. 0.],41661,BuildingNonResidential,Triangle
281,../shapes\BuildingNonResidential\m404.obj,1054,[0.3627124  0.19943793 0.42675842],[0.36271247 0.1994378  0.426758  ],[1. 1. 1.],0.24308994,1.2585693884271147,[0.025    0.975    0.025    0.427949 0.025    0.745506],[0. 0. 0.],2752,BuildingNonResidential,Triangle
282,../shapes\BuildingNonResidential\m405.obj,21009,[0.49712075 0.40742168 0.4963143 ],[0.49711666 0.40742308 0.4963179 ],[1. 1. 1.],0.45037493,1.568633659376267,[0.025    0.975    0.025    0.869668 0.025    0.944047],[0. 0. 0.],41835,BuildingNonResidential,Triangle
283,../shapes\BuildingNonResidential\m406.obj,7328,[0.36549113 0.36694181 0.352448  ],[0.36549142 0.36694247 0.35244745],[1. 1. 1.],0.27322003,1.3380231519317645,[0.025    0.703779 0.025    0.975    0.025    0.678502],[0. 0. 0.],13892,BuildingNonResidential,Triangle
284,../shapes\BuildingNonResidential\m407.obj,229,[0.41166101 0.55488054 0.38955454],[0.41166085 0.55488044 0.3895545 ],[1. 1. 1.],0.3436671,1.4270832397548174,[0.025    0.799381 0.025    0.975    0.025    0.756027],[0. 0. 0.],404,BuildingNonResidential,Triangle
285,../shapes\BuildingNonResidential\m408.obj,1252,[0.33501993 0.30568485 0.51355095],[0.3350203 0.3056854 0.5135501],[1. 1. 1.],0.32012093,1.2685492662718765,[0.025    0.644812 0.025    0.592935 0.025    0.975   ],[0. 0. 0.],2372,BuildingNonResidential,Triangle
286,../shapes\BuildingNonResidential\m409.obj,1509,[0.8017344  0.09644779 0.27650318],[0.80173445 0.09644818 0.27650362],[1. 1. 1.],0.19041932,1.1865162417480584,[0.025    0.975    0.025    0.221457 0.025    0.708173],[0. 0. 0.],1988,BuildingNonResidential,Triangle
287,../shapes\BuildingNonResidential\m410.obj,1217,[0.51822321 0.1471755  0.44370751],[0.51822287 0.14717574 0.4437073 ],[1. 1. 1.],0.27675116,1.3871194539284373,[0.025    0.975    0.025    0.441981 0.025    0.945721],[0. 0. 0.],2076,BuildingNonResidential,Triangle
288,../shapes\BuildingNonResidential\m412.obj,1990,[0.52879985 0.07151942 0.29792553],[0.5287999  0.07151968 0.29792532],[1. 1. 1.],0.2267405,1.072332372920878,[0.025    0.975    0.025    0.12811  0.025    0.511585],[0. 0. 0.],2820,BuildingNonResidential,Triangle
289,../shapes\BuildingNonResidential\m413.obj,3749,[0.49653947 0.43282155 0.45774531],[0.496538   0.4328292  0.45774513],[1. 1. 1.],0.4187375,1.539600276490895,[0.025    0.975    0.025    0.880604 0.025    0.882794],[0. 0. 0.],7282,BuildingNonResidential,Triangle
290,../shapes\BuildingNonResidential\m414.obj,1056,[0.5        0.39275652 0.5       ],[0.49999994 0.39275625 0.4999986 ],[1. 1. 1.],0.5277539,1.5145124681733184,[0.025    0.975    0.025    0.724105 0.025    0.975   ],[0. 0. 0.],1944,BuildingNonResidential,Triangle
291,../shapes\BuildingNonResidential\m415.obj,508,[0.3609982  0.23656093 0.36968121],[0.3609982  0.23656009 0.36968037],[1. 1. 1.],0.26663214,1.2418460042428328,[0.025    0.695588 0.025    0.460882 0.025    0.975   ],[0. 0. 0.],956,BuildingNonResidential,Triangle
292,../shapes\BuildingNonResidential\m416.obj,7056,[0.27003546 0.20912331 0.4982058 ],[0.27003562 0.20911764 0.49820584],[1. 1. 1.],0.24710469,1.1372868885927605,[0.025    0.515574 0.025    0.412632 0.025    0.975   ],[0. 0. 0.],13542,BuildingNonResidential,Triangle
293,../shapes\BuildingNonResidential\m418.obj,1576,[0.36904097 0.33619408 0.49990763],[0.36904168 0.3361945  0.49990585],[1. 1. 1.],0.49999946,1.3265136965479283,[0.025    0.713878 0.025    0.643535 0.025    0.975   ],[0. 0. 0.],2836,BuildingNonResidential,Triangle
294,../shapes\BuildingNonResidential\m420.obj,7226,[0.34483496 0.16867019 0.59326938],[0.34483722 0.16866805 0.5932698 ],[1. 1. 1.],0.37953752,1.2061845642041709,[0.025    0.66475  0.025    0.403287 0.025    0.975   ],[0. 0. 0.],12960,BuildingNonResidential,Triangle
295,../shapes\BuildingNonResidential\m421.obj,6853,[0.30398664 0.15152801 0.5003512 ],[0.30398548 0.15152603 0.50035274],[1. 1. 1.],0.3689874,1.1449650828536522,[0.025    0.587413 0.025    0.32854  0.025    0.975   ],[0. 0. 0.],11000,BuildingNonResidential,Triangle
296,../shapes\BuildingNonResidential\m470.obj,14464,[0.10101547 0.37186945 0.87089868],[0.10101558 0.37188065 0.8709021 ],[1. 1. 1.],0.1862082,1.1544651721445847,[0.025    0.191721 0.025    0.659424 0.025    0.975   ],[0. 0. 0.],28562,BuildingNonResidential,Triangle
297,../shapes\BuildingNonResidential\m471.obj,118,[0.13899975 0.6758309  0.13944169],[0.13899972 0.67583054 0.13944168],[1. 1. 1.],0.20204702,1.000727287615364,[0.025    0.253    0.025    0.975    0.025    0.241728],[0. 0. 0.],248,BuildingNonResidential,Triangle
298,../shapes\BuildingNonResidential\m472.obj,358,[0.25227278 0.57593964 0.25227277],[0.25227293 0.57593995 0.25227293],[1. 1. 1.],0.28619823,1.1470494273346405,[0.025    0.479545 0.025    0.975    0.025    0.479545],[0. 0. 0.],704,BuildingNonResidential,Triangle
299,../shapes\BuildingNonResidential\m474.obj,1361,[0.49642377 0.17381726 0.50055604],[0.4964237  0.17381774 0.5005552 ],[1. 1. 1.],0.65313894,1.5617915289371693,[0.025    0.968491 0.025    0.829063 0.025    0.975   ],[0. 0. 0.],2670,BuildingNonResidential,Triangle
300,../shapes\BuildingNonResidential\m475.obj,112,[0.5725868  0.15612943 0.57254891],[0.5725869  0.15612945 0.57254887],[1. 1. 1.],0.21412861,1.435866166556967,[0.025    0.975    0.025    0.531667 0.025    0.975   ],[0. 0. 0.],178,BuildingNonResidential,Triangle
301,../shapes\BuildingNonResidential\m477.obj,1047,[0.64492268 0.13336496 0.21502598],[0.6449227  0.13336498 0.21502593],[1. 1. 1.],0.15257256,1.0610567460884541,[0.025    0.975    0.025    0.305965 0.025    0.405   ],[0. 0. 0.],1708,BuildingNonResidential,Triangle
302,../shapes\BuildingNonResidential\m478.obj,1750,[0.50205409 0.13681698 0.4382716 ],[0.5020542  0.1368173  0.43827188],[1. 1. 1.],0.27552134,1.2666061797091033,[0.025    0.975    0.025    0.167204 0.025    0.850572],[0. 0. 0.],2980,BuildingNonResidential,Triangle
303,../shapes\BuildingNonResidential\m479.obj,648,[0.49999999 0.16632745 0.2722304 ],[0.4999999  0.16632773 0.2722301 ],[1. 1. 1.],0.27664268,1.1053069109604825,[0.025    0.975    0.025    0.298318 0.025    0.51947 ],[0. 0. 0.],1056,BuildingNonResidential,Triangle
304,../shapes\BuildingNonResidential\m481.obj,473,[0.50000001 0.1553413  0.50001387],[0.49999988 0.15534139 0.50001395],[1. 1. 1.],0.26584738,1.3568714678598464,[0.025 0.975 0.025 0.215 0.025 0.975],[0. 0. 0.],760,BuildingNonResidential,Triangle
305,../shapes\Bus\D00084.obj,12919,[1.5361942  1.709475   1.85667397],[1.5361906 1.7094766 1.8566716],[1. 1. 1.],9.276061,26.55747075275203,[ -1.27166    4.24847  -10.3559    14.7305    -0.038539   6.70683 ],[0. 0. 0.],75870,Bus,Triangle
306,../shapes\Bus\D00114.obj,7643,[3.23619981 1.12697567 1.6931597 ],[3.2361984 1.1269819 1.6931567],[1. 1. 1.],2.6357038,8.199614830728764,"[-2.40609e-05  6.85437e+00  2.99705e-02  2.27924e+00  0.00000e+00
  3.89766e+00]",[0. 0. 0.],53259,Bus,Triangle
307,../shapes\Bus\D00151.obj,9415,[4.29054779 6.1560546  1.67401519],[4.290531  6.1560373 1.6740113],[1. 1. 1.],3.7138426,14.312490128196316,[2.48649e+00 5.83221e+00 1.91326e-01 1.34614e+01 7.63302e-03 4.19794e+00],[0. 0. 0.],54282,Bus,Triangle
