Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Vertices_bin,Source
575,575,575,575,../shapes/ComputerKeyboard/D00990.obj,1646,[0.22232564 0.06719933 0.02802484],[0.22232586 0.06719909 0.02802486],[1. 1. 1.],0.121976055,0.471998812817552,[0.       0.4445   0.       0.1524   0.       0.044462],[0. 0. 0.],9150,ComputerKeyboard,Triangle,[1.73145167e-02 1.31774518e-03 1.39036125e-05],"[[ 9.99491298e-01  3.18854396e-02 -6.81657428e-04]
 [ 3.12711009e-02 -9.83985583e-01 -1.75483590e-01]
 [ 6.26611251e-03 -1.75373005e-01  9.84482120e-01]]","(1288.0, 6824.0]",Subset
562,562,562,562,../shapes/ComputerKeyboard/D00420.obj,11072,[ 0.34447982 -0.11938613  0.02267925],[ 0.34447935 -0.11938557  0.02267934],[1. 1. 1.],0.18965405,0.7452010734522913,"[ 0.00000e+00  6.98511e-01 -2.42249e-01  0.00000e+00 -5.00000e-04
  9.28940e-02]",[0. 0. 0.],45807,ComputerKeyboard,Triangle,[0.03988723 0.00319938 0.00024938],"[[ 0.99381821 -0.10942402 -0.0187548 ]
 [-0.11039407 -0.99192351 -0.06245714]
 [ 0.01176901 -0.06414146  0.99787142]]","(6824.0, 11072.0]",Subset
571,571,571,571,../shapes/ComputerKeyboard/D00676.obj,7956,[2.6253547  1.60613884 0.0620946 ],[2.6253572  1.6061332  0.06209447],[1. 1. 1.],1.6369755,6.303074165215015,[ 0.        5.6      -0.180873  2.68959  -0.182521  0.176906],[0. 0. 0.],42939,ComputerKeyboard,Triangle,[2.60340559 0.52156174 0.00940643],"[[ 0.99963536  0.02620125  0.00652986]
 [ 0.02636132 -0.99932031 -0.02576829]
 [-0.00585026 -0.02593103  0.99964662]]","(6824.0, 11072.0]",Subset
602,602,602,602,../shapes/Cup/m500.obj,71,[0.49232003 0.46093097 0.60824507],[0.49232006 0.46093088 0.60824496],[1. 1. 1.],0.38250512,1.5925437044510873,[0.025    0.95964  0.025    0.896862 0.025    0.975   ],[0. 0. 0.],138,Cup,Triangle,[0.04366405 0.09821374 0.04304633],"[[ 1.00000000e+00 -1.60881696e-07 -6.75774845e-13]
 [-6.91581051e-13 -9.82474155e-08 -1.00000000e+00]
 [-1.60881696e-07 -1.00000000e+00  9.82474160e-08]]","(70.999, 827.333]",Subset
604,604,604,604,../shapes/Cup/m502.obj,752,[0.34915729 0.53203586 0.34941098],[0.34915745 0.53203523 0.34941098],[1. 1. 1.],0.3636578,1.3219373341476952,[0.025    0.675007 0.025    0.975    0.025    0.675007],[0. 0. 0.],1500,Cup,Triangle,[0.09657656 0.02840372 0.02860205],"[[ 0.00304887  0.97903693  0.20365999]
 [ 0.99998737 -0.00379876  0.00329123]
 [-0.00399589 -0.20364738  0.97903615]]","(70.999, 827.333]",Subset
581,581,581,581,../shapes/Cup/D00270.obj,2687,[ 0.18650847  0.08653803 -0.00142144],[ 0.18650803  0.08653808 -0.00142144],[1. 1. 1.],0.5681605,1.9458943629758825,[-0.859396  0.744707 -0.307058  0.474676 -0.394061  0.381987],[0. 0. 0.],5022,Cup,Triangle,[0.32127116 0.03169024 0.03046516],"[[ 0.99980502  0.01779213 -0.00856545]
 [ 0.01795624 -0.99964898  0.0194803 ]
 [ 0.00821584  0.0196303   0.99977355]]","(827.333, 3575.333]",Subset
591,591,591,591,../shapes/Cup/D00642.obj,1686,[ 0.0149758  -0.04025763 -0.01109251],[ 0.0149759  -0.04025756 -0.01109251],[1. 1. 1.],0.52223784,1.9627685274568127,[-0.835482  0.97391  -0.301635  0.236074 -0.282773  0.255214],[0. 0. 0.],3036,Cup,Triangle,[0.33051515 0.01564419 0.01469267],"[[ 0.99990118 -0.01294073 -0.00549312]
 [-0.01382685 -0.97587143 -0.21790769]
 [ 0.00254069 -0.21796211  0.97595393]]","(827.333, 3575.333]",Subset
588,588,588,588,../shapes/Cup/D00550.obj,13747,[-0.40427398 -0.02961076 -0.00745819],[-0.40427384 -0.02961055 -0.00745826],[1. 1. 1.],0.5027976,1.887660252931333,[-0.714203  0.774792 -0.516739  0.344814 -0.396915  0.380183],[0. 0. 0.],24928,Cup,Triangle,[0.24110339 0.04000467 0.03964993],"[[ 0.99213571 -0.12462784  0.01160304]
 [-0.1249104  -0.99177051  0.02808303]
 [-0.00800762  0.02931152  0.99953825]]","(3575.333, 13747.0]",Subset
590,590,590,590,../shapes/Cup/D00638.obj,6786,[0.07534505 0.09354071 0.00113403],[0.07534499 0.09354059 0.00113403],[1. 1. 1.],0.5481819,1.9835822670054444,[-0.540268  0.960222 -0.392506  0.524391 -0.463908  0.453931],[0. 0. 0.],13568,Cup,Triangle,[0.27074552 0.04824444 0.04821411],"[[ 0.99883892  0.03967952  0.0273195 ]
 [ 0.04709952 -0.6851839  -0.72684569]
 [ 0.01012201 -0.7272885   0.68625723]]","(3575.333, 13747.0]",Subset
618,618,618,618,../shapes/DeskLamp/D00693.obj,655,[-0.4194411   0.05568591 -0.00737292],[-0.41944113  0.0556859  -0.00737292],[1. 1. 1.],0.47686625,2.060098479770028,[-1.07987   0.780756 -0.23138   0.4341   -0.309121  0.273299],[0. 0. 0.],1224,DeskLamp,Triangle,[0.30516515 0.02318664 0.01473038],"[[ 0.9992329  -0.03912249  0.0017465 ]
 [-0.03913778 -0.99608476  0.07926787]
 [ 0.00136149  0.07927542  0.99685182]]","(68.999, 699.0]",Subset
619,619,619,619,../shapes/DeskLamp/D00698.obj,615,[ 0.2523218  -0.08332941 -0.03739529],[ 0.25232184 -0.08332939 -0.03739529],[1. 1. 1.],0.4617599,1.9644026648797257,[-0.887514  0.766981 -0.490664  0.360029 -0.27815   0.3526  ],[0. 0. 0.],1044,DeskLamp,Triangle,[0.24453625 0.0240214  0.02135688],"[[-0.99302665 -0.10341086 -0.05660619]
 [-0.11695656  0.80386007  0.58320678]
 [ 0.01480646 -0.58576034  0.81034905]]","(68.999, 699.0]",Subset
627,627,627,627,../shapes/DeskLamp/m604.obj,1316,[0.28121857 0.42446956 0.09070442],[0.28121865 0.42446956 0.09070435],[1. 1. 1.],0.3082006,1.17219141404487,[0.025    0.69906  0.025    0.975    0.025    0.156056],[0. 0. 0.],2333,DeskLamp,Triangle,[0.02334357 0.08866092 0.00269099],"[[ 9.99652239e-01 -2.63616226e-02 -6.81946893e-04]
 [-2.63628002e-02 -9.99650857e-01 -1.77961492e-03]
 [ 6.34795259e-04 -1.79697406e-03  9.99998184e-01]]","(699.0, 3558.0]",Subset
630,630,630,630,../shapes/DeskLamp/m608.obj,699,[0.39319988 0.43808957 0.4707244 ],[0.39320043 0.43809023 0.47072417],[1. 1. 1.],0.41754553,1.4908810379799535,[0.025    0.759984 0.025    0.90819  0.025    0.975   ],[0. 0. 0.],1314,DeskLamp,Triangle,[0.11747105 0.04275797 0.02237337],"[[ 0.00304955  0.99999477  0.00107667]
 [ 0.95823531 -0.00261431 -0.28596899]
 [ 0.28596468 -0.00190378  0.95823827]]","(699.0, 3558.0]",Subset
636,636,636,636,../shapes/DeskLamp/m616.obj,14129,[0.36348322 0.51521497 0.23877499],[0.3634851  0.51521623 0.23877594],[1. 1. 1.],0.37833625,1.2795540218330028,[0.025    0.773417 0.025    0.975    0.025    0.442888],[0. 0. 0.],28358,DeskLamp,Triangle,[0.12257813 0.02208545 0.00195031],"[[ 2.68416694e-01 -9.63058199e-01 -2.17113530e-02]
 [-9.63281939e-01 -2.68491356e-01  5.45724677e-04]
 [ 6.35487523e-03 -2.07676726e-02  9.99764132e-01]]","(3558.0, 22837.0]",Subset
607,607,607,607,../shapes/DeskLamp/D00090.obj,6516,[0.04763536 0.09011369 0.00587937],[0.04763545 0.09011374 0.00587936],[1. 1. 1.],0.52553034,2.2618593509016027,[-0.875     0.735197 -0.686618  0.781815 -0.296137  0.30965 ],[0. 0. 0.],11216,DeskLamp,Triangle,[0.19759788 0.09936342 0.00402104],"[[-9.71949201e-01  2.35190637e-01  3.38271250e-04]
 [ 2.35190229e-01  9.71948889e-01 -9.55193098e-04]
 [ 5.53434839e-04  8.48841076e-04  9.99999487e-01]]","(3558.0, 22837.0]",Subset
644,644,644,644,../shapes/DeskPhone/D00486.obj,1699,[-0.15314528 -0.12220899 -0.02001298],[-0.15314536 -0.12220909 -0.02001298],[1. 1. 1.],0.4327226,2.167263822889678,[-0.754318  0.968448 -0.637186  0.494299 -0.378441  0.291523],[0. 0. 0.],3314,DeskPhone,Triangle,[0.19394985 0.07823865 0.00328164],"[[ 0.99355237  0.10528701  0.04205158]
 [ 0.10421687 -0.99419119  0.02688351]
 [-0.0446378   0.02232769  0.99875369]]","(530.999, 4053.667]",Subset
651,651,651,651,../shapes/DeskPhone/D00829.obj,3870,[-0.04043425  0.00761558 -0.03322124],[-0.0404342   0.00761563 -0.03322122],[1. 1. 1.],0.39944857,2.5642000606986968,[-0.90569   0.924361 -0.910352  0.795984 -0.438572  0.122189],[0. 0. 0.],7692,DeskPhone,Triangle,[0.11843079 0.08832434 0.00527579],"[[ 0.53824196 -0.84212203 -0.03355718]
 [-0.84199935 -0.53558567 -0.06469221]
 [-0.03650599 -0.06307518  0.99734088]]","(530.999, 4053.667]",Subset
647,647,647,647,../shapes/DeskPhone/D00576.obj,13619,[-0.00229517  0.05038184  0.05530879],[-0.0022956   0.05038157  0.05530862],[1. 1. 1.],0.36109558,1.8750334723409283,[-0.755345  0.819921 -0.473597  0.471047 -0.179611  0.197132],[0. 0. 0.],26647,DeskPhone,Triangle,[0.11072289 0.05104885 0.00340264],"[[ 0.98550981 -0.15522723  0.06837334]
 [-0.15623448 -0.98767328  0.0096065 ]
 [-0.06603933  0.02014957  0.99761355]]","(4053.667, 21556.333]",Subset
639,639,639,639,../shapes/DeskPhone/D00154.obj,17247,[-0.16242347 -0.1486949  -0.0134425 ],[-0.16242303 -0.14869393 -0.0134425 ],[1. 1. 1.],0.4150901,1.938189179317925,[-0.633179  0.967745 -0.637106  0.42905  -0.131654  0.106948],[0. 0. 0.],22944,DeskPhone,Triangle,[0.12990412 0.06406625 0.00101701],"[[ 0.86971116 -0.49277019 -0.02792932]
 [-0.49317193 -0.86987956 -0.00953886]
 [ 0.01959468 -0.02207001  0.99956439]]","(4053.667, 21556.333]",Subset
653,653,653,653,../shapes/DeskPhone/D00897.obj,27510,[ 0.18238933 -0.05322525 -0.05344969],[ 0.18238844 -0.05322557 -0.05344937],[1. 1. 1.],0.49321732,2.151310138079588,[-1.01916   0.870804 -0.589814  0.353758 -0.242044  0.165194],[0. 0. 0.],53857,DeskPhone,Triangle,[0.22914673 0.00528756 0.05118211],"[[ 0.99983811  0.01621097  0.00780818]
 [ 0.00970206 -0.12024761 -0.99269652]
 [ 0.01515366 -0.99261156  0.12038542]]","(21556.333, 48093.0]",Subset
643,643,643,643,../shapes/DeskPhone/D00403.obj,27361,[ 0.14802755 -0.1564917  -0.06891992],[ 0.14802675 -0.15649195 -0.06891975],[1. 1. 1.],0.4080879,2.283399758530637,[-1.14834   0.542027 -0.4665    0.579623 -0.300472  0.823005],[0. 0. 0.],54523,DeskPhone,Triangle,[0.15485546 0.03401775 0.01089089],"[[ 0.94117584 -0.33293484  0.0578138 ]
 [-0.32059944 -0.93384407 -0.15859146]
 [-0.10678969 -0.13072738  0.9856502 ]]","(21556.333, 48093.0]",Subset
692,692,692,692,../shapes/Door/m1724.obj,124,[0.31171791 0.62947525 0.07015932],[0.31171802 0.6294754  0.07015933],[1. 1. 1.],0.32112682,1.1214982371029365,[0.025    0.61576  0.025    0.975    0.025    0.104125],[0. 0. 0.],252,Door,Triangle,[0.04107218 0.08753547 0.00031095],"[[ 9.99796626e-01  2.01644578e-02  3.17330137e-04]
 [ 2.00968534e-02 -9.97508784e-01  6.76190974e-02]
 [-1.68004203e-03  6.75989681e-02  9.97711159e-01]]","(15.999, 312.0]",Subset
676,676,676,676,../shapes/Door/D01194.obj,18,[0.03280911 0.5358721  0.26965089],[0.03280911 0.53587204 0.2696509 ],[1. 1. 1.],0.4753268,1.075038743564498,[0.025     0.0373238 0.025     0.975     0.025     0.528047 ],[0. 0. 0.],18,Door,Triangle,[1.27672999e-05 3.40679369e-02 2.10145440e-01],"[[-9.99969152e-01  7.81788581e-03 -7.58930449e-04]
 [ 6.14827316e-04 -1.84184342e-02 -9.99830177e-01]
 [ 7.83053646e-03  9.99799801e-01 -1.84130593e-02]]","(15.999, 312.0]",Subset
660,660,660,660,../shapes/Door/D01058.obj,858,[0.26472824 0.72728589 0.09531002],[0.26472816 0.7272854  0.09531021],[1. 1. 1.],0.36342245,1.0758468708612354,[0.025    0.521695 0.025    0.975    0.025    0.115777],[0. 0. 0.],1617,Door,Triangle,[0.11656027 0.0399178  0.00051135],"[[ 0.06088109  0.99813488  0.00449975]
 [ 0.99746206 -0.06067207 -0.03726051]
 [ 0.036918   -0.00675679  0.99929546]]","(312.0, 871.0]",Subset
658,658,658,658,../shapes/Door/D01029.obj,456,[0.23421428 0.52202714 0.17691126],[0.23421426 0.522027   0.17691122],[1. 1. 1.],0.123380914,1.1131864184686415,[0.025    0.545253 0.025    0.975    0.025    0.281945],[0. 0. 0.],894,Door,Triangle,[0.00343882 0.00701207 0.01497442],"[[-0.61370538 -0.7894815   0.00920132]
 [ 0.01480978 -0.02316291 -0.999622  ]
 [-0.78939621  0.61333713 -0.02590725]]","(312.0, 871.0]",Subset
682,682,682,682,../shapes/Door/m1713.obj,6044,[0.22889546 0.51648428 0.0560791 ],[0.22889566 0.51648426 0.05607913],[1. 1. 1.],0.2142955,1.036050378412788,[0.025    0.43396  0.025    0.975    0.025    0.085432],[0. 0. 0.],11464,Door,Triangle,[0.01099763 0.04797942 0.00011354],"[[ 1.00000000e+00  1.66836693e-06  1.76674978e-06]
 [ 1.66809314e-06 -9.99999988e-01  1.54954502e-04]
 [-1.76700828e-06  1.54954499e-04  9.99999988e-01]]","(871.0, 6044.0]",Subset
690,690,690,690,../shapes/Door/m1722.obj,1336,[0.08507187 0.4320463  0.11972206],[0.08507189 0.4320468  0.11972249],[1. 1. 1.],0.08715307,1.1312520074501278,[0.025    0.609224 0.025    0.975    0.025    0.214508],[0. 0. 0.],2620,Door,Triangle,[0.00838118 0.00439041 0.00284654],"[[ 1.33657793e-01  9.91016439e-01  4.69159265e-03]
 [ 9.91027484e-01 -1.33657947e-01 -2.82115210e-04]
 [-3.47487833e-04 -4.68720416e-03  9.99988955e-01]]","(871.0, 6044.0]",Subset
715,715,715,715,../shapes/Drum/D00596.obj,169,[ 0.01344002 -0.0012101   0.39989873],[ 0.01344002 -0.0012101   0.39989883],[1. 1. 1.],3.0791464,9.192365705466374,[-2.290357  2.290357 -2.290357  2.290357 -3.484019  3.037768],[0. 0. 0.],1329,Drum,Triangle,[6.38002973 2.04846663 2.01771006],"[[ 2.03543894e-03 -9.95969061e-01  8.96743392e-02]
 [-1.83264991e-04  8.96741519e-02  9.95971141e-01]
 [ 9.99997912e-01  2.04367261e-03  6.77484819e-17]]","(35.999, 513.0]",Subset
713,713,713,713,../shapes/Drum/D00551.obj,240,[2.83303618 1.7379802  0.7260783 ],[2.8330314 1.7379806 0.7260783],[1. 1. 1.],0.73347,2.1561756264728738,[2.50802  3.164967 1.011902 2.464058 0.       1.452156],[0. 0. 0.],1572,Drum,Triangle,[0.08396382 0.22901099 0.22901102],"[[-1.00000000e+00  2.70713109e-10  6.22184308e-11]
 [-1.30779466e-10 -6.56467036e-01  7.54354712e-01]
 [-2.45058058e-10 -7.54354711e-01 -6.56467036e-01]]","(35.999, 513.0]",Subset
708,708,708,708,../shapes/Drum/D00298.obj,1609,[-0.04537978  1.06662236  0.77692216],[-0.04537978  1.0666227   0.77692336],[1. 1. 1.],0.40542892,1.6236769736632437,[-0.411341  0.321155  0.700202  1.431571  0.        1.25095 ],[0. 0. 0.],9414,Drum,Triangle,[0.06930724 0.05359747 0.05356763],"[[ 0.02075491 -0.99651471  0.08079401]
 [-0.0188381  -0.08118686 -0.99652086]
 [-0.9996071  -0.01916069  0.02045747]]","(513.0, 3805.0]",Subset
706,706,706,706,../shapes/Drum/D00193.obj,1800,[0.62938055 0.65018692 0.5333365 ],[0.62938017 0.6501856  0.5333349 ],[1. 1. 1.],0.5538157,1.5383143929315823,[ 0.251542  1.007219  0.272348  1.028025 -0.017463  1.089025],[0. 0. 0.],11628,Drum,Triangle,[0.06617526 0.06617523 0.19272825],"[[-8.50044780e-01  5.26710426e-01  8.33073790e-12]
 [ 5.26710426e-01  8.50044780e-01  3.79139719e-12]
 [ 5.08453182e-12 -7.61074392e-12  1.00000000e+00]]","(513.0, 3805.0]",Subset
719,719,719,719,../shapes/Drum/D00980.obj,5653,[0.29103719 0.29230117 0.49884976],[0.29103935 0.29230145 0.498847  ],[1. 1. 1.],0.40992612,1.2641566083606584,[0.     0.5834 0.     0.5834 0.     0.9578],[0. 0. 0.],33699,Drum,Triangle,[0.09753304 0.03939398 0.04180173],"[[-5.61692034e-03 -9.99984108e-01  4.84371701e-04]
 [-4.79160067e-03 -4.57459321e-04 -9.99988416e-01]
 [-9.99972745e-01  5.61917618e-03  4.78895501e-03]]","(3805.0, 8433.0]",Subset
710,710,710,710,../shapes/Drum/D00375.obj,4790,[0.27952942 0.00416828 0.28387635],[0.27952963 0.00416825 0.28387788],[1. 1. 1.],0.35357338,1.2071207935684525,[-0.015297  0.501016 -0.439469  0.461281 -0.008625  0.607176],[0. 0. 0.],30513,Drum,Triangle,[0.02831409 0.04549678 0.05559273],"[[-0.9654572  -0.25912189  0.02735408]
 [-0.02982299  0.00560096 -0.9995395 ]
 [-0.25884936  0.96582839  0.01313528]]","(3805.0, 8433.0]",Subset
731,731,731,731,../shapes/Fish/D00450.obj,3784,[-0.14162745 -0.02067792 -0.00695057],[-0.14162733 -0.02067793 -0.00695055],[1. 1. 1.],0.43368366,1.9960349586171635,[-1.0845    0.656868 -0.375535  0.3473   -0.333079  0.322133],[0. 0. 0.],6348,Fish,Triangle,[0.19626713 0.01917004 0.01162163],"[[ 0.99885711 -0.04775012  0.00209708]
 [-0.04734318 -0.99446436 -0.09380442]
 [-0.00656464 -0.09359793  0.99558844]]","(3047.999, 3796.0]",Subset
740,740,740,740,../shapes/Fish/D00950.obj,3427,[-0.14432432 -0.00997408 -0.00795104],[-0.14432418 -0.00997407 -0.00795106],[1. 1. 1.],0.45607817,2.106316157466256,[-1.0048    0.653998 -0.320455  0.364705 -0.549373  0.55313 ],[0. 0. 0.],5798,Fish,Triangle,[0.21744574 0.01748048 0.00896828],"[[ 0.99979623 -0.0201215   0.00162057]
 [-0.01986429 -0.9949445  -0.09844216]
 [-0.00359318 -0.09838991  0.99514145]]","(3047.999, 3796.0]",Subset
730,730,730,730,../shapes/Fish/D00398.obj,3820,[ 0.15598643  0.03329284 -0.01048576],[ 0.15598647  0.03329285 -0.01048575],[1. 1. 1.],0.42752373,1.9299575313668684,[-0.659736  1.04382  -0.352784  0.415455 -0.256018  0.226104],[0. 0. 0.],6412,Fish,Triangle,[0.19011301 0.02011782 0.00893188],"[[ 0.9992274  -0.03867959 -0.00696412]
 [-0.03797931 -0.99590598  0.08202952]
 [ 0.01010848  0.08170165  0.99660557]]","(3796.0, 3997.333]",Subset
722,722,722,722,../shapes/Fish/D00022.obj,3912,[-0.16422761 -0.02088847 -0.00883397],[-0.1642276  -0.02088848 -0.00883397],[1. 1. 1.],0.4631115,2.05618102647928,[-1.13572   0.686773 -0.372513  0.440886 -0.253468  0.241286],[0. 0. 0.],6524,Fish,Triangle,[0.23122376 0.02068509 0.00775602],"[[ 9.99067343e-01 -4.31789611e-02  1.44974445e-04]
 [-4.31212329e-02 -9.97894313e-01 -4.84509898e-02]
 [-2.23673258e-03 -4.83995502e-02  9.98825551e-01]]","(3796.0, 3997.333]",Subset
737,737,737,737,../shapes/Fish/D00748.obj,5046,[-0.13629522 -0.02768301 -0.00778815],[-0.136295   -0.027683   -0.00778817],[1. 1. 1.],0.49115434,1.989370635333042,[-1.05002   0.736929 -0.40181   0.303088 -0.263805  0.253426],[0. 0. 0.],8098,Fish,Triangle,[0.263847   0.01811633 0.00741906],"[[ 0.99908516 -0.04275189  0.00105926]
 [-0.04255639 -0.99634982 -0.07399992]
 [-0.00421903 -0.07388714  0.99725768]]","(3997.333, 5046.0]",Subset
727,727,727,727,../shapes/Fish/D00251.obj,4006,[-0.19603878 -0.04947969 -0.01565807],[-0.19603893 -0.04947972 -0.01565806],[1. 1. 1.],0.47772074,2.1645833986708416,[-1.12676   0.56197  -0.621018  0.484538 -0.40586   0.376034],[0. 0. 0.],6628,Fish,Triangle,[0.18233506 0.05315668 0.01913307],"[[ 0.99602828 -0.0885194   0.00959086]
 [-0.08795001 -0.99492259 -0.04892686]
 [-0.01387314 -0.04788902  0.99875632]]","(3997.333, 5046.0]",Subset
741,741,741,741,../shapes/FloorLamp/D00028.obj,871,[-0.14400728  0.0903427   0.00720904],[-0.14400725  0.09034272  0.00720904],[1. 1. 1.],0.4000835,1.7138629393046012,[-0.512066  0.857443 -0.274079  0.454505 -0.358054  0.3706  ],[0. 0. 0.],1376,FloorLamp,Triangle,[0.1477629  0.03267542 0.03272507],"[[ 9.99920400e-01 -1.26039623e-02  5.77084437e-04]
 [-2.24198166e-03 -2.22503029e-01 -9.74929421e-01]
 [-1.24163767e-02 -9.74850523e-01  2.22513576e-01]]","(45.999, 1622.0]",Subset
767,767,767,767,../shapes/FloorLamp/m623.obj,78,[0.15490785 0.73097168 0.13605626],[0.15490785 0.73097163 0.13605626],[1. 1. 1.],0.2414917,1.010258790716285,[0.025    0.284805 0.025    0.975    0.025    0.249998],[0. 0. 0.],120,FloorLamp,Triangle,[0.00269513 0.00265937 0.09470803],"[[-9.95572996e-01 -9.39915387e-02 -1.09684401e-05]
 [-1.04310046e-04  1.22156418e-03 -9.99999248e-01]
 [-9.39914815e-02  9.95572247e-01  1.22596058e-03]]","(45.999, 1622.0]",Subset
746,746,746,746,../shapes/FloorLamp/D00388.obj,3767,[-0.00309324  0.00691185 -0.01625494],[-0.00309329  0.00691184 -0.01625494],[1. 1. 1.],0.547669,2.3722473696119346,[-0.495216  0.979268 -0.649654  0.664287 -0.673652  0.640507],[0. 0. 0.],7212,FloorLamp,Triangle,[0.1413333  0.0956877  0.09536468],"[[ 0.99927496 -0.0362818   0.01154096]
 [-0.02992724 -0.56113727  0.82718156]
 [ 0.02353557  0.8269272   0.56181623]]","(1622.0, 5097.0]",Subset
762,762,762,762,../shapes/FloorLamp/m618.obj,1622,[0.08008882 0.41721148 0.07959399],[0.08008893 0.41721037 0.0795942 ],[1. 1. 1.],0.39740726,0.9624755582738376,[0.025    0.134223 0.025    0.975    0.025    0.134222],[0. 0. 0.],3232,FloorLamp,Triangle,[0.16168141 0.00054199 0.00053932],"[[ 1.65787144e-03  9.22097049e-01 -3.86955144e-01]
 [ 9.99998622e-01 -1.49669339e-03  7.17841846e-04]
 [-8.27666403e-05  3.86955801e-01  9.22098260e-01]]","(1622.0, 5097.0]",Subset
744,744,744,744,../shapes/FloorLamp/D00211.obj,5097,[ 0.13208305 -0.08271007  0.0292135 ],[ 0.13208313 -0.08271015  0.02921346],[1. 1. 1.],0.26946443,1.952728740393708,[-0.840113  0.802181 -0.577233  0.310548 -0.242279  0.330316],[0. 0. 0.],9970,FloorLamp,Triangle,[0.09930715 0.02096254 0.00402814],"[[ 0.98845626  0.12731256  0.0821324 ]
 [ 0.1392484  -0.97702017 -0.16137372]
 [-0.05970011 -0.17094767  0.98346977]]","(5097.0, 39647.0]",Subset
764,764,764,764,../shapes/FloorLamp/m620.obj,5584,[0.07516629 0.59678376 0.07066886],[0.07516608 0.5967817  0.0706685 ],[1. 1. 1.],0.26031464,0.9595310978249092,[0.025    0.124357 0.025    0.975    0.025    0.116258],[0. 0. 0.],11058,FloorLamp,Triangle,[0.07964052 0.00055363 0.00037394],"[[-1.37354158e-04  9.99999786e-01  6.40060228e-04]
 [ 9.99999987e-01  1.37404433e-04 -7.85042880e-05]
 [ 7.85922183e-05 -6.40049437e-04  9.99999792e-01]]","(5097.0, 39647.0]",Subset
773,773,773,773,../shapes/Glasses/D00475.obj,1566,[ 0.04232532 -0.01312828  0.0545355 ],[ 0.04232532 -0.01312828  0.05453557],[1. 1. 1.],0.43864992,1.5273838552878582,[-0.80163   0.310515 -0.587238  0.393097 -0.108938  0.258456],[0. 0. 0.],3092,Glasses,Triangle,[0.12884822 0.09620017 0.01367455],"[[ 0.98948356  0.14136091 -0.0306493 ]
 [ 0.14125908 -0.98995753 -0.00547343]
 [ 0.03111524 -0.00108638  0.99951521]]","(219.999, 1957.0]",Subset
771,771,771,771,../shapes/Glasses/D00225.obj,1524,[ 0.02505174 -0.19757303  0.00758202],[ 0.02505173 -0.19757295  0.00758202],[1. 1. 1.],0.5488582,1.7104532453971284,[-0.541097  0.680598 -0.533612  0.6235   -0.174802  0.132124],[0. 0. 0.],3000,Glasses,Triangle,[0.21979549 0.10831156 0.00321583],"[[ 0.99420843 -0.10716556  0.00807083]
 [-0.10732105 -0.99397546  0.02224825]
 [-0.00563796  0.02298557  0.9997199 ]]","(219.999, 1957.0]",Subset
788,788,788,788,../shapes/Glasses/D00994.obj,2199,[-0.11871948 -0.09884841 -0.0091902 ],[-0.11871941 -0.09884837 -0.00919021],[1. 1. 1.],0.42549092,1.7507432650743022,[-0.737751  0.459597 -0.996489  0.253962 -0.122722  0.137724],[0. 0. 0.],4312,Glasses,Triangle,[0.14375624 0.06890673 0.00433063],"[[ 0.74719273 -0.66438381  0.01723894]
 [-0.66457977 -0.74714687  0.01026069]
 [-0.00606298  0.01912336  0.99979875]]","(1957.0, 5756.0]",Subset
777,777,777,777,../shapes/Glasses/D00630.obj,3019,[-0.07235748  0.11607632 -0.04006026],[-0.07235745  0.11607648 -0.04006021],[1. 1. 1.],0.33129835,1.5727286036990162,[-0.66284   0.427605 -0.782738  0.282376 -0.245093  0.142124],[0. 0. 0.],5960,Glasses,Triangle,[0.08821961 0.06009865 0.01004338],"[[ 0.99393804 -0.10959409  0.00873586]
 [-0.1097957  -0.99357325  0.02751548]
 [-0.00566418  0.02830784  0.9995832 ]]","(1957.0, 5756.0]",Subset
776,776,776,776,../shapes/Glasses/D00575.obj,17472,[-0.02751155 -0.16663631 -0.0107563 ],[-0.02751142 -0.1666367  -0.01075634],[1. 1. 1.],0.41127166,1.7504367331334882,[-0.721997  0.444237 -0.394149  0.891509 -0.102883  0.122972],[0. 0. 0.],32776,Glasses,Triangle,[0.13483754 0.0736387  0.00311246],"[[ 0.95424204  0.29809101 -0.02374602]
 [ 0.29778096 -0.95450427 -0.01575126]
 [ 0.02736099 -0.0079594   0.99959393]]","(5756.0, 17472.0]",Subset
784,784,784,784,../shapes/Glasses/D00816.obj,15752,[ 0.11569406 -0.02717446  0.0153946 ],[ 0.11569437 -0.02717433  0.01539461],[1. 1. 1.],0.43805403,1.827088425423841,[-0.739573  0.543667 -0.950918  0.332378 -0.123246  0.088174],[0. 0. 0.],30220,Glasses,Triangle,[0.12770271 0.10178105 0.00150117],"[[ 0.80027495 -0.59949333 -0.012952  ]
 [-0.59958444 -0.80029867 -0.00453192]
 [ 0.00764861 -0.0113926   0.99990585]]","(5756.0, 17472.0]",Subset
