,New Path,Orig Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Prev Eigenvalue,Prev Eigenvectors,FlippingMomentumBefore,FlippingMomentumAfter
95,../normshapes/ComputerKeyboard/D00127.obj,../shapes/ComputerKeyboard/D00127.obj,7999,[ 2.37080334e-11  4.18530155e-11 -1.33642793e-12],[ 2.37080334e-11  4.18530155e-11 -1.33642793e-12],[2.21983361 2.21983361 2.21983361],0.24573341,1.0796288,[-0.43727788  0.56272215 -0.21336037  0.18216339 -0.03497924  0.06072517],[0. 0. 0.],30164,ComputerKeyboard,Triangle,[0.06931292 0.00641571 0.00024797],"[[ 0.98793895 -0.15310567 -0.02313614]
 [-0.15483922 -0.97565991 -0.15528216]
 [-0.00120157 -0.15699168  0.98759919]]",[1.73265301e-02 1.11215630e-03 1.05919548e-05],"[[ 8.16109974e-03  9.93718236e-01  1.11613012e-01]
 [ 9.99966234e-01 -8.21756594e-03  4.58813923e-05]
 [-9.62780460e-04 -1.11608868e-01  9.93751746e-01]]","[np.float64(12.724962656248419), np.float64(213.10196114545627), np.float64(2.806407399542004)]","[np.float32(52.919857), np.float32(1.5449953), np.float32(6.6390953)]"
96,../normshapes/ComputerKeyboard/D00420.obj,../shapes/ComputerKeyboard/D00420.obj,5951,[-7.55707416e-11 -9.55800835e-11 -2.03969585e-12],[-7.55707416e-11 -9.55800835e-11 -2.03969585e-12],[2.08337879 2.08337879 2.08337879],0.2936812,1.1240956,[-0.48459455  0.5154054  -0.237529    0.26965606 -0.02877136  0.05094016],[0. 0. 0.],33096,ComputerKeyboard,Triangle,[0.08755207 0.00019625 0.01662026],"[[-9.99996975e-01  2.45917616e-03 -5.20102742e-05]
 [ 5.19894039e-05 -8.55063323e-06 -9.99999999e-01]
 [ 2.45917660e-03  9.99996976e-01 -8.42275626e-06]]",[0.03988723 0.00319938 0.00024938],"[[ 0.99381821 -0.10942402 -0.0187548 ]
 [-0.11039406 -0.99192351 -0.06245714]
 [ 0.01176901 -0.06414146  0.99787142]]","[np.float64(3279.320482475776), np.float64(-671.153683285756), np.float64(23.00031314825557)]","[np.float32(39.529358), np.float32(52.995705), np.float32(3.028498)]"
97,../normshapes/ComputerKeyboard/D00627.obj,../shapes/ComputerKeyboard/D00627.obj,6564,[-1.08014827e-10 -2.13988973e-11 -1.29025208e-12],[-1.08014827e-10 -2.13988973e-11 -1.29025208e-12],[2.20605993 2.20605993 2.20605993],0.25767118,1.0827914,[-0.48226628  0.5177337  -0.19651262  0.20081943 -0.01668624  0.10399693],[0. 0. 0.],38160,ComputerKeyboard,Triangle,[0.07728829 0.00012917 0.00641399],"[[ 9.99973912e-01  7.19449555e-03  6.44332716e-04]
 [ 6.44926803e-04 -8.02555234e-05 -9.99999789e-01]
 [ 7.19444231e-03 -9.99974116e-01  8.48933527e-05]]",[1.58810445e-02 1.31793471e-03 2.65419167e-05],"[[ 0.99973215 -0.02309138  0.00155713]
 [-0.02244675 -0.98381211 -0.17779164]
 [-0.00563738 -0.17770907  0.98406692]]","[np.float64(2403.223085340594), np.float64(300.1367093668397), np.float64(43.296664301449226)]","[np.float32(131.99965), np.float32(0.010736119), np.float32(1.2041148)]"
98,../normshapes/ComputerKeyboard/D00676.obj,../shapes/ComputerKeyboard/D00676.obj,7956,[1.57291199e-10 2.65367599e-11 6.07363643e-12],[1.57291199e-10 2.65367599e-11 6.07363643e-12],[0.1768989 0.1768989 0.1768989],0.28957912,1.1276193,[-0.46967098  0.5303289  -0.19394112  0.3224687  -0.02121711  0.04839924],[0. 0. 0.],42939,ComputerKeyboard,Triangle,[0.08146894 0.00029436 0.01632135],"[[-9.99923354e-01 -1.23798673e-02  1.61071482e-04]
 [-1.59056747e-04 -1.63727232e-04 -9.99999974e-01]
 [-1.23798934e-02  9.99923353e-01 -1.61745581e-04]]",[2.60340559 0.52156174 0.00940643],"[[ 0.99963536  0.02620125  0.00652986]
 [ 0.02636132 -0.99932031 -0.02576829]
 [-0.00585026 -0.02593103  0.99964662]]","[np.float64(414000.82269826066), np.float64(136923.87286214222), np.float64(224.38741704570845)]","[np.float32(150.74568), np.float32(103.63602), np.float32(5.629747)]"
99,../normshapes/ComputerKeyboard/D00905.obj,../shapes/ComputerKeyboard/D00905.obj,7994,[-1.52877140e-10 -2.47245407e-11  2.49900564e-13],[-1.52877140e-10 -2.47245407e-11  2.49900564e-13],[1.4057349 1.4057349 1.4057349],0.3136053,1.0663515,[-0.47260502  0.527395   -0.17482695  0.19323763 -0.00674281  0.03367817],[0. 0. 0.],45896,ComputerKeyboard,Triangle,[1.14171030e-01 3.58818105e-05 8.21760801e-03],"[[ 1.00000000e+00 -1.56918482e-06  3.14349007e-07]
 [-3.16731292e-07 -1.51839853e-03  9.99998847e-01]
 [ 1.56870571e-06  9.99998847e-01  1.51839853e-03]]",[4.63108889e-02 5.47939875e-03 4.11116363e-05],"[[ 6.86753331e-02 -9.97637236e-01  1.90895272e-03]
 [-9.97638693e-01 -6.86768277e-02 -7.28692150e-04]
 [-8.58071239e-04  1.85440192e-03  9.99997912e-01]]","[np.float64(-16884.419058360352), np.float64(37001.70529382556), np.float64(11201.581528867458)]","[np.float32(65.715195), np.float32(64.28939), np.float32(0.6258403)]"
100,../normshapes/Cup/D00550.obj,../shapes/Cup/D00550.obj,7973,[-2.04372916e-10  4.27140257e-11 -2.86851868e-11],[-2.04372916e-10  4.27140257e-11 -2.86851868e-11],[0.69998407 0.69998407 0.69998407],0.4132451,1.2615844,[-0.33205563  0.6679443  -0.27020115  0.2736918  -0.27242193  0.27143082],[0. 0. 0.],13997,Cup,Triangle,[0.15810582 0.01934207 0.01961326],"[[ 9.99920151e-01  1.26350061e-02  2.19429102e-04]
 [ 2.29599289e-04 -8.03476542e-04 -9.99999651e-01]
 [ 1.26348253e-02 -9.99919852e-01  8.06313374e-04]]",[0.24110339 0.04000467 0.03964993],"[[ 0.99213571 -0.12462784  0.01160304]
 [-0.1249104  -0.99177051  0.02808304]
 [-0.00800762  0.02931153  0.99953825]]","[np.float64(-6436.169691089965), np.float64(-278.1193979295006), np.float64(-63.42107300725921)]","[np.float32(825.6236), np.float32(4.743117), np.float32(0.26694655)]"
101,../normshapes/Cup/D00638.obj,../shapes/Cup/D00638.obj,6786,[-4.48045423e-11 -9.11469730e-11 -1.15038582e-10],[-4.48045423e-11 -9.11469730e-11 -1.15038582e-10],[0.67541301 0.67541301 0.67541301],0.37024915,1.3130354,[-0.40710843  0.59289163 -0.29790968  0.3038181  -0.29412603  0.30752626],[0. 0. 0.],13568,Cup,Triangle,[0.12350943 0.02199444 0.02200828],"[[ 9.99824595e-01  1.71951117e-02  7.42349854e-03]
 [-7.41587581e-03 -5.07029559e-04  9.99972373e-01]
 [-1.71984006e-02  9.99852025e-01  3.79423810e-04]]",[0.27074552 0.04824444 0.04821411],"[[ 0.99883892  0.0396795   0.02731953]
 [ 0.04709952 -0.68518339 -0.72684618]
 [ 0.01012201 -0.72728898  0.68625672]]","[np.float64(1865.727212722383), np.float64(429.30535636627735), np.float64(-3.102776055341633)]","[np.float32(454.19443), np.float32(2.8831935), np.float32(6.686668)]"
102,../normshapes/Cup/D00642.obj,../shapes/Cup/D00642.obj,7058,[-3.31861189e-11 -1.54993592e-11  1.67198578e-11],[-3.31861189e-11 -1.54993592e-11  1.67198578e-11],[-0.55386728 -0.55386728 -0.55386728],0.26633835,1.0851594,[-0.43398133  0.56601864 -0.14706846  0.1504404  -0.15068872  0.14773957],[0. 0. 0.],13794,Cup,Triangle,[0.08099626 0.00459585 0.00464399],"[[ 9.99991101e-01  3.79129188e-03  1.85040271e-03]
 [ 1.27040883e-04 -4.65476568e-01  8.85060195e-01]
 [-4.21684063e-03  8.85052084e-01  4.65472907e-01]]",[0.33051515 0.01564419 0.01469267],"[[ 0.99990118 -0.01294073 -0.00549312]
 [-0.01382685 -0.97587143 -0.21790769]
 [ 0.00254069 -0.21796211  0.97595392]]","[np.float64(41.91751302773373), np.float64(-28.81420129383321), np.float64(-7.959219888681902)]","[np.float32(197.49892), np.float32(0.9798344), np.float32(0.21517843)]"
103,../normshapes/Cup/m500.obj,../shapes/Cup/m500.obj,8000,[ 5.43168426e-11  5.59502951e-11 -1.13501528e-11],[ 5.43168426e-11  5.59502951e-11 -1.13501528e-11],[0.94209588 0.94209588 0.94209588],0.39403126,1.5701625,[-0.38648832  0.46243203 -0.5078862   0.4921138  -0.35556376  0.50742215],[0. 0. 0.],15996,Cup,Triangle,[0.04098809 0.05063296 0.08195714],"[[-0.97278128  0.22887626  0.03622491]
 [ 0.03949268  0.00971182  0.99917266]
 [-0.22833509 -0.97340708  0.01848642]]",[0.04366405 0.09821374 0.04304633],"[[ 1.00000000e+00 -1.59017761e-07  9.11117654e-17]
 [-1.46287080e-14 -9.25671151e-08 -1.00000000e+00]
 [-1.59017761e-07 -1.00000000e+00  9.25671146e-08]]","[np.float64(38.536967710511355), np.float64(33.806085523178005), np.float64(63.121076716986664)]","[np.float32(20.479553), np.float32(144.27919), np.float32(83.887436)]"
104,../normshapes/Cup/m502.obj,../shapes/Cup/m502.obj,8000,[ 7.87516683e-11 -6.51851906e-11  4.78914899e-11],[ 7.87516683e-11 -6.51851906e-11  4.78914899e-11],[0.92410219 0.92410219 0.92410219],0.3047575,1.5334558,[-0.37787998  0.62212    -0.24562085  0.3553588  -0.4369872   0.55815613],[0. 0. 0.],15996,Cup,Triangle,[0.04810719 0.03226128 0.0220701 ],"[[ 0.75864761  0.61294441 -0.2208007 ]
 [ 0.21356793 -0.5541574  -0.80454852]
 [ 0.61550186 -0.56321286  0.55131546]]",[0.09657656 0.02840372 0.02860205],"[[ 0.00304887  0.97903688  0.20366023]
 [ 0.99998737 -0.00379876  0.00329123]
 [-0.00399589 -0.20364763  0.9790361 ]]","[np.float64(224.69307160316404), np.float64(567.4786711325055), np.float64(224.54314382460637)]","[np.float32(38.835583), np.float32(52.78398), np.float32(5.601036)]"
105,../normshapes/DeskLamp/D00090.obj,../shapes/DeskLamp/D00090.obj,6516,[ 4.42344389e-11 -1.09867407e-10 -3.14138577e-11],[ 4.42344389e-11 -1.09867407e-10 -3.14138577e-11],[0.62676466 0.62676466 0.62676466],0.32938385,1.3608773,[-0.5798301   0.42016986 -0.42925358  0.41207582 -0.18952824  0.19014491],[0. 0. 0.],11532,DeskLamp,Triangle,[0.07762315 0.0015796  0.03903332],"[[-9.99999977e-01 -2.15163963e-04 -2.15737518e-07]
 [-6.03900253e-07  1.80403385e-03  9.99998373e-01]
 [ 2.15163224e-04 -9.99998350e-01  1.80403394e-03]]",[0.19759788 0.09936342 0.00402104],"[[-9.71949201e-01  2.35190637e-01  3.38271268e-04]
 [ 2.35190229e-01  9.71948889e-01 -9.55193111e-04]
 [ 5.53434859e-04  8.48841084e-04  9.99999487e-01]]","[np.float64(326.48903822446874), np.float64(691.0012452857951), np.float64(5.460225995358124)]","[np.float32(62.10355), np.float32(73.55918), np.float32(0.18945579)]"
106,../normshapes/DeskLamp/D00693.obj,../shapes/DeskLamp/D00693.obj,8000,[-7.01238605e-11  3.46665274e-11  2.19708909e-11],[-7.01238605e-11  3.46665274e-11  2.19708909e-11],[-0.53044105 -0.53044105 -0.53044105],0.31978026,1.0892694,[-0.4405829   0.5594171  -0.12367116  0.17894676 -0.14941807  0.15868923],[0. 0. 0.],15980,DeskLamp,Triangle,[0.11022331 0.00352549 0.00463496],"[[ 9.99991829e-01 -4.03116560e-03  3.01550967e-04]
 [-3.00987440e-04  1.40398389e-04  9.99999945e-01]
 [ 4.03120771e-03  9.99991865e-01 -1.39183912e-04]]",[0.30516515 0.02318664 0.01473038],"[[ 0.9992329  -0.03912249  0.0017465 ]
 [-0.03913778 -0.99608475  0.07926787]
 [ 0.00136149  0.07927542  0.99685182]]","[np.float64(-356.63430823371607), np.float64(22.06393983681787), np.float64(-2.956468035319889)]","[np.float32(5.189904), np.float32(10.185986), np.float32(2.4465866)]"
107,../normshapes/DeskLamp/D00698.obj,../shapes/DeskLamp/D00698.obj,7998,[ 2.45806920e-11 -5.29533333e-11  2.33880463e-11],[ 2.45806920e-11 -5.29533333e-11  2.33880463e-11],[0.58708912 0.58708912 0.58708912],0.3510808,1.1569136,[-0.498552    0.5014479  -0.17928904  0.22476995 -0.19460186  0.22395024],[0. 0. 0.],19628,DeskLamp,Triangle,[0.11769557 0.00822825 0.00783032],"[[-0.99668028  0.05795185 -0.057184  ]
 [ 0.05039595 -0.11249409 -0.99237358]
 [ 0.06394275  0.99196102 -0.1092001 ]]",[0.24453625 0.0240214  0.02135688],"[[ 0.99302665  0.10341086 -0.05660619]
 [ 0.11695656 -0.80386005  0.5832068 ]
 [-0.01480646  0.58576037  0.81034904]]","[np.float64(146.9498957558703), np.float64(-18.295903393618914), np.float64(-4.06550541281223)]","[np.float32(349.89365), np.float32(24.898771), np.float32(12.563592)]"
108,../normshapes/DeskLamp/m604.obj,../shapes/DeskLamp/m604.obj,7258,[ 6.42706248e-11 -8.77616023e-11  1.93354714e-11],[ 6.42706248e-11 -8.77616023e-11  1.93354714e-11],[-1.05381882 -1.05381882 -1.05381882],0.30376002,1.2472849,[-0.4712484   0.52875155 -0.3183041   0.4142574  -0.06895492  0.06915198],[0. 0. 0.],14451,DeskLamp,Triangle,[0.081684   0.00305642 0.02455619],"[[-1.00000000e+00  2.41204775e-05  5.88413254e-07]
 [ 6.13661369e-07  1.04676357e-03  9.99999452e-01]
 [-2.41198483e-05 -9.99999452e-01  1.04676359e-03]]",[0.02334357 0.08866092 0.00269099],"[[ 9.99652239e-01 -2.63616237e-02 -6.81946947e-04]
 [-2.63628013e-02 -9.99650857e-01 -1.77961417e-03]
 [ 6.34795331e-04 -1.79697332e-03  9.99998184e-01]]","[np.float64(247.04362909669268), np.float64(587.397557695897), np.float64(25.073118701313174)]","[np.float32(111.30098), np.float32(75.68226), np.float32(0.122070484)]"
109,../normshapes/DeskLamp/m608.obj,../shapes/DeskLamp/m608.obj,5465,[1.84432545e-10 1.99556951e-10 9.81348944e-11],[1.84432545e-10 1.99556951e-10 9.81348944e-11],[-0.91591758 -0.91591758 -0.91591758],0.35519037,1.5491954,[-0.32878265  0.47093263 -0.44581568  0.42622885 -0.518406    0.48159403],[0. 0. 0.],10802,DeskLamp,Triangle,[0.10416607 0.01925168 0.02057123],"[[ 0.75674314 -0.64399272  0.11230851]
 [-0.33478978 -0.52935398 -0.77955126]
 [-0.56147629 -0.55232032  0.61618718]]",[0.11747105 0.04275797 0.02237337],"[[ 0.00304955  0.99999477  0.0010767 ]
 [ 0.9582353  -0.00261429 -0.285969  ]
 [ 0.28596469 -0.0019038   0.95823827]]","[np.float64(252.06798666398433), np.float64(371.9584032798423), np.float64(319.81098369720655)]","[np.float32(150.71701), np.float32(35.29409), np.float32(44.340187)]"
110,../normshapes/DeskLamp/m616.obj,../shapes/DeskLamp/m616.obj,8000,[-5.38129825e-11  8.10659913e-11  1.03106004e-11],[-5.38129825e-11  8.10659913e-11  1.03106004e-11],[-0.96673298 -0.96673298 -0.96673298],0.3562348,1.2867601,[-0.44275585  0.5572441  -0.33255133  0.36907372 -0.20445296  0.19986594],[0. 0. 0.],15914,DeskLamp,Triangle,[0.10724431 0.00198987 0.02318124],"[[ 9.99434961e-01 -3.36080043e-02  5.11480468e-04]
 [-2.91781234e-04 -2.38916540e-02 -9.99714511e-01]
 [-3.36106297e-02 -9.99149484e-01  2.38879605e-02]]",[0.12257813 0.02208545 0.00195031],"[[ 2.68416694e-01 -9.63058199e-01 -2.17113529e-02]
 [-9.63281939e-01 -2.68491356e-01  5.45724752e-04]
 [ 6.35487529e-03 -2.07676725e-02  9.99764132e-01]]","[np.float64(4572.993345459029), np.float64(10750.927942760623), np.float64(1669.3594010905404)]","[np.float32(147.61266), np.float32(133.09329), np.float32(1.7692784)]"
111,../normshapes/DeskPhone/D00154.obj,../shapes/DeskPhone/D00154.obj,8000,[-3.54684744e-10 -9.67290816e-11  2.06747472e-11],[-3.54684744e-10 -9.67290816e-11  2.06747472e-11],[0.66359913 0.66359913 0.66359913],0.2726471,1.2664495,[-0.39736277  0.6026372  -0.31012443  0.45164457 -0.07174549  0.08188553],[0. 0. 0.],9261,DeskPhone,Triangle,[0.05086406 0.00048077 0.03301665],"[[-9.99191062e-01  4.02127729e-02 -3.92663863e-04]
 [-1.87850476e-04  5.09689397e-03  9.99986993e-01]
 [-4.02142512e-02 -9.99178140e-01  5.08521691e-03]]",[0.12990412 0.06406625 0.00101701],"[[ 0.86971116 -0.49277019 -0.02792932]
 [-0.49317193 -0.86987956 -0.00953886]
 [ 0.01959468 -0.02207001  0.99956439]]","[np.float64(-1814.1841708532147), np.float64(-1633.502018849001), np.float64(-3.0584554597498697)]","[np.float32(49.554028), np.float32(75.78225), np.float32(1.4997784)]"
112,../normshapes/DeskPhone/D00403.obj,../shapes/DeskPhone/D00403.obj,8000,[8.06808202e-11 9.33141564e-12 1.93247729e-12],[8.06808202e-11 9.33141564e-12 1.93247729e-12],[-0.58295047 -0.58295047 -0.58295047],0.20359698,1.417087,[-0.16112165  0.83887833 -0.33016354  0.42544514 -0.12709427  0.5341098 ],[0. 0. 0.],15800,DeskPhone,Triangle,[0.04361176 0.00454288 0.01108503],"[[ 0.9872311   0.15851827  0.01570691]
 [ 0.01959647 -0.0230037  -0.9995433 ]
 [ 0.15808456 -0.98708803  0.02581637]]",[0.15485546 0.03401775 0.01089089],"[[ 0.94117584 -0.33293484  0.0578138 ]
 [-0.32059945 -0.93384407 -0.15859146]
 [-0.10678969 -0.13072738  0.9856502 ]]","[np.float64(2909.0081069969265), np.float64(-2454.679220195689), np.float64(-791.0182025575373)]","[np.float32(354.77274), np.float32(51.461178), np.float32(0.62377614)]"
113,../normshapes/DeskPhone/D00486.obj,../shapes/DeskPhone/D00486.obj,8000,[ 1.25393854e-10 -6.22490006e-11 -6.93813718e-12],[ 1.25393854e-10 -6.22490006e-11 -6.93813718e-12],[-0.58942574 -0.58942574 -0.58942574],0.35544866,1.2197279,[-0.47002134  0.5299787  -0.28353718  0.32295513 -0.22650306  0.11976751],[0. 0. 0.],15916,DeskPhone,Triangle,[0.09593772 0.00480935 0.04033992],"[[ 0.99933228  0.02571332 -0.02595799]
 [ 0.02591805  0.00188561  0.99966229]
 [-0.02575358  0.99966758 -0.00121791]]",[0.19394985 0.07823865 0.00328164],"[[ 0.99355237  0.10528701  0.04205158]
 [ 0.10421687 -0.99419119  0.02688351]
 [-0.0446378   0.02232769  0.99875369]]","[np.float64(-85.48716941835771), np.float64(-160.2550437069895), np.float64(-5.0917453669765464)]","[np.float32(139.44612), np.float32(36.336304), np.float32(10.950588)]"
114,../normshapes/DeskPhone/D00576.obj,../shapes/DeskPhone/D00576.obj,8000,[ 3.23170752e-11 -9.70794645e-12 -4.22060111e-11],[ 3.23170752e-11 -9.70794645e-12 -4.22060111e-11],[-0.62067991 -0.62067991 -0.62067991],0.23193023,1.223281,[-0.48459867  0.5154013  -0.35112923  0.30181852 -0.11996543  0.14475231],[0. 0. 0.],15524,DeskPhone,Triangle,[0.05039056 0.00137541 0.01937613],"[[ 9.87327695e-01 -1.58681239e-01 -2.07032545e-03]
 [-2.89863669e-05 -1.32262857e-02  9.99912528e-01]
 [ 1.58694742e-01  9.87241272e-01  1.30632777e-02]]",[0.11072289 0.05104885 0.00340264],"[[ 0.98550981 -0.15522723  0.06837334]
 [-0.15623448 -0.98767328  0.0096065 ]
 [-0.06603933  0.02014957  0.99761355]]","[np.float64(-91.9152073590872), np.float64(694.2216588836359), np.float64(155.64220600113904)]","[np.float32(36.948147), np.float32(41.61718), np.float32(4.3574286)]"
115,../normshapes/DeskPhone/D00829.obj,../shapes/DeskPhone/D00829.obj,8000,[-3.34839569e-11 -1.85536919e-13 -7.36184802e-12],[-3.34839569e-11 -1.85536919e-13 -7.36184802e-12],[0.61707669 0.61707669 0.61707669],0.3249553,1.3760556,[-0.48198292  0.51801705 -0.42831993  0.45533407 -0.16305149  0.17263371],[0. 0. 0.],15952,DeskPhone,Triangle,[0.07661649 0.00297703 0.04528826],"[[ 0.99884242 -0.04797104 -0.0035506 ]
 [-0.00307287  0.01002872 -0.99994499]
 [-0.04800401 -0.99879838 -0.0098697 ]]",[0.11843079 0.08832434 0.00527579],"[[ 0.53824196 -0.84212203 -0.03355718]
 [-0.84199935 -0.53558567 -0.06469221]
 [-0.03650599 -0.06307518  0.99734088]]","[np.float64(-126.88768510281503), np.float64(-152.0782702291224), np.float64(-38.620714776409315)]","[np.float32(51.27662), np.float32(56.985756), np.float32(3.1086612)]"
116,../normshapes/DeskPhone/D00897.obj,../shapes/DeskPhone/D00897.obj,8000,[-3.49609763e-11  2.88764568e-13 -1.58611329e-11],[-3.49609763e-11  2.88764568e-13 -1.58611329e-11],[-0.52887791 -0.52887791 -0.52887791],0.2538208,1.1381904,[-0.59031326  0.40968674 -0.21812376  0.27584833 -0.10704587  0.11982157],[0. 0. 0.],15126,DeskPhone,Triangle,[0.05928042 0.0016148  0.0148487 ],"[[ 9.99945277e-01 -1.04412961e-02 -6.49274924e-04]
 [-6.48713102e-04  5.71944054e-05 -9.99999788e-01]
 [-1.04413310e-02 -9.99945487e-01 -5.04178700e-05]]",[0.22914673 0.00528756 0.05118211],"[[ 0.99983811  0.01621097  0.00780818]
 [ 0.00970206 -0.12024761 -0.99269652]
 [ 0.01515366 -0.99261156  0.12038542]]","[np.float64(7114.271046207129), np.float64(-1328.777851186098), np.float64(-388.739159575211)]","[np.float32(26.33514), np.float32(5.475133), np.float32(0.14760433)]"
117,../normshapes/Door/D01029.obj,../shapes/Door/D01029.obj,7999,[-3.08962707e-11  2.64956421e-11  1.46289477e-11],[-3.08962707e-11  2.64956421e-11  1.46289477e-11],[-1.05708754 -1.05708754 -1.05708754],0.305194,1.1719303,[-0.49170932  0.50829065 -0.2561588   0.29240212 -0.06607333  0.2031881 ],[0. 0. 0.],15784,Door,Triangle,[0.0926157  0.00130743 0.0213453 ],"[[-9.99782422e-01  2.08591621e-02  6.33046871e-05]
 [ 3.68505004e-04  2.06967062e-02 -9.99785732e-01]
 [ 2.08560028e-02  9.99568178e-01  2.06998897e-02]]",[0.00343882 0.00701207 0.01497442],"[[-0.61370539 -0.7894815   0.00920133]
 [ 0.01480978 -0.02316292 -0.999622  ]
 [-0.7893962   0.61333714 -0.02590726]]","[np.float64(51.867261893515874), np.float64(255.44237392953931), np.float64(31.925185991214114)]","[np.float32(40.707546), np.float32(31.296316), np.float32(14.315295)]"
118,../normshapes/Door/D01058.obj,../shapes/Door/D01058.obj,8000,[-2.23037205e-10 -1.48647814e-11  7.00458713e-12],[-2.23037205e-10 -1.48647814e-11  7.00458713e-12],[1.03873634 1.03873634 1.03873634],0.33003584,1.1406372,[-0.5355405   0.46445948 -0.24806559  0.28890473 -0.03697483  0.07579079],[0. 0. 0.],16024,Door,Triangle,[0.07559139 0.00037442 0.04263728],"[[-9.99355111e-01  3.59076470e-02 -5.82360828e-05]
 [ 4.06748982e-05 -4.89795625e-04 -9.99999879e-01]
 [ 3.59076711e-02  9.99354992e-01 -4.88019221e-04]]",[0.11656027 0.0399178  0.00051135],"[[ 0.06088109  0.99813488  0.00449975]
 [ 0.99746206 -0.06067207 -0.03726051]
 [ 0.036918   -0.00675679  0.99929546]]","[np.float64(171.64862245564262), np.float64(996.9292948132421), np.float64(15.53723088157477)]","[np.float32(90.34705), np.float32(41.811546), np.float32(3.3331327)]"
119,../normshapes/Door/D01194.obj,../shapes/Door/D01194.obj,8000,[-1.55803718e-10 -5.74038665e-11  1.01562492e-12],[-1.55803718e-10 -5.74038665e-11  1.01562492e-12],[1.034688 1.034688 1.034688],0.27602673,1.1430227,[-0.46670157  0.5332985  -0.2607348   0.29275757 -0.00350205  0.00861554],[0. 0. 0.],15798,Door,Triangle,[6.79674622e-02 2.25841969e-02 1.10829273e-05],"[[ 9.97707348e-01 -6.76754379e-02 -2.86830525e-04]
 [-6.76754661e-02 -9.97707384e-01 -9.00192354e-05]
 [ 2.80080841e-04 -1.09224242e-04  9.99999955e-01]]",[1.27673031e-05 3.40679351e-02 2.10145435e-01],"[[-9.99969152e-01  7.81788672e-03 -7.58930531e-04]
 [ 6.14827369e-04 -1.84184357e-02 -9.99830177e-01]
 [ 7.83053738e-03  9.99799801e-01 -1.84130609e-02]]","[np.float64(0.02061296705591333), np.float64(7.285246669457826), np.float64(1.605001052148222)]","[np.float32(42.579453), np.float32(10.231787), np.float32(0.09305028)]"
120,../normshapes/Door/m1713.obj,../shapes/Door/m1713.obj,6044,[ 1.83672184e-10 -1.81248871e-11  8.57007648e-12],[ 1.83672184e-10 -1.81248871e-11  8.57007648e-12],[1.05262244 1.05262244 1.05262244],0.22557224,1.0905832,[-0.5173507   0.4826494  -0.21585636  0.21462587 -0.0327951   0.03089766],[0. 0. 0.],11464,Door,Triangle,[0.05316186 0.01218553 0.00012581],"[[-1.00000000e+00 -8.77150889e-10 -1.32569091e-11]
 [-8.77150842e-10  1.00000000e+00 -3.53587807e-06]
 [-1.32600106e-11  3.53587807e-06  1.00000000e+00]]",[0.01099763 0.04797942 0.00011354],"[[ 1.00000000e+00  1.66836557e-06  1.76743543e-06]
 [ 1.66809168e-06 -9.99999988e-01  1.54954010e-04]
 [-1.76769392e-06  1.54954007e-04  9.99999988e-01]]","[np.float64(705.4891665979342), np.float64(3594.3152641011743), np.float64(37.66876128535455)]","[np.float32(1.1712853), np.float32(0.0023141056), np.float32(0.8778712)]"
121,../normshapes/Door/m1722.obj,../shapes/Door/m1722.obj,8000,[-3.88524768e-11  4.16339390e-11  1.03345883e-11],[-3.88524768e-11  4.16339390e-11  1.03345883e-11],[-0.96732157 -0.96732157 -0.96732157],0.27518663,1.2427799,[-0.45885924  0.54114074 -0.28796834  0.42680398 -0.09064872  0.09266086],[0. 0. 0.],15948,Door,Triangle,[0.0541295 0.0007747 0.0352734],"[[-9.99938907e-01  1.10532189e-02  9.70274101e-05]
 [ 5.60194514e-06  9.28461041e-03 -9.99956897e-01]
 [ 1.10536433e-02  9.99895806e-01  9.28410510e-03]]",[0.00838118 0.00439041 0.00284654],"[[ 1.33657795e-01  9.91016439e-01  4.69159041e-03]
 [ 9.91027483e-01 -1.33657949e-01 -2.82114629e-04]
 [-3.47488117e-04 -4.68720185e-03  9.99988955e-01]]","[np.float64(26.245148322846916), np.float64(504.26288638573817), np.float64(45.008109700067564)]","[np.float32(109.435974), np.float32(137.75075), np.float32(0.23133276)]"
122,../normshapes/Door/m1724.obj,../shapes/Door/m1724.obj,7983,[-2.42506856e-11  1.80317607e-11  4.22437816e-12],[-2.42506856e-11  1.80317607e-11  4.22437816e-12],[-0.95864832 -0.95864832 -0.95864832],0.2835675,1.2417538,[-0.436396    0.563604   -0.29357833  0.43593326 -0.04111842  0.05770102],[0. 0. 0.],17322,Door,Triangle,[0.0670795  0.00019044 0.02843179],"[[-9.98818630e-01 -4.85921515e-02 -3.84654932e-04]
 [-2.33669061e-03  4.01214165e-02  9.99192080e-01]
 [ 4.85374600e-02 -9.98012562e-01  4.01875631e-02]]",[0.04107218 0.08753547 0.00031095],"[[ 9.99796627e-01  2.01644465e-02  3.17330166e-04]
 [ 2.00968421e-02 -9.97508784e-01  6.76190999e-02]
 [-1.68004135e-03  6.75989706e-02  9.97711159e-01]]","[np.float64(32.77366378737979), np.float64(108.73692213075664), np.float64(1.397460059054445)]","[np.float32(293.59262), np.float32(1.5884341), np.float32(0.11203426)]"
