,AircraftBuoyant,Apartment,AquaticAnimal,Bed,Bicycle,Biplane,Bird,Bookset,Bottle,BuildingNonResidential,Bus,Car,Cellphone,Chess,City,ClassicPiano,Computer,ComputerKeyboard,Cup,DeskLamp,DeskPhone,Door,Drum,Fish,FloorLamp,Glasses,Guitar,Gun,Hand,Hat,Helicopter,House,HumanHead,Humanoid,Insect,Jet,Knife,MilitaryVehicle,Monitor,Monoplane,Motorcycle,Mug,MultiSeat,Musical_Instrument,NonWheelChair,PianoBoard,PlantIndoors,PlantWildNonTree,Quadruped,RectangleTable,Rocket,RoundTable,Shelf,Ship,Sign,Skyscraper,Spoon,Starship,SubmachineGun,Sword,Tool,Train,Tree,Truck,TruckNonContainer,Vase,Violin,Wheel,WheelChair
Drum,5.476105213165283,4.739768981933594,6.85841703414917,4.986857891082764,6.111367702484131,5.974457263946533,5.980449676513672,5.498544216156006,5.622328281402588,5.200382709503174,5.924069881439209,5.259248733520508,5.630450248718262,5.311916351318359,5.779931545257568,4.933555603027344,4.804490566253662,6.673000812530518,5.344624996185303,5.907927513122559,5.064475059509277,5.658223628997803,5.490503311157227,5.905720233917236,5.786251068115234,6.113616943359375,6.04340124130249,5.834064960479736,5.486753940582275,5.238337993621826,6.0837788581848145,4.8696489334106445,5.647850513458252,5.827002048492432,6.197696208953857,6.071072578430176,6.4078240394592285,4.723957061767578,4.8428874015808105,6.079897880554199,5.45460319519043,4.876306056976318,5.004012107849121,5.859419345855713,5.728464126586914,5.348400115966797,6.279271602630615,5.963985919952393,5.595540523529053,5.49365234375,5.994227409362793,5.349161148071289,4.999549388885498,5.875588893890381,6.06857967376709,5.427994728088379,6.129855632781982,5.621836185455322,6.0446085929870605,6.495255947113037,5.936705589294434,5.782163619995117,6.709200859069824,5.3313398361206055,4.688941955566406,5.19512939453125,5.8756537437438965,5.081820487976074,5.690433025360107
Fish,2.26891827583313,3.5170040130615234,1.7238023281097412,3.377394437789917,0.9093526005744934,0.7970770597457886,0.8201465606689453,6.47833251953125,2.272082567214966,2.7532100677490234,4.8088202476501465,1.7127716541290283,2.563812017440796,1.38644540309906,1.587042212486267,3.127335786819458,2.544963836669922,4.858288288116455,1.9743878841400146,0.97901451587677,2.243360996246338,1.9960931539535522,5.905720233917236,0.34906846284866333,1.0410282611846924,2.610278844833374,1.083855390548706,1.037634015083313,1.083255410194397,1.6946895122528076,0.8347910046577454,2.7792463302612305,4.838324069976807,0.7065349817276001,1.6794182062149048,0.7341150641441345,2.4549076557159424,2.0464279651641846,3.1769561767578125,0.6321226358413696,0.9260116219520569,2.0353293418884277,2.1509904861450195,1.0991548299789429,1.1393355131149292,4.91141414642334,2.212985038757324,1.2331241369247437,0.8695248365402222,2.5205094814300537,1.07451593875885,1.963021159172058,3.1581928730010986,0.9031246900558472,1.5211635828018188,2.588885545730591,1.333243727684021,0.9661989212036133,0.8210409283638,1.5905413627624512,1.0995426177978516,2.1053013801574707,1.9243212938308716,3.343733787536621,3.040137529373169,2.725825786590576,1.4548492431640625,2.5702497959136963,0.8568078875541687
FloorLamp,2.6300179958343506,3.4449687004089355,2.311378002166748,3.245875597000122,1.0108447074890137,0.9554038047790527,1.134703516960144,6.37720251083374,2.614880084991455,2.6876957416534424,4.881545543670654,1.9007389545440674,2.8916707038879395,1.6974303722381592,1.5639145374298096,2.9971084594726562,2.5009236335754395,5.072031021118164,1.9096192121505737,1.1204004287719727,2.397019624710083,2.1367380619049072,5.786251068115234,1.041028380393982,1.117588996887207,2.4912517070770264,1.4452484846115112,1.3912564516067505,1.5675077438354492,1.6470261812210083,1.0363554954528809,2.7470617294311523,4.980325222015381,1.190216064453125,1.8213292360305786,1.013694405555725,2.77709698677063,2.123289108276367,3.113743305206299,0.961998462677002,1.08107328414917,1.919940710067749,2.1838014125823975,1.3301602602005005,1.1750108003616333,4.891458511352539,2.171781063079834,1.2654427289962769,1.27617347240448,2.388660192489624,1.50901460647583,1.8966234922409058,2.9948360919952393,1.2994768619537354,1.6638962030410767,2.7964425086975098,1.62736976146698,1.2692530155181885,1.2136744260787964,1.701996088027954,1.3958592414855957,2.275266170501709,2.0029425621032715,3.422104835510254,2.984203577041626,2.715376615524292,1.8774676322937012,2.6690495014190674,0.9636927843093872
Glasses,3.865330457687378,3.7327382564544678,3.767512559890747,2.366227149963379,2.2655704021453857,2.4002208709716797,2.56563663482666,6.779402732849121,3.7743842601776123,2.9261786937713623,5.783170700073242,2.9846384525299072,3.8910601139068604,2.6451001167297363,2.1807920932769775,3.926713228225708,2.571521282196045,5.852724075317383,1.8793221712112427,2.2348451614379883,2.8983771800994873,2.4850714206695557,6.113616943359375,2.610278844833374,2.4912517070770264,1.13291597366333,2.9135260581970215,2.788602828979492,2.962162494659424,2.7701241970062256,2.335475444793701,3.1200106143951416,5.8426289558410645,2.623460054397583,2.4930832386016846,2.436123847961426,4.028321743011475,2.9979512691497803,3.04962158203125,2.497464656829834,2.449586868286133,2.7586965560913086,2.504500389099121,2.6518356800079346,1.8957592248916626,5.018611907958984,3.0849392414093018,2.460550546646118,2.523087739944458,1.803217887878418,2.9447720050811768,2.0841426849365234,2.700448751449585,2.7528011798858643,2.5488901138305664,3.9656476974487305,2.9935102462768555,2.6793713569641113,2.7556331157684326,3.0688889026641846,2.3425426483154297,3.6373660564422607,3.0726113319396973,4.344972610473633,4.002091407775879,3.393796682357788,3.3006951808929443,3.7906723022460938,2.232292890548706
Guitar,2.369511604309082,3.6817500591278076,2.183626174926758,3.556323289871216,1.4684021472930908,1.4223088026046753,1.341742992401123,6.5884690284729,2.2912542819976807,3.0798351764678955,4.792018890380859,1.9262309074401855,2.38874888420105,1.6787095069885254,1.980329990386963,3.44037127494812,2.8371834754943848,4.608884811401367,2.355013608932495,1.4669522047042847,2.468040943145752,2.102510452270508,6.04340124130249,1.083855390548706,1.4452484846115112,2.9135260581970215,1.0063939094543457,1.110198974609375,1.3815523386001587,2.132422924041748,1.3818241357803345,3.0531599521636963,4.9017252922058105,1.148532748222351,2.174274206161499,1.2875049114227295,2.235045909881592,2.2844486236572266,3.3838436603546143,1.2226506471633911,1.4749281406402588,2.410494089126587,2.3935956954956055,1.1849664449691772,1.6961077451705933,4.992205619812012,2.7072396278381348,1.7388691902160645,1.3363145589828491,2.852313995361328,1.2315571308135986,2.3615660667419434,3.397324562072754,1.1297398805618286,1.6456514596939087,2.6690971851348877,1.4040745496749878,1.4339998960494995,0.8926967978477478,1.5578138828277588,1.2947458028793335,2.276610851287842,2.4443390369415283,3.418975353240967,3.2669143676757812,3.00947642326355,1.4057137966156006,2.774322509765625,1.4960249662399292
Gun,2.2491745948791504,3.4589171409606934,2.1388611793518066,3.3331618309020996,1.440575122833252,1.3713992834091187,1.3003573417663574,6.373003959655762,2.1383707523345947,2.901350975036621,4.618162155151367,1.7477929592132568,2.233959674835205,1.5129408836364746,1.8808115720748901,3.246133804321289,2.6185266971588135,4.486701488494873,2.182973861694336,1.413341999053955,2.271859645843506,1.969523310661316,5.834064960479736,1.037634015083313,1.39125657081604,2.788602590560913,1.110198974609375,1.0687522888183594,1.2674713134765625,1.9949511289596558,1.3478524684906006,2.8472187519073486,4.742342472076416,1.0815657377243042,2.0843067169189453,1.2575165033340454,2.2549245357513428,2.05724835395813,3.1743223667144775,1.2015423774719238,1.3276524543762207,2.234281301498413,2.1845543384552,1.2113714218139648,1.5875107049942017,4.768970012664795,2.589315891265869,1.6856461763381958,1.2286490201950073,2.678231716156006,1.195757269859314,2.2071073055267334,3.1820130348205566,1.0962270498275757,1.6552716493606567,2.5096240043640137,1.4226882457733154,1.3257871866226196,0.9381012916564941,1.6830850839614868,1.2640525102615356,2.164501190185547,2.3893470764160156,3.2360522747039795,3.0559260845184326,2.8290064334869385,1.359222412109375,2.6081786155700684,1.3959307670593262
Hand,1.8604868650436401,3.203970432281494,2.2211203575134277,3.2003283500671387,1.724260687828064,1.5897988080978394,1.4518018960952759,6.012686729431152,1.866276502609253,2.8152594566345215,4.391008377075195,1.5126607418060303,2.0260610580444336,1.1772435903549194,2.1116933822631836,3.099135637283325,2.3849306106567383,4.367015361785889,2.168062210083008,1.5734670162200928,2.087338447570801,2.047445058822632,5.486753940582275,1.083255410194397,1.5675077438354492,2.962162733078003,1.3815522193908691,1.267471432685852,0.9419406056404114,1.8743757009506226,1.6255340576171875,2.640227794647217,4.133538722991943,1.141844391822815,2.176387071609497,1.5423399209976196,2.425628662109375,1.7706681489944458,2.939603567123413,1.4791316986083984,1.3258625268936157,2.042186737060547,1.9824259281158447,1.4652973413467407,1.6812975406646729,4.4644317626953125,2.693612575531006,1.9366966485977173,1.085196614265442,2.7053635120391846,1.3380483388900757,2.1284162998199463,3.11297607421875,1.2473348379135132,1.9662078619003296,2.4244563579559326,1.699664831161499,1.3454021215438843,1.2790789604187012,2.1304709911346436,1.4799729585647583,2.136850357055664,2.582984685897827,3.0675883293151855,2.872851848602295,2.551665782928467,1.4407421350479126,2.2393064498901367,1.4430102109909058
Hat,2.7043004035949707,3.0965099334716797,2.9526703357696533,2.9801690578460693,1.737904667854309,1.607304573059082,1.7934598922729492,5.784142017364502,2.760789155960083,2.607790946960449,4.65855073928833,1.990896463394165,3.0380399227142334,1.867836833000183,1.9767520427703857,2.7173874378204346,2.2949118614196777,5.05094575881958,2.0295846462249756,1.7174478769302368,2.3869497776031494,2.4107348918914795,5.238337516784668,1.6946895122528076,1.6470259428024292,2.7701241970062256,2.132422924041748,1.9949511289596558,1.874375581741333,1.5502040386199951,1.7842016220092773,2.5663199424743652,4.591322422027588,1.7856422662734985,2.3043649196624756,1.7733509540557861,3.2766106128692627,1.9590754508972168,2.8361074924468994,1.7405718564987183,1.4106453657150269,1.714478850364685,2.1412878036499023,1.9243080615997314,1.619070291519165,4.524168014526367,2.4829213619232178,1.8430404663085938,1.6872456073760986,2.4333596229553223,2.138934850692749,1.9398224353790283,2.776777505874634,1.908156156539917,2.2690682411193848,2.8678829669952393,2.290271520614624,1.711675763130188,1.9924160242080688,2.487346649169922,2.022280216217041,2.4927611351013184,2.5649073123931885,3.3156585693359375,2.6983206272125244,2.540020227432251,2.375462532043457,2.507915735244751,1.4002807140350342
Helicopter,2.7678017616271973,3.6889028549194336,2.137648820877075,3.372886896133423,0.5859283208847046,0.6050857305526733,0.8110644221305847,6.696757793426514,2.74273419380188,2.7888314723968506,5.132028579711914,2.036496639251709,3.035444974899292,1.7957124710083008,1.435986876487732,3.2485947608947754,2.667994737625122,5.281483173370361,1.9090579748153687,0.8735255599021912,2.514258861541748,2.1609299182891846,6.0837788581848145,0.8347909450531006,1.0363556146621704,2.335475444793701,1.381824016571045,1.3478524684906006,1.6255340576171875,1.7842013835906982,0.593803882598877,2.9169204235076904,5.2469611167907715,1.0380675792694092,1.5989364385604858,0.6213434338569641,2.805497884750366,2.356858253479004,3.289118528366089,0.5519704818725586,1.0734350681304932,2.130373954772949,2.2980847358703613,1.2733843326568604,1.0169553756713867,5.118048191070557,2.08732271194458,0.9682377576828003,1.2259891033172607,2.3959097862243652,1.388506531715393,1.948615550994873,3.1545450687408447,1.1954643726348877,1.5397669076919556,2.946070909500122,1.5118324756622314,1.1670503616333008,1.0685707330703735,1.5456459522247314,1.2483559846878052,2.361022472381592,1.7135378122329712,3.6196508407592773,3.256049156188965,2.8963170051574707,1.8938815593719482,2.8748114109039307,0.8520486354827881
House,3.2213194370269775,2.9504659175872803,3.8970606327056885,2.7093052864074707,2.930623769760132,2.8259270191192627,2.8823421001434326,5.295849323272705,3.2171714305877686,2.824343681335449,4.661157608032227,2.5771994590759277,3.313459634780884,2.46561598777771,2.7892680168151855,3.0280983448028564,2.412386417388916,5.0528564453125,2.484907627105713,2.7803690433502197,2.6143875122070312,2.8422346115112305,4.869648456573486,2.7792465686798096,2.7470617294311523,3.1200106143951416,3.053159713745117,2.8472187519073486,2.640227794647217,2.566319465637207,2.9169204235076904,2.6372711658477783,4.632184028625488,2.761176586151123,3.1703238487243652,2.912442207336426,3.8782076835632324,2.2833762168884277,2.8100080490112305,2.9190635681152344,2.4287641048431396,2.359686851501465,2.4177587032318115,2.8524832725524902,2.5912652015686035,4.171999454498291,3.37862491607666,2.93741774559021,2.5759012699127197,2.7142446041107178,3.023890256881714,2.5479438304901123,2.682091236114502,2.854768991470337,3.0830795764923096,3.2581865787506104,3.1952927112579346,2.663902759552002,2.9781272411346436,3.521162986755371,2.853703022003174,3.2291224002838135,3.650991678237915,3.492971420288086,2.915194511413574,2.9540882110595703,3.092125177383423,2.988638401031494,2.5640053749084473
HumanHead,3.77577543258667,4.704700469970703,5.727762699127197,4.995179176330566,5.345846652984619,5.2125935554504395,5.003955841064453,5.667595386505127,4.172550678253174,5.163277626037598,5.507735729217529,4.332067012786865,4.202819347381592,4.190002918243408,5.332871437072754,5.180529594421387,4.363029479980469,5.717498779296875,4.941556453704834,5.065077304840088,4.351548671722412,4.939478874206543,5.647850513458252,4.838324069976807,4.980324745178223,5.842628479003906,4.9017252922058105,4.742341995239258,4.133538246154785,4.591322422027588,5.24696159362793,4.6321845054626465,3.657912492752075,4.778886318206787,5.418125629425049,5.200897216796875,5.086545467376709,4.1974005699157715,4.308645725250244,5.1720733642578125,4.731680870056152,4.426283836364746,4.361300945281982,4.91290807723999,5.072112083435059,4.92456579208374,5.84194278717041,5.368105411529541,4.504355430603027,5.340034008026123,4.794846057891846,4.8344244956970215,5.244961261749268,4.8101301193237305,5.2612128257751465,4.832172870635986,5.038595199584961,4.687862396240234,4.935649871826172,5.488974571228027,4.97089958190918,4.9886579513549805,6.000813007354736,4.851574897766113,4.741409778594971,4.4065399169921875,4.606630802154541,3.9632604122161865,4.958451271057129
Humanoid,2.2466630935668945,3.439681053161621,1.9263701438903809,3.287442922592163,1.1010150909423828,1.0118285417556763,1.0298211574554443,6.39054012298584,2.1822140216827393,2.768653631210327,4.692481517791748,1.6715232133865356,2.3933777809143066,1.4035332202911377,1.6896326541900635,3.1413161754608154,2.531381607055664,4.688513278961182,1.9928562641143799,1.1340433359146118,2.225714683532715,1.9625506401062012,5.827002048492432,0.7065349817276001,1.190216064453125,2.623460054397583,1.148532748222351,1.0815657377243042,1.141844391822815,1.7856422662734985,1.0380675792694092,2.761176586151123,4.778886318206787,0.8280877470970154,1.8116012811660767,0.9592223763465881,2.436075448989868,2.000882625579834,3.1300406455993652,0.8794167041778564,1.0537893772125244,2.072084665298462,2.108243227005005,1.1853175163269043,1.2718976736068726,4.8095550537109375,2.330355644226074,1.405296802520752,0.9961972832679749,2.51658296585083,1.1383520364761353,2.013521671295166,3.1020264625549316,0.9880975484848022,1.615833044052124,2.52437424659729,1.4349502325057983,1.1028425693511963,0.9181413650512695,1.7407487630844116,1.1596736907958984,2.1062099933624268,2.0947377681732178,3.2601096630096436,2.9998087882995605,2.7230470180511475,1.4406670331954956,2.5393130779266357,1.0401891469955444
Insect,3.188934803009033,3.8590900897979736,2.9347219467163086,3.3544137477874756,1.557234525680542,1.572951078414917,1.7480263710021973,6.794806003570557,3.157069444656372,3.094618797302246,5.422754287719727,2.4728996753692627,3.402761697769165,2.2016522884368896,2.061445713043213,3.6338040828704834,2.826650381088257,5.539769649505615,2.1944992542266846,1.6589908599853516,2.815438747406006,2.520169734954834,6.197696208953857,1.6794182062149048,1.8213292360305786,2.4930834770202637,2.174274206161499,2.0843067169189453,2.176387071609497,2.3043649196624756,1.5989365577697754,3.1703238487243652,5.418125629425049,1.8116012811660767,2.19710111618042,1.6277776956558228,3.421574831008911,2.6790308952331543,3.4038422107696533,1.6026822328567505,1.7406980991363525,2.514294147491455,2.5559682846069336,2.025829315185547,1.5979808568954468,5.209500312805176,2.714834451675415,1.8561476469039917,1.8355556726455688,2.569470167160034,2.1712422370910645,2.272505283355713,3.287553310394287,1.9805477857589722,2.235671281814575,3.4199628829956055,2.3204901218414307,1.898870587348938,1.9547195434570312,2.4418532848358154,1.9291707277297974,2.962017297744751,2.5135080814361572,3.9791059494018555,3.6195590496063232,3.2043497562408447,2.5569190979003906,3.2565371990203857,1.5522594451904297
Jet,2.695125102996826,3.6789896488189697,2.0333831310272217,3.4237866401672363,0.6149595975875854,0.6098097562789917,0.7805189490318298,6.670572757720947,2.670114517211914,2.801184892654419,5.070479393005371,1.9913127422332764,2.960981845855713,1.7534161806106567,1.4344059228897095,3.2212042808532715,2.6832351684570312,5.193599224090576,1.9587814807891846,0.8909618258476257,2.481241464614868,2.132425308227539,6.071072578430176,0.7341150641441345,1.013694405555725,2.436124086380005,1.2875049114227295,1.2575163841247559,1.5423396825790405,1.7733509540557861,0.6213433742523193,2.912442445755005,5.200897216796875,0.9592223763465881,1.6277776956558228,0.5751329660415649,2.7037150859832764,2.31472110748291,3.302499532699585,0.4900449514389038,1.0279078483581543,2.129507541656494,2.305222511291504,1.2092455625534058,1.0600872039794922,5.108689308166504,2.1103687286376953,0.9945607781410217,1.1756901741027832,2.4599478244781494,1.297803282737732,1.983363389968872,3.184325695037842,1.1076406240463257,1.5037940740585327,2.8695311546325684,1.4324003458023071,1.1054147481918335,0.970219612121582,1.501210331916809,1.2046953439712524,2.2968833446502686,1.7490490674972534,3.569354295730591,3.21012282371521,2.8902928829193115,1.7834547758102417,2.835728883743286,0.8577510118484497
Knife,2.98104190826416,4.2695088386535645,3.395226240158081,4.281411170959473,2.9191503524780273,2.862894296646118,2.688096284866333,6.763500213623047,2.63370943069458,4.045936107635498,4.872782230377197,2.8164751529693604,2.518113851547241,2.697023391723633,3.2263989448547363,4.324188709259033,3.7064802646636963,4.208322525024414,3.476374387741089,2.836113929748535,3.246973991394043,2.941385507583618,6.40782356262207,2.4549076557159424,2.77709698677063,4.028321743011475,2.235045909881592,2.254924774169922,2.425628423690796,3.2766106128692627,2.805497884750366,3.8782076835632324,5.086545467376709,2.436075210571289,3.421574831008911,2.7037153244018555,2.4996631145477295,3.123439073562622,4.07473087310791,2.659142255783081,2.770965576171875,3.466731071472168,3.251866340637207,2.4369564056396484,3.0359089374542236,5.316669940948486,3.9789066314697266,3.111189365386963,2.5589847564697266,3.9116427898406982,2.293724536895752,3.4817185401916504,4.21525764465332,2.354097604751587,2.8277554512023926,3.2266898155212402,2.416304588317871,2.6416800022125244,2.2059519290924072,2.746816873550415,2.52742600440979,3.1339125633239746,3.7719874382019043,3.8482325077056885,3.953219175338745,3.866793394088745,2.145756244659424,3.451275587081909,2.8810460567474365
MilitaryVehicle,2.4773759841918945,2.5751419067382812,3.1722636222839355,2.5897395610809326,2.3999102115631104,2.241553544998169,2.237093448638916,5.226655006408691,2.361116409301758,2.51676869392395,4.064000606536865,1.7365843057632446,2.4386837482452393,1.7229669094085693,2.3491573333740234,2.5586929321289062,2.062368869781494,4.359399318695068,2.1398422718048096,2.2136664390563965,2.071098566055298,2.2747256755828857,4.723957061767578,2.0464279651641846,2.1232893466949463,2.9979512691497803,2.2844488620758057,2.057248115539551,1.7706681489944458,1.9590753316879272,2.356858253479004,2.2833762168884277,4.197400093078613,2.000882625579834,2.6790311336517334,2.31472110748291,3.123438835144043,1.4225044250488281,2.5430984497070312,2.2983102798461914,1.7040749788284302,1.8164198398590088,1.8400012254714966,2.161189556121826,2.1005547046661377,3.9369726181030273,2.9029650688171387,2.4223930835723877,1.824387550354004,2.50390887260437,2.2410669326782227,2.1449382305145264,2.462512493133545,2.081674814224243,2.540283203125,2.4675002098083496,2.4887781143188477,1.917633295059204,2.2293472290039062,2.917503833770752,2.2118794918060303,2.4181113243103027,3.1328980922698975,2.833184242248535,2.2877771854400635,2.4538278579711914,2.234173536300659,2.281867265701294,1.956472635269165
Monitor,3.293116807937622,3.0550849437713623,4.234638690948486,2.514030694961548,3.3121304512023926,3.2477211952209473,3.253169298171997,5.165638446807861,3.3934483528137207,3.0412967205047607,4.835554122924805,2.864565134048462,3.4495785236358643,2.68666934967041,3.0455970764160156,3.4402523040771484,2.3543176651000977,5.114785194396973,2.5636141300201416,3.100130081176758,2.6421849727630615,2.9629709720611572,4.8428874015808105,3.1769561767578125,3.1137430667877197,3.04962158203125,3.383843421936035,3.1743223667144775,2.939603805541992,2.8361074924468994,3.289118528366089,2.8100080490112305,4.308645725250244,3.1300406455993652,3.4038422107696533,3.302499771118164,4.07473087310791,2.5430984497070312,2.560549259185791,3.3263256549835205,2.8257460594177246,2.607206344604492,2.487098455429077,3.173060178756714,2.8633334636688232,3.954265832901001,3.726327657699585,3.33015513420105,2.890388011932373,2.713334798812866,3.355731248855591,2.6652958393096924,2.8078036308288574,3.2112104892730713,3.3234899044036865,3.5739715099334717,3.5008301734924316,3.0316805839538574,3.331515312194824,3.8354947566986084,3.108790159225464,3.5959994792938232,4.003774642944336,3.706037998199463,3.2612977027893066,3.032853603363037,3.385465383529663,3.1116104125976562,2.9539315700531006
Monoplane,2.645395040512085,3.690396547317505,1.947924017906189,3.4753613471984863,0.5598891973495483,0.533840000629425,0.6915770769119263,6.6788411140441895,2.6264829635620117,2.8111956119537354,5.0536723136901855,1.9572641849517822,2.9273791313171387,1.720636010169983,1.4253329038619995,3.2135238647460938,2.703427791595459,5.178962707519531,1.981994390487671,0.842084527015686,2.474761724472046,2.1401896476745605,6.079898357391357,0.6321226358413696,0.961998462677002,2.497464656829834,1.2226506471633911,1.2015423774719238,1.4791316986083984,1.7405718564987183,0.5519704818725586,2.9190635681152344,5.1720733642578125,0.8794167041778564,1.6026822328567505,0.4900449514389038,2.659142017364502,2.2983102798461914,3.3263256549835205,0.36499154567718506,0.9816434383392334,2.117062568664551,2.3117520809173584,1.1587343215942383,1.0432716608047485,5.125914573669434,2.0945138931274414,0.9526151418685913,1.1147334575653076,2.50089693069458,1.2283599376678467,1.9881651401519775,3.22196102142334,1.0357005596160889,1.4727107286453247,2.835979700088501,1.3769869804382324,1.0418241024017334,0.8921523094177246,1.4535490274429321,1.1625728607177734,2.250293731689453,1.7081737518310547,3.552860975265503,3.196993350982666,2.879422187805176,1.725458025932312,2.7978034019470215,0.8095901608467102
Motorcycle,2.4176552295684814,3.095123529434204,2.2307376861572266,2.977853536605835,1.045270562171936,0.9063984155654907,1.1198493242263794,6.025760173797607,2.3556792736053467,2.4307055473327637,4.560032367706299,1.5742045640945435,2.659080743789673,1.4152876138687134,1.4517077207565308,2.641035318374634,2.1880109310150146,4.817523956298828,1.7077854871749878,1.0936981439590454,2.0964784622192383,1.9342713356018066,5.4546027183532715,0.9260116219520569,1.0810731649398804,2.449587106704712,1.4749281406402588,1.3276524543762207,1.3258625268936157,1.4106452465057373,1.0734350681304932,2.4287638664245605,4.7316813468933105,1.0537893772125244,1.7406978607177734,1.0279078483581543,2.770965814590454,1.7040749788284302,2.8257460594177246,0.9816434383392334,0.7436875700950623,1.6239830255508423,1.87777841091156,1.3201030492782593,1.0697933435440063,4.576250076293945,2.0257675647735596,1.264066457748413,1.0749895572662354,2.2001774311065674,1.4638561010360718,1.701269268989563,2.686288356781006,1.2237380743026733,1.7098698616027832,2.501005172729492,1.6706634759902954,1.0787731409072876,1.275376319885254,1.9273923635482788,1.365323543548584,2.04140305519104,1.9907631874084473,3.1049413681030273,2.579819917678833,2.432732582092285,1.7706143856048584,2.371065378189087,0.8031823039054871
Mug,2.777696132659912,2.801961898803711,3.247645378112793,2.6761415004730225,2.1056039333343506,1.9759413003921509,2.1168155670166016,5.439963340759277,2.8505048751831055,2.4420273303985596,4.521177768707275,2.0302515029907227,3.0836777687072754,1.9337654113769531,2.1461234092712402,2.523437023162842,2.0765039920806885,5.002633571624756,1.9677375555038452,2.0073275566101074,2.329512596130371,2.459087371826172,4.876306056976318,2.0353293418884277,1.919940710067749,2.7586965560913086,2.410494327545166,2.234281539916992,2.042186737060547,1.714478850364685,2.130373954772949,2.359686851501465,4.426284313201904,2.072084426879883,2.514293909072876,2.1295077800750732,3.466731071472168,1.8164198398590088,2.607206344604492,2.11706280708313,1.6239830255508423,1.559990644454956,2.0302250385284424,2.166975736618042,1.838813066482544,4.247838020324707,2.6301584243774414,2.13814115524292,1.9040369987487793,2.3240396976470947,2.4142327308654785,1.9097578525543213,2.490074396133423,2.1846134662628174,2.485239028930664,2.8700547218322754,2.559988260269165,1.9392173290252686,2.3012168407440186,2.797362804412842,2.257213830947876,2.6137185096740723,2.866797685623169,3.2118639945983887,2.501556396484375,2.4122540950775146,2.580932140350342,2.4617984294891357,1.6992539167404175
MultiSeat,2.6777467727661133,2.7889719009399414,3.2633752822875977,2.3561577796936035,2.3168535232543945,2.251506805419922,2.2647085189819336,5.536576271057129,2.569145679473877,2.589038848876953,4.47117280960083,1.973785161972046,2.6244006156921387,1.8141403198242188,2.288252115249634,3.003427743911743,2.0258307456970215,4.612293720245361,1.9589111804962158,2.1413824558258057,2.119439125061035,2.2121779918670654,5.004012107849121,2.1509904861450195,2.1838016510009766,2.504500389099121,2.3935959339141846,2.1845543384552,1.9824259281158447,2.1412878036499023,2.2980847358703613,2.4177587032318115,4.361300945281982,2.108243227005005,2.5559680461883545,2.305222511291504,3.251866340637207,1.840001106262207,2.4870986938476562,2.3117518424987793,1.87777841091156,2.0302250385284424,1.8304976224899292,2.2385456562042236,1.9687135219573975,3.994309902191162,2.932177782058716,2.419952392578125,1.9142709970474243,2.2344768047332764,2.3539750576019287,2.052583932876587,2.4901888370513916,2.211209774017334,2.4812543392181396,2.8524043560028076,2.567903995513916,2.081101894378662,2.31630539894104,2.9282619953155518,2.1641831398010254,2.744527578353882,3.0811991691589355,3.1787774562835693,2.8049566745758057,2.565486192703247,2.4345037937164307,2.5581960678100586,1.9832422733306885
Musical_Instrument,2.4763591289520264,3.496389389038086,2.25606107711792,3.2851076126098633,1.3232204914093018,1.274031162261963,1.288419246673584,6.4244585037231445,2.4135663509368896,2.8465542793273926,4.785427093505859,1.8920828104019165,2.5690865516662598,1.6636539697647095,1.7762796878814697,3.208409547805786,2.603912830352783,4.751471042633057,2.0969841480255127,1.3436193466186523,2.3731963634490967,2.0531184673309326,5.859418869018555,1.0991547107696533,1.3301602602005005,2.6518356800079346,1.1849664449691772,1.2113714218139648,1.4652974605560303,1.924307942390442,1.2733843326568604,2.8524832725524902,4.912907600402832,1.1853175163269043,2.025829315185547,1.2092454433441162,2.4369561672210693,2.161189556121826,3.173060417175293,1.1587343215942383,1.3201030492782593,2.166975736618042,2.2385456562042236,1.2031248807907104,1.47664213180542,4.855769634246826,2.47702956199646,1.5653847455978394,1.3185769319534302,2.5620250701904297,1.356182336807251,2.1134817600250244,3.112988233566284,1.2073622941970825,1.6259539127349854,2.6912126541137695,1.4914741516113281,1.378827691078186,1.0175046920776367,1.615558385848999,1.31876540184021,2.2675178050994873,2.286937713623047,3.373296022415161,3.10090970993042,2.8417654037475586,1.5928605794906616,2.718047857284546,1.2977325916290283
