,AircraftBuoyant,Apartment,AquaticAnimal,Bed,Bicycle,Biplane,Bird,Bookset,Bottle,BuildingNonResidential,Bus,Car,Cellphone,Chess,City,ClassicPiano,Computer,ComputerKeyboard,Cup,DeskLamp,DeskPhone,Door,Drum,Fish,FloorLamp,Glasses,Guitar,Gun,Hand,Hat,Helicopter,House,HumanHead,Humanoid,Insect,Jet,Knife,MilitaryVehicle,Monitor,Monoplane,Motorcycle,Mug,MultiSeat,Musical_Instrument,NonWheelChair,PianoBoard,PlantIndoors,PlantWildNonTree,Quadruped,RectangleTable,Rocket,RoundTable,Shelf,Ship,Sign,Skyscraper,Spoon,Starship,SubmachineGun,Sword,Tool,Train,Tree,Truck,TruckNonContainer,Vase,Violin,Wheel,WheelChair
Fish,14.978456805754934,18.31045561994435,11.217104032137817,22.528351842196923,10.529004304603054,10.115248238690036,10.836526852912392,24.29521694362415,12.673218563390021,17.280559689899494,20.958556131191823,14.467998500756394,15.444436383911587,12.06042790027184,14.134553205548903,16.010516455149194,16.24493533697676,19.600046377657623,17.04705995100625,14.018512380604943,14.455324283893983,14.011488699076706,26.66929417925299,6.690506308409356,16.177034339135965,20.816369209233727,15.977491191506296,14.59998550169186,10.880984107726569,16.31361062732583,10.30078464291719,16.645907936210683,22.44264451540684,9.844777990813524,11.984851985730543,10.383519213983522,20.765868155650352,14.753099220521527,20.182518427309077,9.908036117451378,9.419041867832805,18.304674150879855,15.483041597273436,15.889921153085591,12.610143936853353,21.630005357128326,13.773504163235915,13.302506757802911,10.672755741937811,19.312045199379465,13.869463399135244,17.91749071231528,17.64418916227454,12.956145233354848,17.43806465835782,13.090853460261645,19.391328909108573,10.840813154868565,14.884185708158727,27.427955377516138,14.687085171161167,16.593188745374448,13.805390806029495,16.41769222013483,15.75409046921514,17.629319088371815,13.607955707551994,17.662337422014456,11.519205282908175
FloorLamp,21.189723508700254,22.78478410663196,19.19071560545339,25.129701361726557,16.854241697021916,16.92578282546073,17.892092192898716,28.775631579270417,19.870163315521122,21.595155435893343,26.538428592038077,19.716541290693318,21.69423997281195,18.0281980365758,19.66254438059595,20.68128930316815,20.903693697247988,25.734455549763265,20.846781717588367,18.384718020544668,20.674763176935766,19.908018919130996,29.127444824762247,16.17703433913596,19.344841935163963,23.113644783986217,20.84247101526058,20.31342787289032,18.243195162826353,19.691259981730045,17.180438753291472,21.523351700483836,26.18538880106169,17.615544921368812,18.439811424850237,17.618643806195152,24.739521737370534,20.019479151395515,23.724171733082432,17.264648270103805,16.873377845215995,21.164818089485536,20.31258411339301,20.3004366803033,17.353453343863606,26.723430096633837,19.236831610737923,18.792623195110306,17.561280887628083,22.258924488174298,20.150516564520156,21.07093054964601,21.685761821794603,19.120211533037857,21.5592523504976,20.519978777244145,23.17947702834226,17.750437345286258,20.193872892131076,28.615530507878752,20.362058871671664,22.539188474730064,19.440882239298546,22.16750656597858,20.9866495635531,21.69621132253271,20.14667548090864,21.72058589823432,16.705634141464003
Glasses,23.458881452374992,21.200610785582253,24.989295896152655,16.447636405045447,17.75213240423251,20.061059368490454,22.41526973907123,27.04347788621696,23.09707767658554,19.931057513105234,29.11288464660431,19.495667605131406,23.915697692808916,18.404810440592716,23.036807956661395,21.027864779277614,18.859609921882896,31.082807549537236,17.478114600489846,18.330404737609015,20.96526875349495,20.489402538973632,25.461946904306767,20.816369209233727,23.11364478398622,12.363300417801675,27.864773348733863,27.059848633637632,22.164640043481622,18.029930344073534,20.977431017004847,20.60206720382715,26.84241629524483,21.922283900304123,19.94718083465642,22.70274710357913,33.54252618726947,20.70146134445026,18.631419396746352,21.93664300574575,19.937202959270444,18.0039315397537,18.01657315124622,25.938140096440378,16.792196502201037,25.237469617411524,21.541403489597073,22.4287998379378,19.80776187111719,16.090665424272053,26.78801656577106,16.534508269536946,17.499587026161286,25.27452833732942,26.34366949284492,25.589504190614672,30.511442187924732,21.494176534387655,28.208755231326073,37.63103907710132,24.793522961311282,26.782805439505818,22.109402265140375,24.279539148730212,21.15710594771982,20.387350981775988,27.395832003096114,20.664803667410787,17.725113630415716
Guitar,23.098789630100576,26.26561261147981,16.523634606429702,29.749443935738086,18.111140525304897,18.959849492454754,17.980379162788424,32.46468630028395,20.45513900219898,25.913760913115006,26.944712061372027,22.573908252549504,21.99590120114083,20.098838157022335,20.53735991432232,24.646584911412525,24.88597031797915,21.399588632886,24.931942247000105,20.322614274951157,22.475695765456752,19.95353147972883,34.8177291195248,15.977491191506296,20.84247101526058,27.864773348733863,13.745499756815258,15.254803714126394,18.229812413899253,25.49057707620031,17.909023878477942,25.337294545969574,30.656832244142304,15.622916964874412,20.75663955697485,16.487626415252223,17.02763604743676,23.69464901615069,27.612413761423962,16.856310889255255,17.911022846967263,26.742861842823164,23.331493205168055,16.198346517490066,22.187165485796907,28.72414874023138,22.436192705003428,19.660628986865408,19.290037125626583,27.48980853740652,14.704204416869935,26.298472173927276,25.95054679117497,15.698509499770237,18.217618896183854,18.93163995272787,16.991445148224933,19.190449650377342,14.150215111684975,23.763988922110297,16.312609352342964,21.845498472249826,21.433424530355563,22.28914908346854,23.840142153480166,26.00035081601373,14.105891908939823,25.97759580855969,21.51751038217597
Gun,21.48471287289125,24.285432264151982,15.487613810556043,28.24661471483616,16.627931163522227,17.055580253470314,16.597306181815746,30.003886898672228,19.0027338858633,24.103703811056775,25.610518250788186,20.953779203503366,20.393757503763187,18.51041524286994,19.09525227948537,22.582029156194576,22.579340707471538,20.468344691238823,23.19677011452967,19.731459417635133,20.202619437962632,18.382166483412636,33.18080509217984,14.599985501691856,20.31342787289032,27.05984863363763,15.254803714126398,14.856700768560842,16.520605798034442,23.750336709929183,16.441427548081517,23.266586601950763,28.81745741522309,14.404714597526695,18.70778613843587,15.02988473758716,17.880110583158096,21.840508986434756,25.818473079169653,15.374199151219113,15.83286786143123,25.10792926196627,21.478113805607762,16.700197605017248,20.30702551382866,26.566756459885724,20.49227466717707,18.519089831557825,17.458211317276106,25.899120425589533,14.709207922634816,24.51595762471175,23.911912960734398,15.277028839278744,18.169157511126198,17.56874852629361,18.027230303707608,17.414936121300627,14.495909192803206,24.818131634825072,15.868354935866552,20.790102762215856,19.875170433620923,21.08606253125928,22.00405432126215,24.210761599717923,14.091969170605758,24.24257297635252,19.516247039123744
Hand,14.60362428669723,16.847754574265632,14.274292713173725,21.23476328263329,12.576004975088365,12.191985925145863,13.119561518299989,21.519665469875708,13.454337977325313,17.33207853353148,20.961642000423133,13.57689472492622,15.431264472899079,11.752913628668106,16.474058729857642,15.483603523701095,14.57550713581784,19.696401256041675,17.153274754385684,15.694905905033284,13.496919266832236,14.415829332764494,25.553754091747297,10.880984107726569,18.243195162826353,22.164640043481622,18.22981241389925,16.520605798034445,10.380772465723867,15.79729828435742,13.13747498222684,15.789286918710477,20.14637648836709,12.351818241162126,13.120589259406094,13.231373060065073,22.467035800578177,13.596012159611162,18.446133401569924,12.904094813807152,10.881347357553462,17.483469551935762,14.241813654333223,17.581787718770055,13.385528098006375,20.209897597644314,15.2757196172584,15.571700436672787,11.035368786837852,19.204644938472423,16.270039491324535,17.566372073078266,16.60049487316965,15.118334009407432,19.400897657443966,14.521374565795385,21.727346403083754,12.417237446077175,17.70603905730085,30.607007520611926,16.612623399541494,17.93401804237923,15.538657266331732,16.498886426754392,14.835056127794317,16.654244208048404,15.562344085249313,16.12843136589024,12.276772295733767
Hat,16.442299275809184,15.428584189964797,20.440104137122006,16.852350192204536,14.753429264905293,15.580340703107826,17.52400749171723,19.91452270784938,17.79436535561276,15.06932995265038,23.637167635704678,14.027752624352477,19.3787315000902,13.886686062391565,19.103892068432813,14.3817880656139,13.296214228300345,26.547446943495988,15.400982302468169,15.813736751744647,16.180445322537643,17.62960318452912,20.603226812293805,16.31361062732583,19.69125998173005,18.029930344073534,25.49057707620031,23.750336709929186,15.797298284357419,10.49109745351223,17.300280827419382,14.677646023376035,17.07952728366863,18.29292395242075,16.03762212631966,18.63147479886717,30.544989063638425,13.218618694573228,15.814490467546335,17.7732101069422,14.658805814283783,11.711815312724582,14.187382851092051,22.876408992897577,12.196692693584529,21.635196061722095,16.581493109668223,18.60435709056404,14.46748315417411,14.936538571976493,23.67283685455466,13.415809821472598,14.439603767612056,21.25080426814912,24.108140867426343,20.162453386386428,28.48371817302903,15.850409821679039,25.05989834942148,35.784475956986675,23.054668039710997,22.02746504009228,17.588880551968735,19.343107892569815,15.029129770015757,13.638285216343446,23.630469587237048,14.141270269549953,12.300652279693244
Helicopter,17.47168916966061,19.662308624107876,13.556539695895788,23.71738269266919,11.023959110027736,10.557537157846596,11.785358354598001,25.45182721167057,15.60893903185649,18.239130997276675,23.125116231426276,16.244531517962375,17.771357390850067,14.598871914948527,14.371851012050785,16.86745092084756,17.46621846623568,21.762834311647893,17.971211670376487,15.076317545768743,16.09032262416211,15.156626981229609,28.14528829475224,10.300784642917192,17.180438753291476,20.97743101700485,17.909023878477942,16.441427548081517,13.13747498222684,17.300280827419382,10.569672207829068,17.818436430755014,24.344051348318292,12.17864457526464,12.596865674771033,10.849404944319193,22.129540072996797,16.370204027217042,21.35041610973825,10.605319405313098,11.344807498164725,19.48490789507501,17.01380812108609,17.275809435094608,13.048149051488805,23.204006192082336,14.144001126990213,13.459168340481718,12.536262521578601,19.82848290823735,15.693270205868291,18.58993026099402,18.442378737012437,14.642484658727604,18.260925787009775,15.601739196999835,20.501747003885143,12.406731520902005,16.425462549935776,27.578354624341355,16.442613678979875,18.65864055015571,13.926251037939359,18.58255425216729,17.421933257566614,19.275801208480747,15.827508288096563,19.398655629531547,12.180694611405361
House,17.64942155914949,15.744347321972512,20.33518318146364,18.246005753806042,16.293981230138602,16.439596406234315,17.985984933315557,19.18578466625054,17.915344230648365,16.370437473134107,23.13838961906834,15.323874998445053,19.475923277543156,14.7334657724627,19.56313504651545,15.256279775871059,13.899054005660018,24.9126673976058,16.940130923482204,18.11069058991945,15.71609380315405,17.466849802009236,21.899935042111807,16.645907936210683,21.52335170048384,20.60206720382715,25.337294545969574,23.266586601950763,15.789286918710477,14.677646023376035,17.818436430755014,15.0601661950876,19.3107420613681,18.26129846371769,16.48760580618884,18.623046551322428,29.88118504139655,14.042537891041098,16.79209983823338,18.13975468252968,15.101550972669195,15.257184445342585,14.850792474099206,23.22137804646688,14.27850513894686,20.221548403903302,17.467551502557104,19.40036666193639,15.03237462517752,17.217825524153348,23.21540773610658,16.20193600363243,15.02092520319915,21.23329705906909,24.300380682815735,19.232639103922462,28.44975469454929,16.47816980794621,24.801710438729348,36.48863319963235,22.704592015188616,22.340311638672276,18.7260611792957,18.930798185460965,15.348074193591719,15.727725479277687,22.92064384845747,16.26393255105616,14.136510052033938
HumanHead,18.29598999790006,19.43488523023044,25.532290511317143,23.334657033021028,22.80290083602572,23.004298036821215,23.78347674535325,19.811962615117373,20.30669577801581,21.031028035899418,25.48204170745342,19.174487681575897,21.665965315677497,18.906520015395774,25.877140020134195,20.36070249994988,18.463930586279783,28.08119744405775,22.73221982422064,23.011099786303525,20.74581391876393,23.623659105691985,21.698593531218883,22.442644515406844,26.18538880106169,26.84241629524483,30.656832244142308,28.81745741522309,20.14637648836709,17.07952728366863,24.344051348318292,19.310742061368103,14.576462765008555,24.173087180157744,22.97918090059853,25.447005400189283,33.59318166769304,17.785304089326456,20.861646135659097,24.655334400683074,21.50221193591266,17.708993295499205,19.692747965104846,28.69539939407596,19.354575241185948,22.95070677494318,23.41624461269747,25.519740526427533,20.298924404587773,23.043380402437386,28.434285040987007,21.072619320220113,21.411088982723573,26.522307129483686,30.45711325965676,23.53741419084203,33.58337279021463,21.594417895444522,30.318411971173187,41.53798160856719,29.310260204486028,26.964627212846707,24.32851113204021,22.61488611005945,19.512206615023853,17.502943498734016,27.188712813593597,17.854969538035203,19.382938909677957
Humanoid,16.931496304339873,19.438182046168922,12.440696488009795,23.091944254133697,11.646743751242969,12.1698729171928,12.69444815867002,25.10907665280774,14.71776723416892,19.046210864851986,21.897401535257114,15.926206364847097,16.62083193793866,13.494962291156751,15.594192812916058,17.550029305871764,17.32416551977,18.597989682574827,17.905945427629426,15.500256668774949,15.401674734864898,14.33195631453536,28.240811750239203,9.844777990813524,17.615544921368812,21.922283900304127,15.622916964874412,14.404714597526693,12.351818241162128,18.29292395242075,12.178644575264642,18.26129846371769,24.173087180157736,10.528133690551163,13.670276703870321,11.634951893590168,19.852712463526867,16.805247870437334,20.758769402475924,11.440743620813668,11.04036834290131,19.737289016518467,16.278477001833632,15.969788515176203,14.674955012251289,22.184642803787767,15.841062532750481,14.994115099787692,12.498769061970625,20.480208010842613,13.99255721756443,19.018454503098393,18.440759182276217,13.627841212759028,17.489180511398317,14.30836077274437,19.04754355056762,12.809238402847761,14.738396729254726,27.566171675309292,14.227272685233482,17.717537476775693,15.659997168126315,17.358317493885227,16.958760623759506,19.097819204733156,13.202447665917985,19.056890498436093,13.719195605886789
Insect,17.316837157021506,18.033838154409874,16.031191302371155,21.26015910276085,11.612638217348044,11.446786603863654,13.344517980935098,22.947796551306848,16.218416652949976,17.301083341700792,23.295060152536895,15.276159272397509,18.09055804376131,13.64035974548398,15.873337585407901,15.883442545226565,15.148144321420661,22.2582873599025,16.33690233815691,15.446654414585941,14.779950374844177,14.869538198973567,26.59649676070957,11.984851985730542,18.439811424850237,19.94718083465642,20.75663955697485,18.70778613843587,13.120589259406092,16.03762212631966,12.596865674771035,16.48760580618884,22.979180900598525,13.67027670387032,12.338860595982593,13.044285530502032,25.20944343808331,15.524705722999347,18.936145263897526,12.591871942940253,11.595690701407172,17.853739385293114,15.120920038278479,19.22916921260313,12.407449704957417,21.513434777116696,14.563929390633895,15.106498672166131,12.252096003685587,18.025879732757293,18.646182846049868,16.78389186583985,16.136796272908178,16.96686227578599,20.022798802712426,17.166412110456832,23.568097264874606,13.207191053610579,19.604678914456507,31.45787386964612,17.675167285148753,19.803251648274134,14.864741665158734,18.63474902657906,16.332034981435637,17.73624483543532,18.50097073108397,17.70048175241034,11.559635104315074
Jet,18.065627546252344,20.56148433958213,12.59057205672812,25.21688238796147,11.285286326285114,10.88137684644475,11.423949430076071,26.248990953121204,16.16060759232614,19.139590773446656,23.467236231529377,17.267788672621233,18.074407413127272,15.588988666868302,13.951163590192312,17.742447950114048,18.45920289766248,20.584559496253625,19.20275760701577,15.970258265871557,16.52892049641097,15.014814673038144,29.61725258180347,10.383519213983524,17.618643806195152,22.702747103579135,16.487626415252223,15.029884737587158,13.23137306006507,18.63147479886717,10.849404944319193,18.623046551322428,25.447005400189276,11.63495189359017,13.044285530502032,9.605826604871453,20.183259052360572,17.510956986295277,22.55596975455939,9.6803318262836,11.357493711759142,20.75764126404289,18.21919718241488,16.4488424044945,14.36751340577586,23.996220947724073,14.748629542407519,13.495418080719263,13.004069946387755,21.254515952766855,14.437368905583392,19.89797658220434,19.732244072708085,13.755773245762176,17.278741316661808,15.416530379794008,19.234725436095022,12.592023265019352,14.606364691619332,26.21409158133783,15.541827073377881,18.60239682963226,14.208231487740068,18.970083853457478,18.413351388105465,20.258263325406315,14.343397157518515,20.58255953862975,13.43730431808849
Knife,26.85770575465304,30.646026017492726,20.00645345027228,35.06745552742939,23.224851242775557,23.46744358094028,22.09021676930337,35.49881885729581,23.789850448226108,30.738543819162015,29.92712327988185,27.487943462008637,24.712781666620444,25.3325824639695,24.35900626689093,29.393415577891307,29.699320297884736,22.421494185600856,30.16445198211628,25.579939652684097,26.847981472507787,23.988383987046767,38.79713991485229,20.765868155650356,24.739521737370534,33.54252618726948,17.02763604743676,17.8801105831581,22.467035800578177,30.544989063638425,22.129540072996797,29.88118504139655,33.59318166769304,19.852712463526867,25.209443438083312,20.183259052360576,16.228827620903417,28.287703872724645,32.5329319557567,20.984763090319454,22.841338736206698,32.03657615796046,28.380554413688678,19.414827911897994,27.037573075716963,32.01504310787239,26.744355758912114,23.6665249312132,24.13379591482331,32.88341975876534,16.995875954853886,31.467022518068966,31.108676567623753,18.719059679853757,20.65966586584501,22.081470212309668,18.596817110316817,23.4424135867351,16.177228838843746,23.895756431402067,19.777811195435508,25.27533449036344,25.474759250002236,25.941717259193513,28.588391134207058,30.685286220259517,16.440125284370886,30.58196896886754,26.395620560280513
MilitaryVehicle,15.401533210482443,14.519302110263645,18.51802356527983,17.731470477603057,15.442459033485546,15.20428782462057,16.64745782198513,19.066441315485857,15.179346893431221,15.374280907838232,21.285301105518542,12.771961159425281,16.96997873034309,12.729693513612766,18.34425158807175,13.736611875838383,12.971153460694314,23.70888053540072,16.636159216503074,16.7144335644721,14.244335244123402,16.111117327195497,21.402753042829985,14.753099220521527,20.019479151395515,20.701461344450255,23.6946490161507,21.840508986434756,13.596012159611162,13.218618694573228,16.370204027217046,14.042537891041098,17.785304089326456,16.805247870437334,15.524705722999348,17.510956986295277,28.287703872724645,10.382251978502122,16.170759136003177,17.17056240862896,13.625238277744659,14.258142924823163,13.497812694963226,21.692590338480617,12.990698811406425,19.533249479426715,16.15737731970113,18.052247710659298,13.06733326259007,16.977435895187398,21.227627965233463,15.907362248029937,14.371077547432824,19.434992567274097,23.23330084270945,16.76730654117081,26.86833674318625,14.452810602982387,23.410174405449833,35.19587226708443,21.939710944542878,20.145672716617828,17.45152044671291,16.891837849569487,13.344942370890294,14.607899596635558,21.330927166935567,14.6692688383833,12.662020711555476
Monitor,19.55314359006207,16.659511602108648,24.051142046561605,15.55865440168901,17.872651562985183,19.652135406037285,21.827404782698938,19.48209724298894,20.197206874728952,17.9513013779528,25.045419958242274,16.21727115860403,20.837910612741435,15.653576500630132,22.904548423733104,17.035425640636802,14.142271077757973,26.239810654480113,16.451446644161543,19.314774695678587,16.129559035771013,17.997716086224226,22.183291694652,20.182518427309077,23.724171733082436,18.631419396746352,27.61241376142396,25.818473079169653,18.446133401569924,15.814490467546335,21.35041610973825,16.79209983823338,20.861646135659097,20.75876940247592,18.936145263897526,22.555969754559385,32.5329319557567,16.170759136003177,14.129281783592683,21.883379588324104,17.448907265238965,15.427053369287398,14.479014533796265,25.39685994478317,16.586110056817294,19.759471303495204,20.733969100283108,22.97347652226771,17.360324372051405,16.130033595861228,26.30719172486274,15.360100179249894,14.280119354226304,24.459080084109637,26.36043546748967,22.404779072180986,30.929251690853288,19.59340148343225,28.208996231586294,39.88515321819904,24.0302590748677,24.91454169876289,22.362719310981202,20.36506668265652,16.27759586751599,16.81470962819556,25.65159024994515,16.101599728236504,16.796524188144232
Monoplane,17.429590440378597,20.09218413837919,12.8044447700156,24.54442600978785,10.53943464388166,10.327339774145887,11.133304391005288,25.76094726055606,15.78493550408973,18.630484038154737,23.07357730086767,16.614724336820398,17.74063032165754,14.879645741023376,13.703845616803127,17.33163879436019,17.915916878873396,20.471310116217435,18.517060372180502,15.261579081175144,15.919343176414024,14.55688158614112,28.810643375131388,9.908036117451378,17.264648270103805,21.93664300574575,16.85631088925526,15.374199151219113,12.904094813807149,17.773210106942198,10.605319405313098,18.13975468252968,24.655334400683074,11.440743620813667,12.591871942940253,9.680331826283599,20.984763090319454,17.170562408628964,21.88337958832411,8.99549239587963,10.859666335507013,19.931006673925665,17.531746368700297,16.6831670301681,13.817379926973517,23.454078931712697,14.509347238333213,13.521107225072237,12.410096360734217,20.551666581970327,15.027314433533963,19.1469507376361,19.07018060581856,13.983333359016129,17.599499811626753,15.404089956009791,19.882988389903137,12.20280318648653,15.092647785433938,26.903431735462586,15.491377656853636,18.39905532547853,14.129362656401552,18.666946548399522,17.79267539680552,19.614245786277813,14.697223278180877,19.634023668952267,12.824100400692323
Motorcycle,15.20600130265449,16.35100497582619,13.425418312157987,20.149427130203783,9.54985347818434,10.180157275564564,11.918508309262814,21.745923281074198,13.409368213305278,16.096138403022987,20.323011453100108,12.808015899582735,15.373732170177037,11.481772456893356,13.969344268081713,14.24744041398794,13.98031498021471,18.72408201960556,15.35347213839171,13.68684691680446,12.61959106493558,12.788014174968415,25.516049644303422,9.419041867832805,16.873377845215995,19.937202959270444,17.91102284696726,15.83286786143123,10.881347357553462,14.658805814283781,11.344807498164725,15.101550972669195,21.50221193591266,11.040368342901306,11.595690701407174,11.357493711759142,22.841338736206698,13.625238277744659,17.44890726523897,10.859666335507011,7.990218553917819,16.260635944528545,13.293839790980494,16.933490124305756,12.031036396739873,19.798670177179822,13.559994663892077,13.887309665447798,10.414337281476444,17.297204097284894,15.92899613889889,15.983800035992571,14.943251925659409,14.614846150776279,18.313074859828355,13.822724631106963,21.34711561552574,11.220817719161436,17.312945061647675,30.00945708196277,15.187073481711705,16.86533723404709,14.145800264345178,15.573864447790749,13.589594814822087,16.01534510267072,15.482145333457812,15.798277251700274,11.156616489988425
Mug,17.755567023651054,15.485666227636303,22.162516091139278,15.859166905854016,16.635929815564335,17.87792902806402,19.671496596400573,19.935358232842347,19.34951678429336,15.473173641525237,24.272039220198742,15.014528800480509,20.614029840841027,14.772771872202053,21.008615103215757,15.177259622745321,13.613551202344365,27.232689366036173,15.478293938708692,17.047605973132246,17.112085980009365,18.7976442015439,19.893549006687763,18.30467415087986,21.164818089485536,18.003931539753697,26.742861842823164,25.107929261966262,17.483469551935766,11.711815312724584,19.48490789507501,15.257184445342585,17.7089932954992,19.737289016518467,17.853739385293114,20.75764126404289,32.03657615796047,14.258142924823163,15.427053369287398,19.931006673925665,16.260635944528545,11.14020582097658,14.457770233263,24.22276385639602,13.654845880828102,21.751406755138575,18.3510965305639,20.61400082981262,16.057195092574933,14.825074237098654,25.272893109311934,13.427154006717503,14.37457892466633,23.008572574635128,25.40534554262782,21.41901393620194,29.861052234410284,17.750192670833215,26.717841406524872,37.37558455556703,24.059889500380855,23.374853250485874,19.61344775703716,20.03983369361945,15.475074546691477,13.789221854607243,25.12137597034855,14.75243612718124,14.081423271578688
MultiSeat,16.638780990189943,14.86809097507484,19.667197246882946,15.848902166360629,14.005462873847625,15.43454179556027,17.558192059775696,19.19845199089072,16.14626420610551,16.160730082315446,21.799844768460968,13.151891860441946,17.34303787812361,12.119879961204797,19.274546696876858,14.877011526337517,12.425918855923722,21.96552316425813,14.51493245023899,16.045313384023537,13.5861771960863,14.942175726531401,22.333553346230502,15.483041597273436,20.31258411339301,18.016573151246217,23.331493205168055,21.47811380560776,14.241813654333223,14.187382851092051,17.013808121086086,14.850792474099206,19.692747965104846,16.278477001833636,15.12092003827848,18.21919718241488,28.380554413688678,13.497812694963226,14.479014533796267,17.531746368700297,13.293839790980494,14.457770233263,11.749343090265874,21.453472242136925,13.25003444963947,18.466580029957736,17.073851404084092,18.94184699106088,13.477445472688308,15.348116604123643,21.747001402673664,14.350412525030732,13.092568100378646,20.192259315051878,22.81828114473497,18.075992417746516,26.81827437989541,15.599625531245698,23.863536037317335,36.20172769085633,19.87116349608105,20.82083766142617,18.3782379921299,17.110232017534326,13.73087631175288,14.950942252665628,21.12926606450421,14.65339507947019,13.078232584672534
Musical_Instrument,22.18295545504521,24.21679439641991,17.218884669240143,27.39775570016289,17.137639792297612,17.778077724026726,17.613634367285634,30.065461423495734,20.075807020220015,23.796639087532014,26.44729919121253,21.00064729169811,21.61492963646679,18.84586418501174,19.890168621420436,22.37274682347135,22.366488078033925,22.346434573814562,22.850773749039455,19.392559885668543,20.977784033048735,19.181560782001803,32.552964253547486,15.889921153085591,20.300436680303303,25.938140096440378,16.198346517490066,16.700197605017244,17.58178771877006,22.87640899289758,17.275809435094608,23.22137804646688,28.695399394075956,15.9697885151762,19.22916921260313,16.448842404494496,19.414827911897994,21.692590338480617,25.39685994478317,16.683167030168104,16.933490124305756,24.22276385639602,21.453472242136925,16.963609244082036,19.78061331361913,27.161579941578516,20.76368029988251,18.992506538932005,18.083412398016,24.978354622077077,16.389348825461607,23.790417590058752,23.437640850460216,16.668062385436215,18.92659300678031,19.202289233302277,18.888476190848444,18.21042559539036,16.06966434027068,25.573337330698376,17.318452798938342,21.75994716727131,20.25862656119146,21.743300094669603,22.101666195279954,23.919753976392577,15.945426397354156,23.991057304754175,19.131804781374107
NonWheelChair,16.12484469455792,15.565857485216407,16.95025269420253,17.813936721714665,11.719384320951644,11.80094721977712,13.96501169859454,20.638740262826886,15.777923504429653,14.785401745490296,22.601128638451282,13.336376503794284,17.73471781179014,12.277381979816884,16.258698561099603,13.85202784691423,12.931916081585173,23.93979197804473,14.045837961861695,13.772369280490652,14.812628816254604,14.955209865509598,22.57961826999463,12.610143936853353,17.353453343863602,16.792196502201037,22.18716548579691,20.30702551382866,13.385528098006375,12.196692693584529,13.048149051488805,14.27850513894686,19.35457524118595,14.674955012251289,12.407449704957418,14.367513405775858,27.037573075716963,12.990698811406425,16.586110056817297,13.817379926973517,12.031036396739873,13.654845880828102,13.25003444963947,19.78061331361913,9.283460342015468,20.849166375786663,13.621390673312666,15.103865458101772,11.899027175580438,14.589981814449539,19.95500275723981,13.39974390917557,13.897722264367557,17.850147258067082,20.753582113041297,17.589099910873166,24.87125075209251,13.02081915855487,21.31340652040196,32.33731533948695,19.38448158257849,19.70211256281171,14.332832793511987,17.927130203558217,14.607243752320556,14.532598084271404,20.200799428552138,15.36442814566042,9.152379406689397
PianoBoard,21.867631771905682,19.84124507682568,25.000285740007076,21.80770058110151,21.13930101052456,21.997287624854852,23.602651597572915,20.79758689413734,21.265577661196836,22.097214515240914,25.072208069459855,20.103272856090708,22.20295066863829,18.771185094118177,24.80351080932335,20.381956676715635,18.138656370284284,24.87459766226696,21.47544238043439,23.447396722757173,18.437959676334383,20.576250380182284,25.197822487708077,21.630005357128333,26.723430096633837,25.237469617411524,28.72414874023138,26.566756459885724,20.209897597644314,21.635196061722095,23.204006192082336,20.2215484039033,22.950706774943175,22.18464280378777,21.513434777116696,23.996220947724073,32.01504310787239,19.533249479426715,19.759471303495204,23.454078931712697,19.798670177179822,21.75140675513858,18.466580029957736,27.161579941578523,20.849166375786663,19.818717835617175,23.43910130189231,25.169731563274812,20.06254534263858,22.621782433040757,26.878388848636973,21.795319209371485,19.00929141765889,25.547298727199138,28.276426207671488,22.389109051369694,31.750451690762347,21.63031542296452,28.675930742513774,40.81534708651975,25.445710424010038,26.302125786751866,24.98816007134859,21.505583477452202,19.122463884879934,21.042594561009025,25.696277977118132,20.547498408521786,20.61566998967442
PlantIndoors,18.829598706162436,19.053981383371415,17.48144293481223,22.599910227333513,14.087905619883193,13.239562925411384,14.83611663328821,24.323975461642164,17.67003602982537,18.02992963203445,24.30534915853793,16.868658545740818,19.809291337715965,15.587503355759896,16.859597462588265,16.69936684859119,16.836303598258056,24.689679339590228,17.960455484994274,16.950218528380578,17.15901773001179,17.43713620636452,26.6897885863956,13.773504163235913,19.236831610737923,21.541403489597073,22.43619270500343,20.49227466717707,15.2757196172584,16.581493109668223,14.144001126990213,17.467551502557107,23.41624461269747,15.841062532750477,14.563929390633898,14.748629542407516,26.744355758912114,16.15737731970113,20.733969100283108,14.509347238333213,13.559994663892077,18.351096530563904,17.073851404084092,20.76368029988251,13.621390673312666,23.43910130189231,15.07409140398797,15.928720030917162,14.421659129551998,19.356866377197942,20.11457009764046,18.133328071538678,17.83066011809159,18.27605673431944,21.6368657920291,18.30029125990519,24.8497305817052,14.700542069719324,20.984159627429126,31.768428716854828,20.43390076907508,21.030578278810307,15.822420563964297,19.911468683888543,17.639498535138166,18.61025109681531,20.249476599375395,18.98697690319401,12.831122430934512
